title,year,citations
SarConfoCal: simultaneous sarcomere length and cytoplasmic calcium measurements for laser scanning confocal microscopy images,2017.0,4.0
"CymeR: cytometry analysis using KNIME, docker and R",2017.0,2.0
Agent-based re-engineering of ErbB signaling: a modeling pipeline for integrative systems biology,2017.0,4.0
Expanding the toolkit for membrane protein modeling in Rosetta,2017.0,18.0
A novel non-parametric method for uncertainty evaluation of correlation-based molecular signatures: its application on PAM50 algorithm,2017.0,15.0
FUEL-mLoc: feature-unified prediction and explanation of multi-localization of cellular proteins in multiple organisms,2017.0,20.0
A novel approach based on KATZ measure to predict associations of human microbiota with non-infectious diseases,2017.0,113.0
Falco: a quick and flexible single-cell RNA-seq processing framework on the cloud,2017.0,16.0
ESA-UbiSite: accurate prediction of human ubiquitination sites by identifying a set of effective negatives,2017.0,30.0
tranSMART-XNAT Connector tranSMART-XNAT connector—image selection based on clinical phenotypes and genetic profiles,2017.0,7.0
Calypso: a user-friendly web-server for mining and visualizing microbiome–environment interactions,2017.0,350.0
Robust parameter estimation for dynamical systems from outlier-corrupted data,2017.0,26.0
SINE_scan: an efficient tool to discover short interspersed nuclear elements (SINEs) in large-scale genomic datasets,2017.0,12.0
Statistical significance based on length and position of the local score in a model of i.i.d. sequences,2017.0,6.0
LEAP: constructing gene co-expression networks for single-cell RNA-sequencing data using pseudotime ordering,2017.0,42.0
Accelerating Bayesian inference for evolutionary biology models,2017.0,4.0
Network-based analysis of omics data: the LEAN method,2017.0,21.0
PhagesDB: the actinobacteriophage database,2016.0,
LRFragLib: an effective algorithm to identify fragments for de novo protein structure prediction,2017.0,8.0
MetaboSignal: a network-based approach for topological analysis of metabotype regulation via metabolic and signaling pathways,2017.0,18.0
Improving protein disorder prediction by deep bidirectional long short-term memory recurrent neural networks,2017.0,145.0
ALTRE: workflow for defining ALTered Regulatory Elements using chromatin accessibility data,2017.0,1.0
Controlling the joint local false discovery rate is more powerful than meta-analysis methods in joint analysis of summary statistics from multiple genome-wide association studies,2017.0,6.0
A pipeline for local assembly of minisatellite alleles from single-molecule sequencing data,2017.0,2.0
"PyBoolNet: a python package for the generation, analysis and visualization of boolean networks",2017.0,34.0
"Fast motif matching revisited: high-order PWMs, SNPs and indels",2017.0,19.0
ImpulseDE: detection of differentially expressed genes in time series data using impulse models,2017.0,19.0
"SPADEVizR: an R package for visualization, analysis and integration of SPADE results",2017.0,19.0
KODAMA: an R package for knowledge discovery and data mining,2017.0,18.0
GENIUS: web server to predict local gene networks and key genes for biological functions,2017.0,6.0
"Preprocessing, normalization and integration of the Illumina HumanMethylationEPIC array with minfi",2017.0,209.0
geneAttribution: trait agnostic identification of candidate genes associated with noncoding variation,2017.0,
InMoDe: tools for learning and visualizing intra-motif dependencies of DNA binding sites,2017.0,11.0
QAcon: single model quality assessment using protein structural and contact information with machine learning techniques,2017.0,64.0
seXY: a tool for sex inference from genotype arrays,2017.0,2.0
KAT: a K-mer analysis toolkit to quality control NGS datasets and genome assemblies,2017.0,147.0
Big Data Smart Socket (BDSS): a system that abstracts data transfer habits from end users,2017.0,7.0
EGAD: ultra-fast functional analysis of gene networks,2016.0,
Web-igloo: a web based platform for multivariate data visualization,2017.0,3.0
HYSYS: have you swapped your samples?,2017.0,3.0
BoostGAPFILL: improving the fidelity of metabolic network reconstructions through integrated constraint and pattern-based methods,2017.0,15.0
Recycler: an algorithm for detecting plasmids from de novo assembly graphs,2017.0,78.0
INTEGRATE-neo: a pipeline for personalized gene fusion neoantigen discovery,2017.0,59.0
caspo: a toolbox for automated reasoning on the response of logical signaling networks families,2017.0,9.0
Transfer learning across ontologies for phenome–genome association prediction,2017.0,24.0
ImageJ-MATLAB: a bidirectional framework for scientific image analysis interoperability,2017.0,12.0
Exploring the predictive power of polygenic scores derived from genome-wide association studies: a study of 10 complex traits,2017.0,27.0
node.dating: dating ancestors in phylogenetic trees in R,2017.0,8.0
Training alignment parameters for arbitrary sequencers with LAST-TRAIN,2017.0,38.0
FractBias: a graphical tool for assessing fractionation bias following polyploidy,2017.0,3.0
tcpl: the ToxCast pipeline for high-throughput screening data,2017.0,104.0
The Ark: a customizable web-based data management tool for health and medical research,2017.0,3.0
JADOPPT: java based AutoDock preparing and processing tool,2017.0,7.0
Cancer driver gene discovery through an integrative genomics approach in a non-parametric Bayesian framework,2017.0,15.0
Visualizing the geography of genetic variants,2017.0,25.0
MIToS.jl: mutual information tools for protein sequence analysis in the Julia language,2017.0,9.0
Optimizing ChIP-seq peak detectors using visual labels and supervised machine learning,2017.0,22.0
Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,2016.0,57.0
ReconMap: an interactive visualization of human metabolism,2016.0,
yMap: an automated method to map yeast variants to protein modifications and functional regions,2017.0,2.0
Imputing gene expression to maximize platform compatibility,2017.0,9.0
gargammel: a sequence simulator for ancient DNA,2016.0,
iSmaRT: a toolkit for a comprehensive analysis of small RNA-Seq data,2014.0,35.0
CLIP Tool Kit (CTK): a flexible and robust pipeline to analyze CLIP sequencing data,2017.0,64.0
ViSiBooL—visualization and simulation of Boolean networks with temporal constraints,2017.0,17.0
gsrc: an R package for genome structure rearrangement calling,2017.0,11.0
miRNAmeConverter: an R/bioconductor package for translating mature miRNA names to different miRBase versions,2017.0,25.0
RedNemo: topology-based PPI network reconstruction via repeated diffusion with neighborhood modifications,2017.0,7.0
Efficient detection of differentially methylated regions using DiMmeR,2017.0,5.0
stAIcalc: tRNA adaptation index calculator based on species-specific weights,2017.0,34.0
Isomorphic semantic mapping of variant call format (VCF2RDF),2017.0,2.0
Rabifier2: an improved bioinformatic classifier of Rab GTPases,2017.0,7.0
Uncertainty estimation of predictions of peptides’ chromatographic retention times in shotgun proteomics,2017.0,6.0
Improving cross-study prediction through addon batch effect adjustment or addon normalization,2017.0,13.0
SChloro: directing Viridiplantae proteins to six chloroplastic sub-compartments,2017.0,7.0
CloudPhylo: a fast and scalable tool for phylogeny reconstruction,2017.0,9.0
CIIPro: a new read-across portal to fill data gaps using public large-scale chemical and biological data,2017.0,19.0
simPATHy: a new method for simulating data from perturbed biological PATHways,2017.0,4.0
LDAP: a web server for lncRNA-disease association prediction,2017.0,92.0
"Assocplots: a Python package for static and interactive visualization of
          multiple-group GWAS results",2017.0,8.0
iATC-mISF: a multi-label classifier for predicting the classes of anatomical therapeutic chemicals,2017.0,203.0
PyMod 2.0: improvements in protein sequence-structure analysis and homology modeling within PyMOL,2017.0,91.0
ARResT/Interrogate: an interactive immunoprofiler for IG/TR NGS data,2017.0,34.0
Pathway Inspector: a pathway based web application for RNAseq analysis of model and non-model organisms,2017.0,7.0
Molecular mechanisms underlying COPD-muscle dysfunction unveiled through a systems medicine approach,2017.0,10.0
A Cytoscape app for motif enumeration with ISMAGS,2016.0,
Simulation-based estimation of branching models for LTR retrotransposons,2017.0,1.0
The START App: a web-based RNAseq analysis and visualization resource,2017.0,51.0
QUBIC: a bioconductor package for qualitative biclustering analysis of gene co-expression data,2017.0,43.0
P3BSseq: parallel processing pipeline software for automatic analysis of bisulfite sequencing data,2017.0,13.0
BASIC: BCR assembly from single cells,2014.0,
State aggregation for fast likelihood computations in molecular evolution,2017.0,5.0
Granular clustering of de novo protein models,2017.0,2.0
Pro54DB: a database for experimentally verified sigma-54 promoters,2017.0,84.0
Sequence–structure relations of biopolymers,1975.0,70.0
Comprehensive evaluation of de novo transcriptome assembly programs and their effects on differential gene expression analysis,2017.0,55.0
Combining multiple tools outperforms individual methods in gene set enrichment analyses,2017.0,80.0
OMBlast: alignment tool for optical mapping using a seed-and-extend approach,2017.0,33.0
bTSSfinder: a novel tool for the prediction of promoters in cyanobacteria and Escherichia coli,2017.0,39.0
SEQualyzer: interactive tool for quality control and exploratory analysis of high-throughput RNA structural profiling data,2017.0,9.0
Comparing co-evolution methods and their application to template-free protein structure prediction,2017.0,30.0
DEF: an automated dead-end filling approach based on quasi-endosymbiosis,2017.0,2.0
cMapper: gene-centric connectivity mapper for EBI-RDF platform,2017.0,3.0
LAMSA: fast split read alignment with long approximate matches,2017.0,18.0
Detecting subnetwork-level dynamic correlations,2016.0,
LongISLND: in silico sequencing of lengthy and noisy datatypes,2016.0,21.0
Site of metabolism prediction for oxidation reactions mediated by oxidoreductases based on chemical bond,2017.0,12.0
AcCNET (Accessory Genome Constellation Network): comparative genomics software for accessory genome analysis using bipartite networks,2017.0,27.0
An accessibility-incorporated method for accurate prediction of RNA–RNA interactions from sequence data,2017.0,2.0
Robust classification of single-cell transcriptome data by nonnegative matrix factorization,2017.0,53.0
A generative model for the behavior of RNA polymerase,2018.0,
FastRFS: fast and accurate Robinson-Foulds Supertrees using constrained exact optimization,2017.0,30.0
FBB: a fast Bayesian-bound tool to calibrate RNA-seq aligners,2017.0,1.0
LD Hub: a centralized database and web interface to perform LD score regression that maximizes the potential of summary level GWAS data for SNP heritability and genetic correlation analysis,2017.0,540.0
FoldAtlas: a repository for genome-wide RNA structure probing data,2017.0,12.0
Biospark: scalable analysis of large numerical datasets from biological simulations and experiments using Hadoop and Spark,2017.0,23.0
Improved methods for multi-trait fine mapping of pleiotropic risk loci,2017.0,68.0
Evolutionary conservation of Ebola virus proteins predicts important functions at residue level,2017.0,3.0
PSSV: a novel pattern-based probabilistic approach for somatic structural variation identification,2017.0,7.0
GeneEvolve: a fast and memory efficient forward-time simulator of realistic whole-genome sequence and SNP data,2017.0,7.0
TwoPaCo: an efficient algorithm to build the compacted de Bruijn graph from many complete genomes,2017.0,51.0
PDB2CD: a web-based application for the generation of circular dichroism spectra from protein atomic coordinates,2017.0,38.0
Tissue-specific pathway association analysis using genome-wide association study summaries,2017.0,6.0
Reference point insensitive molecular data analysis,2017.0,27.0
AKT: ancestry and kinship toolkit,2016.0,
"Verdant: automated annotation, alignment and phylogenetic analysis of whole chloroplast genomes",2017.0,45.0
IsotopicLabelling: an R package for the analysis of MS isotopic patterns of labelled analytes,2017.0,6.0
BOSS: a novel scaffolding algorithm based on an optimized scaffold graph,2017.0,23.0
RiboDiff: detecting changes of mRNA translation efficiency from ribosome footprints,2016.0,
Seeksv: an accurate tool for somatic structural variation and virus integration detection,2017.0,20.0
ImmuneDB: a system for the analysis and exploration of high-throughput adaptive immune receptor sequencing data,2017.0,18.0
D-VASim: an interactive virtual laboratory environment for the simulation and analysis of genetic circuits,2017.0,8.0
DM-BLD: differential methylation detection using a hierarchical Bayesian model exploiting local dependency,2017.0,5.0
The OGCleaner: filtering false-positive homology clusters,2017.0,8.0
Assessment of cancer and virus antigens for cross-reactivity in human tissues,2017.0,15.0
Nanocall: an open source basecaller for Oxford Nanopore sequencing data,2017.0,95.0
BeReTa: a systematic method for identifying target transcriptional regulators to enhance microbial production of chemicals,2017.0,7.0
TRI_tool: a web-tool for prediction of protein–protein interactions in human transcriptional regulation,2017.0,8.0
stringMLST: a fast k-mer based tool for multilocus sequence typing,2017.0,47.0
"A novel method for predicting activity of cis-regulatory modules, based on a diverse training set",2017.0,4.0
ReliableGenome: annotation of genomic regions with high/low variant calling concordance,2017.0,7.0
tHapMix: simulating tumour samples through haplotype mixtures,2017.0,7.0
DAPAR & ProStaR: software to perform statistical analyses in quantitative discovery proteomics,2017.0,83.0
LncVar: a database of genetic variation associated with long non-coding genes,2017.0,24.0
OntoBrowser: a collaborative tool for curation of ontologies by subject matter experts,2017.0,16.0
PHYLOViZ 2.0: providing scalable data integration and visualization for multiple phylogenetic inference methods,2017.0,150.0
MPRAnator: a web-based tool for the design of massively parallel reporter assay experiments,2016.0,
Multivariate two-part statistics for analysis of correlated mass spectrometry data from multiple biological specimens,2017.0,2.0
Gene- and pathway-based association tests for multiple traits with GWAS summary statistics,2017.0,24.0
Rail-RNA: scalable analysis of RNA-seq splicing and coverage,2017.0,54.0
popSTR: population-scale detection of STR variants,2017.0,15.0
HAPRAP: a haplotype-based iterative method for statistical fine mapping using GWAS summary statistics,2017.0,6.0
Precrec: fast and accurate precision–recall and ROC curve calculations in R,2017.0,85.0
signeR: an empirical Bayesian approach to mutational signature discovery,2017.0,55.0
Detecting horizontal gene transfer by mapping sequencing reads across species boundaries,2016.0,18.0
Pathway-based approach using hierarchical components of collapsed rare variants,2016.0,28.0
Gene-set association tests for next-generation sequencing data,2016.0,5.0
Simultaneous discovery of cancer subtypes and subtype features by molecular data integration,2016.0,26.0
Causality modeling for directed disease network,2011.0,312.0
Simulated linear test applied to quantitative proteomics,2016.0,1.0
A probabilistic model for detecting rigid domains in protein structures,2016.0,4.0
PEPSI-Dock: a detailed data-driven protein–protein interaction potential accelerated by polar Fourier correlation,2016.0,18.0
Information-optimal genome assembly via sparse read-overlap graphs,2016.0,13.0
Extending partial haplotypes to full genome haplotypes using chromosome conformation capture data,2016.0,17.0
Characterizing leader sequences of CRISPR loci,2016.0,
CoLoRMap: Correcting Long Reads by Mapping short reads,2016.0,41.0
Edge-based sensitivity analysis of signaling networks by using Boolean dynamics,2016.0,6.0
iReMet-flux: constraint-based approach for integrating relative metabolite levels into a stoichiometric metabolic models,2016.0,16.0
LuxGLM: a probabilistic covariate model for quantification of DNA methylation modifications with complex experimental designs,2016.0,9.0
Bayesian parameter estimation for the Wnt pathway: an infinite mixture models approach,2016.0,13.0
Complementary feature selection from alternative splicing events and gene expression for phenotype prediction,2016.0,7.0
Estimating real cell size distribution from cross-section microscopy imaging,2016.0,13.0
Higher order methylation features for clustering and prediction in epigenomic studies,2016.0,30.0
The Network Library: a framework to rapidly integrate network biology resources,2016.0,9.0
GTRAC: fast retrieval from compressed collections of genomic variants,2016.0,15.0
Combining dependent P-values with an empirical adaptation of Brown’s method,2016.0,79.0
Patterns of amino acid conservation in human and animal immunodeficiency viruses,2016.0,4.0
SWORD—a highly efficient protein database search,2016.0,15.0
ModuleAlign: module-based global alignment of protein–protein interaction networks,2016.0,35.0
TANDEM: a two-stage approach to maximize interpretability of drug response models based on multiple molecular data types,2016.0,49.0
Genome wide predictions of miRNA regulation by transcription factors,2016.0,10.0
Assemble CRISPRs from metagenomic sequencing data,2016.0,
Improve homology search sensitivity of PacBio data by correcting frameshifts,2016.0,11.0
MetaProb: accurate metagenomic reads binning based on probabilistic sequence signatures,2016.0,36.0
ECCB 2016: The 15th European Conference on Computational Biology,2016.0,2.0
Virtual exploration of early stage atherosclerosis,2020.0,1.0
A unified model based multifactor dimensionality reduction framework for detecting gene–gene interactions,2016.0,21.0
Snowball: strain aware gene assembly of metagenomes,2016.0,11.0
DeepChrome: deep-learning for predicting gene expression from histone modifications,2016.0,148.0
XGSA: A statistical method for cross-species gene set analysis,2016.0,12.0
Drug response prediction by inferring pathway-response associations with kernelized Bayesian matrix factorization,2016.0,45.0
PRED-TMBB2: improved topology prediction and detection of beta-barrel outer membrane proteins,2016.0,50.0
AUCpreD: proteome-level protein disorder prediction by AUC-maximized deep convolutional neural fields,2016.0,52.0
PeakXus: comprehensive transcription factor binding site discovery from ChIP-Nexus and ChIP-Exo experiments,2016.0,11.0
Optimization of signal-to-noise ratio for efficient microarray probe design,2016.0,8.0
"PanTools: representation, storage and exploration of pan-genomic data",2016.0,30.0
Logical model specification aided by model-checking techniques: application to the mammalian cell cycle regulation,2016.0,30.0
Large-scale inference of conjunctive Bayesian networks,2016.0,6.0
Fast genotyping of known SNPs through approximate k-mer matching,2016.0,
L1 regularization facilitates detection of cell type-specific parameters in dynamical systems,2012.0,
A weighted exact test for mutually exclusive mutations in cancer,2016.0,36.0
A program for verification of phylogenetic network models,2016.0,
On cross-conditional and fluctuation correlations in competitive RNA networks,2016.0,4.0
MSAProbs-MPI: parallel multiple sequence aligner for distributed-memory systems,2016.0,27.0
A likelihood ratio-based method to predict exact pedigrees for complex families from next-generation sequencing data,2017.0,7.0
Imbalanced multi-label learning for identifying antimicrobial peptides and their functional types,2016.0,37.0
PseKRAAC: a flexible web server for generating pseudo K-tuple reduced amino acids composition,2017.0,70.0
DOMINO: development of informative molecular markers for phylogenetic and genome-wide population genetic studies in non-model organisms,2016.0,4.0
KScons: a Bayesian approach for protein residue contact prediction using the knob-socket model of protein tertiary structure,2016.0,4.0
Fast-SNP: a fast matrix pre-processing algorithm for efficient loopless flux optimization of metabolic models,2016.0,16.0
Discoal: flexible coalescent simulations with selection,2016.0,
Assembly-based inference of B-cell receptor repertoires from short read RNA sequencing data with V’DJer,2016.0,35.0
H-PoP and H-PoPG: heuristic partitioning algorithms for single individual haplotyping of polyploids,2016.0,24.0
PhenomeScape: a cytoscape app to identify differentially regulated sub-networks using known disease associations,2016.0,9.0
AlmostSignificant: simplifying quality control of high-throughput sequencing data,2016.0,5.0
Cas-analyzer: an online tool for assessing genome editing results using NGS data,2017.0,149.0
LoFtool: a gene intolerance score based on loss-of-function variants in 60 706 individuals,2017.0,41.0
Integrating genomic information with protein sequence and 3D atomic level structure at the RCSB protein data bank,2016.0,10.0
Predicting the errors of predicted local backbone angles and non-local solvent- accessibilities of proteins by deep neural networks,2016.0,13.0
PPI4DOCK: large scale assessment of the use of homology models in free docking over more than 1000 realistic targets,2016.0,17.0
What time is it? Deep learning approaches for circadian rhythms,2016.0,44.0
MSIdV: a versatile tool to visualize biological indices from mass spectrometry imaging data,2016.0,7.0
DEsubs: an R package for flexible identification of differentially expressed subpathways using RNA-seq experiments,2016.0,29.0
STAMS: STRING-assisted module search for genome wide association studies and application to autism,2016.0,10.0
Predicting synergistic effects between compounds through their structural similarity and effects on transcriptomes,2016.0,17.0
BatchQC: interactive software for evaluating sample and batch effects in genomic data,2016.0,26.0
ReadXplorer 2—detailed read mapping analysis and visualization from one single source,2016.0,50.0
Higher classification sensitivity of short metagenomic reads with CLARK-S,2016.0,69.0
CSAM: Compressed SAM format,2010.0,3.0
A new correlation clustering method for cancer mutation analysis,2016.0,26.0
SiNVICT: ultra-sensitive detection of single nucleotide variants and indels in circulating tumour DNA,2017.0,35.0
A computational strategy to adjust for copy number in tumor Hi-C data,2016.0,28.0
Selective mutation accumulation: a computational model of the paternal age effect,2016.0,6.0
Corpus domain effects on distributional semantic modeling of medical terms,2016.0,81.0
ImmQuant: a user-friendly tool for inferring immune cell-type composition from gene-expression data,2016.0,29.0
SDEAP: a splice graph based differential transcript expression analysis tool for population data,2016.0,4.0
Gene Slider: sequence logo interactive data-visualization for education and research,2016.0,5.0
CGDM: collaborative genomic data model for molecular profiling data using NoSQL,2016.0,7.0
Extensive complementarity between gene function prediction methods,2016.0,11.0
oxBS-MLE: an efficient method to estimate 5-methylcytosine and 5-hydroxymethylcytosine in paired bisulfite and oxidative bisulfite treated DNA,2016.0,18.0
LCA*: an entropy-based measure for taxonomic assignment within assembled metagenomes,2016.0,13.0
NVT: a fast and simple tool for the assessment of RNA-seq normalization strategies,2016.0,4.0
ChemTreeMap: an interactive map of biochemical similarity in molecular datasets,2016.0,15.0
EnhancerAtlas: a resource for enhancer annotation and analysis in 105 human cell/tissue types,2016.0,100.0
Support vector machine model of developmental brain gene expression data for prioritization of Autism risk gene candidates,2016.0,28.0
DTMiner: identification of potential disease targets through biomedical literature mining,2016.0,18.0
SRinversion: a tool for detecting short inversions by splitting and re-aligning poorly mapped and unmapped sequencing reads,2016.0,7.0
RNAcommender: genome-wide recommendation of RNA–protein interactions,2016.0,14.0
PathScore: a web tool for identifying altered pathways in cancer data,2016.0,2.0
PRODIGY: a web server for predicting the binding affinity of protein–protein complexes,2016.0,231.0
A profile-based method for identifying functional divergence of orthologous genes in bacterial genomes,2016.0,16.0
BiDiFuse: a FIJI plugin for fusing bi-directionally recorded microscopic image volumes,2016.0,2.0
shinyGEO: a web-based application for analyzing gene expression omnibus datasets,2016.0,37.0
Bayesian network feature finder (BANFF): an R package for gene network feature selection,2016.0,4.0
scphaser: haplotype inference using single-cell RNA-seq data,2016.0,14.0
genipe: an automated genome-wide imputation pipeline with automatic reporting and statistical tools,2016.0,9.0
A novel copy number variants kernel association test with application to autism spectrum disorders studies,2016.0,13.0
Metrics for rapid quality control in RNA structure probing experiments,2016.0,15.0
WebSTAR3D: a web server for RNA 3D structural alignment,2016.0,1.0
FARAO: the flexible all-round annotation organizer,2016.0,8.0
PcircRNA_finder: a software for circRNA prediction in plants,2016.0,
Detection of differentially methylated regions in whole genome bisulfite sequencing data using local Getis-Ord statistics,2016.0,17.0
MetaCoMET: a web platform for discovery and visualization of the core microbiome,2016.0,42.0
Predicting G protein-coupled receptor downstream signaling by tissue expression,2016.0,9.0
ReactPRED: a tool to predict and analyze biochemical reactions,2016.0,16.0
NRGC: a novel referential genome compression algorithm,2016.0,14.0
An efficient method to estimate the optimum regularization parameter in RLDA,2016.0,6.0
NET-GE: a web-server for NETwork-based human gene enrichment,2016.0,12.0
HiPub: translating PubMed and PMC texts to networks for knowledge discovery,2016.0,18.0
Functional classification of CATH superfamilies: a domain-based approach for protein function annotation,2015.0,70.0
NCMine: Core-peripheral based functional module detection using near-clique mining,2016.0,14.0
Joint sparse canonical correlation analysis for detecting differential imaging genetics modules,2016.0,43.0
WALT: fast and accurate read mapping for bisulfite sequencing,2016.0,34.0
Excess positional mutual information predicts both local and allosteric mutations affecting beta lactamase drug resistance,2016.0,11.0
plasmidSPAdes: assembling plasmids from whole genome sequencing data,2016.0,251.0
Drug drug interaction extraction from biomedical literature using syntax convolutional neural network,2016.0,111.0
Motif comparison based on similarity of binding affinity profiles,2016.0,13.0
Simultaneous gene finding in multiple genomes,2016.0,793.0
PReFerSim: fast simulation of demography and selection under the Poisson Random Field model,2016.0,4.0
Variance adaptive shrinkage (vash): flexible empirical Bayes estimation of variances,2016.0,9.0
TopPIC: a software tool for top-down mass spectrometry-based proteoform identification and characterization,2016.0,86.0
"LEVER: software tools for segmentation, tracking and lineaging of proliferating cells",2016.0,27.0
Online interactive analysis of protein structure ensembles with Bio3D-web,2016.0,25.0
ntHash: recursive nucleotide hashing,2016.0,
sBWT: memory efficient implementation of the hardware-acceleration-friendly Schindler transform for the fast biological sequence mapping,2016.0,4.0
MorphoLibJ: integrated library and plugins for mathematical morphology with ImageJ,2016.0,347.0
SSBD: a database of quantitative data of spatiotemporal dynamics of biological phenomena,2016.0,12.0
cisASE: a likelihood-based method for detecting putative cis-regulated allele-specific expression in RNA sequencing data,2016.0,6.0
LightAssembler: fast and memory-efficient assembly algorithm for high-throughput sequencing reads,2016.0,11.0
BioPartsDB: a synthetic biology workflow web-application for education and research,2016.0,5.0
VisualGraphX: interactive graph visualization within Galaxy,2016.0,1.0
LAMPLINK: detection of statistically significant SNP combinations from GWAS data,2016.0,15.0
