name,title,year,citations
heath blackmon,GppFst: genomic posterior predictive simulations of FST and dXY for identifying outlier loci from population genomic data,2017.0,11.0
todd a castoe,GppFst: genomic posterior predictive simulations of FST and dXY for identifying outlier loci from population genomic data,2017.0,11.0
william h majoros,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
michael s campbell,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
carson holt,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
erin k denardo,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
doreen ware,"High-throughput interpretation of gene structure changes in human and nonhuman resequencing data, using ACE",2017.0,3.0
jiewen du,cBinderDB: a covalent binding agent database,2016.0,
xin yan,cBinderDB: a covalent binding agent database,2016.0,
zhihong liu,cBinderDB: a covalent binding agent database,2016.0,
lu cui,cBinderDB: a covalent binding agent database,2016.0,
peng ding,cBinderDB: a covalent binding agent database,2016.0,
sajad mirzaei,RENT+: an improved method for inferring local genealogical trees from haplotypes with recombination,2017.0,17.0
yufeng wu,RENT+: an improved method for inferring local genealogical trees from haplotypes with recombination,2017.0,17.0
zefang tang,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
chenwei li,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
karena zhang,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
mingyu yang,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
xueda hu,GE-mini: a mobile APP for large-scale gene expression visualization,2017.0,20.0
suyash s shringarpure,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
rasika a mathias,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
ryan d hernandez,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
timothy d o’connor,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
zachary a szpiech,Using genotype array data to compare multi- and single-sample variant calls and improve variant call sets from deep coverage whole-genome sequencing data,2017.0,4.0
yongjun piao,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
seong keon lee,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
eunjoon lee,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
keith d robertson,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
huidong shi,CAME: identification of chromatin accessibility from nucleosome occupancy and methylome sequencing,2017.0,4.0
ehsan motamedian,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
maryam mohammadi,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
seyed abbas shojaosadati,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
mona heydari,TRFBA: an algorithm to integrate genome-scale metabolic and transcriptional regulatory networks with incorporation of expression data,2017.0,31.0
bryan quach,DeFCoM: analysis and modeling of transcription factor binding sites using a motif-centric genomic footprinter,2017.0,19.0
terrence s furey,DeFCoM: analysis and modeling of transcription factor binding sites using a motif-centric genomic footprinter,2017.0,19.0
charlotte a darby,Xenolog classification,2016.0,
maureen stolzer,Xenolog classification,2016.0,
patrick j ropp,Xenolog classification,2016.0,
daniel barker,Xenolog classification,2016.0,
dannie durand,Xenolog classification,2016.0,
xiaotai huang,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
yuan zhu,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
lai hang leanne chan,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
zhongying zhao,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
hong yan,Inference of cellular level signaling networks using single-cell gene expression data in Caenorhabditis elegans reveals mechanisms of cell fate specification,2017.0,2.0
seunghyuk choi,ACTG: novel peptide mapping onto gene models,2017.0,5.0
hyunwoo kim,ACTG: novel peptide mapping onto gene models,2017.0,5.0
eunok paek,ACTG: novel peptide mapping onto gene models,2017.0,5.0
li zhu,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
ying ding,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
choyi chen,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
lin wang,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
zhiguang huo,MetaDCN: meta-analysis framework for differential co-expression network detection with an application in breast cancer,2017.0,16.0
guimin qin,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
ruiyi li,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
xingming zhao,PhosD: inferring kinase–substrate interactions based on protein domains,2017.0,13.0
pablo mier,dAPE: a web server to detect homorepeats and follow their evolution,2017.0,9.0
miguel a andradenavarro,dAPE: a web server to detect homorepeats and follow their evolution,2017.0,9.0
fabian fröhlich,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
fabian j theis,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
joachim o rädler,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
jan hasenauer,Parameter estimation for dynamical systems with discrete events and logical operations,2017.0,27.0
anand bhaskar,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
adel javanmard,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
thomas a courtade,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
david tse,Novel probabilistic models of spatial genetic ancestry with applications to stratification correction in genome-wide association studies,2017.0,8.0
lina wang,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
shaoping shi,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
haodong xu,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
pingping wen,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
jianding qiu,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy,2017.0,40.0
alex v kochetov,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
jens allmer,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
alexandra i klimenko,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
bulat s zuraev,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
yury g matushkin,AltORFev facilitates the prediction of alternative open reading frames in eukaryotic mRNAs,2017.0,8.0
gauri shende,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
harshala haldankar,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
ram shankar barai,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
mohammed husain bharmal,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
vinit shetty,PBIT: Pipeline Builder for Identification of drug Targets for infectious diseases,2017.0,5.0
dalia cohnalperovich,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
alona rabner,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
ilona kifer,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
yael mandelgutfreund,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
zohar yakhini,Mutual enrichment in aggregated ranked lists with applications to gene expression regulation,2016.0,3.0
andreas helfenstein,Analyzing user-generated online content for drug discovery: development and use of MedCrawler,2017.0,3.0
päivi tammela,Analyzing user-generated online content for drug discovery: development and use of MedCrawler,2017.0,3.0
kasper harpsøe,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
michael w boesgaard,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
christian munk,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
hans bräunerosborne,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
david e gloriam,Structural insight to mutation effects uncover a common allosteric site in class C GPCRs,2017.0,9.0
jiaqi xia,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
zhenling peng,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
dawei qi,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
hongbo mu,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
jianyi yang,An ensemble approach to protein fold classification by integration of template-based assignment and support vector machine classifier,2017.0,34.0
feng chen,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
shuang wang,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
xiaoqian jiang,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
sijie ding,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
yao lu,PRINCESS: Privacy-protecting Rare disease International Network Collaboration via Encryption through Software guard extensionS,2017.0,66.0
linhao jiang,DACE: a scalable DP-means algorithm for clustering extremely large sequence data,2017.0,12.0
yichao dong,DACE: a scalable DP-means algorithm for clustering extremely large sequence data,2017.0,12.0
ning chen,DACE: a scalable DP-means algorithm for clustering extremely large sequence data,2017.0,12.0
ting chen,DACE: a scalable DP-means algorithm for clustering extremely large sequence data,2017.0,12.0
matthew r long,Improving flux predictions by integrating data from multiple strains,2017.0,7.0
jennifer l reed,Improving flux predictions by integrating data from multiple strains,2017.0,7.0
alberto franzin,bnstruct: an R package for Bayesian Network structure learning in the presence of missing data,2017.0,29.0
francesco sambo,bnstruct: an R package for Bayesian Network structure learning in the presence of missing data,2017.0,29.0
barbara di camillo,bnstruct: an R package for Bayesian Network structure learning in the presence of missing data,2017.0,29.0
ignazio carbone,"T-BAS: Tree-Based Alignment Selector toolkit for phylogenetic-based placement, alignment downloads and metadata visualization: an example with the Pezizomycotina tree of life",2017.0,38.0
james b white,"T-BAS: Tree-Based Alignment Selector toolkit for phylogenetic-based placement, alignment downloads and metadata visualization: an example with the Pezizomycotina tree of life",2017.0,38.0
jolanta miadlikowska,"T-BAS: Tree-Based Alignment Selector toolkit for phylogenetic-based placement, alignment downloads and metadata visualization: an example with the Pezizomycotina tree of life",2017.0,38.0
a elizabeth arnold,"T-BAS: Tree-Based Alignment Selector toolkit for phylogenetic-based placement, alignment downloads and metadata visualization: an example with the Pezizomycotina tree of life",2017.0,38.0
mark a miller,"T-BAS: Tree-Based Alignment Selector toolkit for phylogenetic-based placement, alignment downloads and metadata visualization: an example with the Pezizomycotina tree of life",2017.0,38.0
justin chu,"Innovations and challenges in detecting long read overlaps: an evaluation 
of the state-of-the-art",2017.0,41.0
hamid mohamadi,"Innovations and challenges in detecting long read overlaps: an evaluation 
of the state-of-the-art",2017.0,41.0
rené l warren,"Innovations and challenges in detecting long read overlaps: an evaluation 
of the state-of-the-art",2017.0,41.0
chen yang,"Innovations and challenges in detecting long read overlaps: an evaluation 
of the state-of-the-art",2017.0,41.0
inanç birol,"Innovations and challenges in detecting long read overlaps: an evaluation 
of the state-of-the-art",2017.0,41.0
huiyi lin,SNP interaction pattern identifier (SIPI): an intensive search for SNP–SNP interaction patterns,2017.0,9.0
dungtsa chen,SNP interaction pattern identifier (SIPI): an intensive search for SNP–SNP interaction patterns,2017.0,9.0
poyu huang,SNP interaction pattern identifier (SIPI): an intensive search for SNP–SNP interaction patterns,2017.0,9.0
yunghsin liu,SNP interaction pattern identifier (SIPI): an intensive search for SNP–SNP interaction patterns,2017.0,9.0
augusto ochoa,SNP interaction pattern identifier (SIPI): an intensive search for SNP–SNP interaction patterns,2017.0,9.0
xiaoli zhang,RBPPred: predicting RNA-binding proteins from sequence using SVM,2017.0,33.0
shiyong liu,RBPPred: predicting RNA-binding proteins from sequence using SVM,2017.0,33.0
zhen gao,Predict drug permeability to blood–brain-barrier from clinical phenotypes: drug side effects and drug indications,2017.0,22.0
yang chen,Predict drug permeability to blood–brain-barrier from clinical phenotypes: drug side effects and drug indications,2017.0,22.0
xiaoshu cai,Predict drug permeability to blood–brain-barrier from clinical phenotypes: drug side effects and drug indications,2017.0,22.0
rong xu,Predict drug permeability to blood–brain-barrier from clinical phenotypes: drug side effects and drug indications,2017.0,22.0
qiang kou,A mass graph-based approach for the identification of modified proteoforms using top-down tandem mass spectra,2017.0,15.0
si wu,A mass graph-based approach for the identification of modified proteoforms using top-down tandem mass spectra,2017.0,15.0
nikola tolić,A mass graph-based approach for the identification of modified proteoforms using top-down tandem mass spectra,2017.0,15.0
ljiljana pašatolić,A mass graph-based approach for the identification of modified proteoforms using top-down tandem mass spectra,2017.0,15.0
yunlong liu,A mass graph-based approach for the identification of modified proteoforms using top-down tandem mass spectra,2017.0,15.0
zhengzheng tang,A general framework for association analysis of microbial communities on a taxonomic tree,2017.0,30.0
guanhua chen,A general framework for association analysis of microbial communities on a taxonomic tree,2017.0,30.0
alexander v alekseyenko,A general framework for association analysis of microbial communities on a taxonomic tree,2017.0,30.0
hongzhe li,A general framework for association analysis of microbial communities on a taxonomic tree,2017.0,30.0
scott d brown,Defining the clonality of peripheral T cell lymphomas using RNA-seq,2017.0,12.0
greg hapgood,Defining the clonality of peripheral T cell lymphomas using RNA-seq,2017.0,12.0
christian steidl,Defining the clonality of peripheral T cell lymphomas using RNA-seq,2017.0,12.0
andrew p weng,Defining the clonality of peripheral T cell lymphomas using RNA-seq,2017.0,12.0
kerry j savage,Defining the clonality of peripheral T cell lymphomas using RNA-seq,2017.0,12.0
alexandre fournierlevel,GWAlpha: genome-wide estimation of additive effects (alpha) based on trait quantile distribution from pool-sequencing experiments,2017.0,1.0
charles robin,GWAlpha: genome-wide estimation of additive effects (alpha) based on trait quantile distribution from pool-sequencing experiments,2017.0,1.0
david j balding,GWAlpha: genome-wide estimation of additive effects (alpha) based on trait quantile distribution from pool-sequencing experiments,2017.0,1.0
gennaro gambardella,MEGA-V: detection of variant gene sets in patient cohorts,2017.0,4.0
matteo cereda,MEGA-V: detection of variant gene sets in patient cohorts,2017.0,4.0
lorena benedetti,MEGA-V: detection of variant gene sets in patient cohorts,2017.0,4.0
francesca d ciccarelli,MEGA-V: detection of variant gene sets in patient cohorts,2017.0,4.0
hang zhou,Hum-mPLoc 3.0: prediction enhancement of human protein subcellular localization through modeling the hidden correlations of gene ontology and functional domain features,2017.0,55.0
yang yang,Hum-mPLoc 3.0: prediction enhancement of human protein subcellular localization through modeling the hidden correlations of gene ontology and functional domain features,2017.0,55.0
hongbin shen,Hum-mPLoc 3.0: prediction enhancement of human protein subcellular localization through modeling the hidden correlations of gene ontology and functional domain features,2017.0,55.0
sudeepta kumar panda,Green listed—a CRISPR screen tool,2018.0,
sanjay v boddul,Green listed—a CRISPR screen tool,2018.0,
guillermina yanek jiménezandrade,Green listed—a CRISPR screen tool,2018.0,
long jiang,Green listed—a CRISPR screen tool,2018.0,
zsolt kasza,Green listed—a CRISPR screen tool,2018.0,
charlotte siska,The discordant method: a novel approach for differential correlation,2016.0,20.0
russell bowler,The discordant method: a novel approach for differential correlation,2016.0,20.0
katerina kechris,The discordant method: a novel approach for differential correlation,2016.0,20.0
martin s lindner,HiLive: real-time mapping of illumina reads while sequencing,2017.0,13.0
benjamin strauch,HiLive: real-time mapping of illumina reads while sequencing,2017.0,13.0
jakob m schulze,HiLive: real-time mapping of illumina reads while sequencing,2017.0,13.0
simon h tausch,HiLive: real-time mapping of illumina reads while sequencing,2017.0,13.0
piotr w dabrowski,HiLive: real-time mapping of illumina reads while sequencing,2017.0,13.0
arnon mazza,An integer programming framework for inferring disease complexes from network data,2016.0,13.0
konrad klockmeier,An integer programming framework for inferring disease complexes from network data,2016.0,13.0
erich wanker,An integer programming framework for inferring disease complexes from network data,2016.0,13.0
roded sharan,An integer programming framework for inferring disease complexes from network data,2016.0,13.0
bin liu,iRSpot-EL: identify recombination spots with an ensemble learning approach,2017.0,269.0
shanyi wang,iRSpot-EL: identify recombination spots with an ensemble learning approach,2017.0,269.0
ren long,iRSpot-EL: identify recombination spots with an ensemble learning approach,2017.0,269.0
kuochen chou,iRSpot-EL: identify recombination spots with an ensemble learning approach,2017.0,269.0
jeremiah wala,"SeqLib: a C ++ API for rapid BAM manipulation, sequence alignment and sequence assembly",2017.0,6.0
rameen beroukhim,"SeqLib: a C ++ API for rapid BAM manipulation, sequence alignment and sequence assembly",2017.0,6.0
justas dapkūnas,"The PPI3D web server for searching, analyzing and modeling protein–protein interactions in the context of 3D structures",2017.0,18.0
albertas timinskas,"The PPI3D web server for searching, analyzing and modeling protein–protein interactions in the context of 3D structures",2017.0,18.0
kliment olechnovič,"The PPI3D web server for searching, analyzing and modeling protein–protein interactions in the context of 3D structures",2017.0,18.0
mindaugas margelevičius,"The PPI3D web server for searching, analyzing and modeling protein–protein interactions in the context of 3D structures",2017.0,18.0
rytis dičiūnas,"The PPI3D web server for searching, analyzing and modeling protein–protein interactions in the context of 3D structures",2017.0,18.0
chuang li,MRUniNovo: an efficient tool for de novo peptide sequencing utilizing the hadoop distributed computing framework,2017.0,15.0
tao chen,MRUniNovo: an efficient tool for de novo peptide sequencing utilizing the hadoop distributed computing framework,2017.0,15.0
qiang he,MRUniNovo: an efficient tool for de novo peptide sequencing utilizing the hadoop distributed computing framework,2017.0,15.0
yunping zhu,MRUniNovo: an efficient tool for de novo peptide sequencing utilizing the hadoop distributed computing framework,2017.0,15.0
kenli li,MRUniNovo: an efficient tool for de novo peptide sequencing utilizing the hadoop distributed computing framework,2017.0,15.0
jessica s yu,CellSort: a support vector machine tool for optimizing fluorescence-activated cell sorting and reducing experimental effort,2017.0,8.0
dante a pertusi,CellSort: a support vector machine tool for optimizing fluorescence-activated cell sorting and reducing experimental effort,2017.0,8.0
adebola v adeniran,CellSort: a support vector machine tool for optimizing fluorescence-activated cell sorting and reducing experimental effort,2017.0,8.0
keith e j tyo,CellSort: a support vector machine tool for optimizing fluorescence-activated cell sorting and reducing experimental effort,2017.0,8.0
ethan bahl,cerebroViz: an R package for anatomical visualization of spatiotemporal brain data,2017.0,15.0
tanner koomar,cerebroViz: an R package for anatomical visualization of spatiotemporal brain data,2017.0,15.0
jacob j michaelson,cerebroViz: an R package for anatomical visualization of spatiotemporal brain data,2017.0,15.0
côme pasqualin,SarConfoCal: simultaneous sarcomere length and cytoplasmic calcium measurements for laser scanning confocal microscopy images,2017.0,4.0
françois gannier,SarConfoCal: simultaneous sarcomere length and cytoplasmic calcium measurements for laser scanning confocal microscopy images,2017.0,4.0
angèle yu,SarConfoCal: simultaneous sarcomere length and cytoplasmic calcium measurements for laser scanning confocal microscopy images,2017.0,4.0
claire o malécot,SarConfoCal: simultaneous sarcomere length and cytoplasmic calcium measurements for laser scanning confocal microscopy images,2017.0,4.0
pierre bredeloux,SarConfoCal: simultaneous sarcomere length and cytoplasmic calcium measurements for laser scanning confocal microscopy images,2017.0,4.0
b muchmore,"CymeR: cytometry analysis using KNIME, docker and R",2017.0,2.0
m e alarcónriquelme,"CymeR: cytometry analysis using KNIME, docker and R",2017.0,2.0
arya a das,Agent-based re-engineering of ErbB signaling: a modeling pipeline for integrative systems biology,2017.0,4.0
t ajayakumar darsana,Agent-based re-engineering of ErbB signaling: a modeling pipeline for integrative systems biology,2017.0,4.0
elizabeth jacob,Agent-based re-engineering of ErbB signaling: a modeling pipeline for integrative systems biology,2017.0,4.0
julia koehler leman,Expanding the toolkit for membrane protein modeling in Rosetta,2017.0,18.0
benjamin k mueller,Expanding the toolkit for membrane protein modeling in Rosetta,2017.0,18.0
jeffrey j gray,Expanding the toolkit for membrane protein modeling in Rosetta,2017.0,18.0
cristóbal fresno,A novel non-parametric method for uncertainty evaluation of correlation-based molecular signatures: its application on PAM50 algorithm,2017.0,15.0
germán alexis gonzález,A novel non-parametric method for uncertainty evaluation of correlation-based molecular signatures: its application on PAM50 algorithm,2017.0,15.0
gabriela alejandra merino,A novel non-parametric method for uncertainty evaluation of correlation-based molecular signatures: its application on PAM50 algorithm,2017.0,15.0
ana georgina flesia,A novel non-parametric method for uncertainty evaluation of correlation-based molecular signatures: its application on PAM50 algorithm,2017.0,15.0
osvaldo luis podhajcer,A novel non-parametric method for uncertainty evaluation of correlation-based molecular signatures: its application on PAM50 algorithm,2017.0,15.0
shibiao wan,FUEL-mLoc: feature-unified prediction and explanation of multi-localization of cellular proteins in multiple organisms,2017.0,20.0
manwai mak,FUEL-mLoc: feature-unified prediction and explanation of multi-localization of cellular proteins in multiple organisms,2017.0,20.0
sunyuan kung,FUEL-mLoc: feature-unified prediction and explanation of multi-localization of cellular proteins in multiple organisms,2017.0,20.0
xing chen,A novel approach based on KATZ measure to predict associations of human microbiota with non-infectious diseases,2017.0,113.0
yuan huang,A novel approach based on KATZ measure to predict associations of human microbiota with non-infectious diseases,2017.0,113.0
zhuhong you,A novel approach based on KATZ measure to predict associations of human microbiota with non-infectious diseases,2017.0,113.0
guiying yan,A novel approach based on KATZ measure to predict associations of human microbiota with non-infectious diseases,2017.0,113.0
xuesong wang,A novel approach based on KATZ measure to predict associations of human microbiota with non-infectious diseases,2017.0,113.0
andrian yang,Falco: a quick and flexible single-cell RNA-seq processing framework on the cloud,2017.0,16.0
michael troup,Falco: a quick and flexible single-cell RNA-seq processing framework on the cloud,2017.0,16.0
peijie lin,Falco: a quick and flexible single-cell RNA-seq processing framework on the cloud,2017.0,16.0
