title,year,citations
SENSE: Siamese neural network for sequence embedding and alignment-free comparison,2019.0,13.0
TissueEnrich: Tissue-specific gene enrichment analysis,2019.0,46.0
Directional allelic imbalance profiling and visualization from multi-sample data with RECUR,2019.0,3.0
iTerm-PseKNC: a sequence-based tool for predicting bacterial transcriptional terminators,2019.0,133.0
Disease gene identification based on generic and disease-specific genome networks,2019.0,5.0
Thalia: semantic search engine for biomedical abstracts,2019.0,16.0
farPPI: a webserver for accurate prediction of protein-ligand binding structures for small-molecule PPI inhibitors by MM/PB(GB)SA methods,2019.0,8.0
Quality assessment for the putative intrinsic disorder in proteins,2019.0,14.0
A natural upper bound to the accuracy of predicting protein stability changes upon mutations,2019.0,12.0
Integrative cancer patient stratification via subspace merging,2019.0,3.0
BMDExpress 2: enhanced transcriptomic dose-response analysis workflow,2019.0,47.0
Landscape of multi-tissue global gene expression reveals the regulatory signatures of feed efficiency in beef cattle,2019.0,9.0
GeneLab: Omics database for spaceflight experiments,2019.0,22.0
PopLDdecay: a fast and effective tool for linkage disequilibrium decay analysis based on variant call format files,2019.0,131.0
CSBFinder: discovery of colinear syntenic blocks across thousands of prokaryotic genomes,2019.0,2.0
"Expanded functionality, increased accuracy, and enhanced speed in the de novo genotyping-by-sequencing pipeline GBS-SNP-CROP",2019.0,6.0
Enhanced prediction of RNA solvent accessibility with long short-term memory neural networks and improved sequence profiles,2019.0,4.0
ParGenes: a tool for massively parallel model selection and phylogenetic tree inference on thousands of genes,2019.0,20.0
SCALOP: sequence-based antibody canonical loop structure annotation,2019.0,12.0
ABC random forests for Bayesian parameter inference,2019.0,84.0
MetaSMC: a coalescent-based shotgun sequence simulator for evolving microbial populations,2019.0,
Cross-type biomedical named entity recognition with deep multi-task learning,2019.0,104.0
"Colocalization analyses of genomic elements: approaches, recommendations and challenges",2019.0,18.0
Joint analysis of individual-level and summary-level GWAS data by leveraging pleiotropy,2019.0,4.0
A global transcriptomic pipeline decoding core network of genes involved in stages leading to acquisition of drug-resistance to cisplatin in osteosarcoma cells,2019.0,6.0
A novel approach for drug response prediction in cancer cell lines via network representation learning,2019.0,21.0
MetaOmics: analysis pipeline and browser-based software suite for transcriptomic meta-analysis,2019.0,12.0
CANDI: an R package and Shiny app for annotating radiographs and evaluating computer-aided diagnosis,2019.0,2.0
PrecursorFinder: a customized biosynthetic precursor explorer,2019.0,13.0
TIVAN: tissue-specific cis-eQTL single nucleotide variant annotation and prediction,2019.0,1.0
RiboProP: a probabilistic ribosome positioning algorithm for ribosome profiling,2019.0,5.0
PlateDesigner: a web-based application for the design of microplate experiments,2019.0,6.0
Towards region-specific propagation of protein functions,2019.0,3.0
TEPIC 2—an extended framework for transcription factor binding prediction and integrative epigenomic analysis,2019.0,12.0
The EVcouplings Python framework for coevolutionary sequence analysis,2019.0,40.0
LION LBD: a literature-based discovery system for cancer biology,2019.0,20.0
Multimodal network diffusion predicts future disease–gene–chemical associations,2019.0,15.0
Pisces: an accurate and versatile variant caller for somatic and germline next-generation sequencing data,2019.0,17.0
Accurate detection of chimeric contigs via Bionano optical maps,2019.0,6.0
VIRULIGN: fast codon-correct alignment and annotation of viral genomes,2019.0,16.0
sRNAPrimerDB: comprehensive primer design and search web service for small non-coding RNAs,2019.0,7.0
QuagmiR: a cloud-based application for isomiR big data analytics,2019.0,13.0
DIGREM: an integrated web-based platform for detecting effective multi-drug combinations,2019.0,
CoMM: a collaborative mixed model to dissecting genetic contributions to complex traits by leveraging regulatory information,2019.0,14.0
cath-resolve-hits: a new tool that resolves domain matches suspiciously quickly,2019.0,7.0
A new method bridging graph theory and residue co-evolutionary networks for specificity determinant positions detection,2019.0,2.0
DeepHINT: understanding HIV-1 integration via deep learning with attention,2019.0,16.0
Multi-insight visualization of multi-omics data via ensemble dimension reduction and tensor factorization,2019.0,2.0
Inferring disease-associated long non-coding RNAs using genome-wide tissue expression profiles,2019.0,13.0
MetWork: a web server for natural products anticipation,2019.0,16.0
Strain-GeMS: optimized subspecies identification from microbiome data based on accurate variant modeling,2019.0,2.0
CIRCOAST: a statistical hypothesis test for cellular colocalization with network structures,2019.0,3.0
A systematic method for surveying data visualizations and a resulting genomic epidemiology visualization typology: GEViT,2019.0,5.0
Presenting and sharing clinical data using the eTRIKS Standards Master Tree for tranSMART,2019.0,
SemGen: a tool for semantics-based annotation and composition of biosimulation models,2019.0,12.0
De novo pattern discovery enables robust assessment of functional consequences of non-coding variants,2019.0,2.0
MSPminer: abundance-based reconstitution of microbial pan-genomes from shotgun metagenomic data,2019.0,23.0
SanXoT: a modular and versatile package for the quantitative analysis of high-throughput proteomics experiments,2019.0,16.0
Misunderstood parameter of NCBI BLAST impacts the correctness of bioinformatics workflows,2019.0,41.0
Learning and Imputation for Mass-spec Bias Reduction (LIMBR),2019.0,11.0
A framework and an algorithm to detect low-abundance DNA by a handy sequencer and a palm-sized computer,2019.0,4.0
PRESM: personalized reference editor for somatic mutation discovery in cancer genomics,2019.0,3.0
On the viability of unsupervised T-cell receptor sequence clustering for epitope preference,2019.0,25.0
AbPredict 2: a server for accurate and unstrained structure prediction of antibody variable domains,2019.0,10.0
Large-scale prediction of binding affinity in protein–small ligand complexes: the PRODIGY-LIG web server,2019.0,25.0
High precision protein functional site detection using 3D convolutional neural networks,2019.0,15.0
RNApuzzler: efficient outerplanar drawing of RNA-secondary structures,2019.0,2.0
Gimpute: an efficient genetic data imputation pipeline,2019.0,5.0
A clustering linear combination approach to jointly analyze multiple phenotypes for GWAS,2019.0,4.0
The Encyclopedia of Proteome Dynamics: the KinoViewer,2019.0,8.0
Exploring sequence-based features for the improved prediction of DNA N4-methylcytosine sites in multiple species,2019.0,61.0
CINNA: an R/CRAN package to decipher Central Informative Nodes in Network Analysis,2019.0,6.0
Powerful and efficient SNP-set association tests across multiple phenotypes using GWAS summary data,2019.0,5.0
Parkour LIMS: high-quality sample preparation in next generation sequencing,2019.0,4.0
STatistical Inference Relief (STIR) feature selection,2019.0,17.0
Combining count- and length-based z-scores leads to improved predictions in non-invasive prenatal testing,2019.0,7.0
"BhGLM: Bayesian hierarchical GLMs and survival models, with applications to genomics and epidemiology",2019.0,11.0
TCellXTalk facilitates the detection of co-modified peptides for the study of protein post-translational modification cross-talk in T cells,2019.0,2.0
bcGST—an interactive bias-correction method to identify over-represented gene-sets in boutique arrays,2019.0,2.0
A Bayesian framework for high-throughput T cell receptor pairing,2019.0,3.0
GenomeFlow: a comprehensive graphical tool for modeling and analyzing 3D genome structure,2019.0,9.0
"The GCTx format and cmap{Py, R, M, J} packages: resources for optimized storage and integrated traversal of annotated dense matrices",2019.0,23.0
KeggExp: a web server for visual integration of KEGG pathways and expression profile data,2019.0,2.0
Development of a protein–ligand extended connectivity (PLEC) fingerprint and its application for binding affinity predictions,2019.0,20.0
Dante: genotyping of known complex and expanded short tandem repeats,2019.0,5.0
Filtering and inference for stochastic oscillators with distributed delays,2019.0,6.0
TOBMI: trans-omics block missing data imputation using a k-nearest neighbor weighted approach,2019.0,7.0
CATANA: a tool for generating comprehensive annotations of alternative transcript events,2019.0,
"Phylolink: phylogenetically-based profiling, visualisations and metrics for biodiversity",2019.0,1.0
SequencEnG: an interactive knowledge base of sequencing techniques,2019.0,1.0
SAFE-clustering: Single-cell Aggregated (from Ensemble) clustering for single-cell RNA-seq data,2019.0,31.0
smCounter2: an accurate low-frequency variant caller for targeted sequencing data with unique molecular identifiers,2019.0,26.0
Prediction of protein group function by iterative classification on functional relevance network,2019.0,1.0
Inference and visualization of DNA damage patterns using a grade of membership model,2019.0,4.0
Mixed graphical models for integrative causal analysis with application to chronic lung disease diagnosis and prognosis,2019.0,22.0
VarSelLCM: an R/C++ package for variable selection in model-based clustering of mixed-data with missing values,2019.0,7.0
Ambiguous splice sites distinguish circRNA and linear splicing in the human genome,2019.0,5.0
De novo construction of polyploid linkage maps using discrete graphical models,2019.0,6.0
AGILE: an assembled genome mining pipeline,2019.0,17.0
metaGraphite–a new layer of pathway annotation to get metabolite networks,2019.0,14.0
Glutton: a tool for generating structural ensembles of partly disordered proteins from chemical shifts,2019.0,
SCOP: a novel scaffolding algorithm based on contig classification and optimization,2019.0,7.0
Differential methylation values in differential methylation analysis,2019.0,9.0
DeepGSR: an optimized deep-learning structure for the recognition of genomic signals and regions,2019.0,19.0
Co-registration and analysis of multiple imaging mass spectrometry datasets targeting different analytes,2019.0,13.0
When a single lineage is not enough: Uncertainty-Aware Tracking for spatio-temporal live-cell image analysis,2019.0,3.0
"Phylogenetic approaches to identifying fragments of the same gene, with application to the wheat genome",2019.0,
Precision Lasso: accounting for correlations and linear dependencies in high-dimensional genomic data,2019.0,31.0
Deconvoluting essential gene signatures for cancer growth from genomic expression in compound-treated cells,2019.0,2.0
Robust prediction of clinical outcomes using cytometry data,2019.0,8.0
A generic deep convolutional neural network framework for prediction of receptor–ligand interactions—NetPhosPan: application to kinase phosphorylation prediction,2019.0,6.0
HitPickV2: a web server to predict targets of chemical compounds,2019.0,10.0
Synergizing CRISPR/Cas9 off-target predictions for ensemble insights and practical applications,2019.0,12.0
HLA-IMPUTER: an easy to use web application for HLA imputation and association analysis using population-specific reference panels,2019.0,1.0
"NanoShaper–VMD interface: computing and visualizing surfaces, pockets and channels in molecular systems",2019.0,6.0
RNAdetect: efficient computational detection of novel non-coding RNAs,2019.0,2.0
Methods for automatic reference trees and multilevel phylogenetic placement,2019.0,22.0
Drug Gene Budger (DGB): an application for ranking drugs to modulate a specific gene based on transcriptomic signatures,2019.0,9.0
PhysiBoSS: a multi-scale agent-based modelling framework integrating physical dimension and cell signalling,2019.0,29.0
novoCaller: a Bayesian network approach for de novo variant calling from pedigree and population sequence data,2019.0,1.0
Understanding and predicting disease relationships through similarity fusion,2019.0,2.0
Protease target prediction via matrix factorization,2019.0,5.0
cpPredictor: a web server for template-based prediction of RNA secondary structure,2019.0,
A generalized framework for controlling FDR in gene regulatory network inference,2019.0,7.0
PlayMolecule BindScope: large scale CNN-based virtual screening on the web,2019.0,18.0
Resolution-exchanged structural modeling and simulations jointly unravel that subunit rolling underlies the mechanism of programmed ribosomal frameshifting,2019.0,2.0
Improving the prediction of protein–nucleic acids binding residues via multiple sequence profiles and the consensus of complementary methods,2019.0,10.0
Comparative analysis of methods for evaluation of protein models against native structures,2019.0,14.0
Improving protein function prediction using protein sequence and GO-term similarities,2019.0,14.0
FastSpar: rapid and scalable correlation estimation for compositional data,2019.0,27.0
miES: predicting the essentiality of miRNAs with machine learning and sequence features,2019.0,10.0
Penalized co-inertia analysis with applications to -omics data,2019.0,10.0
admetSAR 2.0: web-service for prediction and optimization of chemical ADMET properties,2019.0,145.0
Inferring gene expression networks with hubs using a degree weighted Lasso approach,2019.0,4.0
AncestryView: data-driven visualization of whole-genome local-ancestry,2019.0,1.0
PolyQTL: Bayesian multiple eQTL detection with control for population structure and sample relatedness,2019.0,4.0
Dot2dot: accurate whole-genome tandem repeats discovery,2019.0,7.0
ISDB: a database toolkit for storing and analyzing viral integration site data,2019.0,2.0
A cluster robustness score for identifying cell subpopulations in single cell gene expression datasets from heterogeneous tissues and tumors,2019.0,6.0
NCycDB: a curated integrative database for fast and accurate metagenomic profiling of nitrogen cycling genes,2019.0,13.0
Characterizing protein–DNA binding event subtypes in ChIP-exo data,2019.0,14.0
Parallel clustering of single cell transcriptomic data with split-merge sampling on Dirichlet process mixtures,2019.0,5.0
MOLGENIS research: advanced bioinformatics data software for non-bioinformaticians,2019.0,7.0
checkMyIndex: a web-based R/Shiny interface for choosing compatible sequencing indexes,2019.0,3.0
Traitpedia: a collaborative effort to gather species traits,2019.0,
RepeatCraft: a meta-pipeline for repetitive element de-fragmentation and annotation,2019.0,4.0
The Distance Precision Matrix: computing networks from non-linear relationships,2019.0,3.0
Phylo-PFP: improved automated protein function prediction using phylogenetic distance of distantly related sequences,2019.0,9.0
Large-scale comparative analysis of microbial pan-genomes using PanOCT,2019.0,10.0
SKmDB: an integrated database of next generation sequencing information in skeletal muscle,2019.0,3.0
DASHR 2.0: integrated database of human small non-coding RNA genes and mature products,2019.0,29.0
WIlsON: Web-based Interactive Omics VisualizatioN,2019.0,11.0
PANDA: A comprehensive and flexible tool for quantitative proteomics data analysis,2019.0,5.0
C3D: a tool to predict 3D genomic interactions between cis-regulatory elements,2019.0,7.0
Bigmelon: tools for analysing large DNA methylation datasets,2019.0,15.0
ST viewer: a tool for analysis and visualization of spatial transcriptomics datasets,2019.0,11.0
SpaRC: scalable sequence clustering using Apache Spark,2019.0,13.0
"QuantiNemo 2: a Swiss knife to simulate complex demographic and genetic scenarios, forward and backward in time",2019.0,9.0
Benchmarking optimization methods for parameter estimation in large kinetic models,2019.0,45.0
Adjutant: an R-based tool to support topic discovery for systematic and literature reviews,2019.0,12.0
PairedFB: a full hierarchical Bayesian model for paired RNA-seq data with heterogeneous treatment effects,2019.0,2.0
gemBS: high throughput processing for DNA methylation data from bisulfite sequencing,2019.0,14.0
ImaGEO: integrative gene expression meta-analysis from GEO database,2019.0,26.0
MCO: towards an ontology and unified vocabulary for a framework-based annotation of microbial growth conditions,2019.0,5.0
Increased sensitivity with automated validation of XL-MS cleavable peptide crosslinks,2019.0,9.0
StructureProfiler: an all-in-one tool for 3D protein structure profiling,2019.0,4.0
Genome Detective: an automated system for virus identification from high-throughput sequencing data,2019.0,53.0
PathwayConnector: finding complementary pathways to enhance functional analysis,2019.0,17.0
DCARS: differential correlation across ranked samples,2019.0,3.0
"Cell membrane proteins with high N-glycosylation, high expression and multiple interaction partners are preferred by mammalian viruses as receptors",2019.0,13.0
A quantitative map of protein sequence space for the cis-defensin superfamily,2019.0,12.0
CharGer: clinical Characterization of Germline variants,2019.0,1.0
PrimedRPA: primer design for recombinase polymerase amplification assays,2019.0,12.0
Clustering of temporal gene expression data with mixtures of mixed effects models with a penalized likelihood,2019.0,1.0
MIPUP: minimum perfect unmixed phylogenies for multi-sampled tumors via branchings and ILP,2019.0,8.0
Container-based bioinformatics with Pachyderm,2019.0,27.0
CABS-flex standalone: a simulation environment for fast modeling of protein flexibility,2019.0,29.0
GlycanAnalyzer: software for automated interpretation of N-glycan profiles after exoglycosidase digestions,2019.0,7.0
A powerful conditional gene-based association approach implicated functionally important genes for schizophrenia,2019.0,8.0
Linkage disequilibrium maps to guide contig ordering for genome assembly,2019.0,4.0
Global importance of RNA secondary structures in protein-coding sequences,2019.0,12.0
Genetic Simulation Resources and the GSR Certification Program,2019.0,2.0
Processing of big heterogeneous genomic datasets for tertiary analysis of Next Generation Sequencing data,2019.0,26.0
"LipidFinder on LIPID MAPS: peak filtering, MS searching and statistical analysis for lipidomics",2019.0,19.0
VisioProt-MS: interactive 2D maps from intact protein mass spectrometry,2019.0,2.0
