title,authors,date,target year
The discordant method: a novel approach for differential correlation,"Charlotte Siska, Russell Bowler, Katerina Kechris",19 December 2016,2016
HiLive: real-time mapping of illumina reads while sequencing,"Martin S Lindner, Benjamin Strauch, Jakob M Schulze, Simon H Tausch, Piotr W Dabrowski ...",19 December 2016,2016
An integer programming framework for inferring disease complexes from network data,"Arnon Mazza, Konrad Klockmeier, Erich Wanker, Roded Sharan",19 December 2016,2016
iRSpot-EL: identify recombination spots with an ensemble learning approach,"Bin Liu, Shanyi Wang, Ren Long, Kuo-Chen Chou",17 December 2016,2016
"SeqLib: a C ++ API for rapid BAM manipulation, sequence alignment and sequence assembly","Jeremiah Wala, Rameen Beroukhim",16 December 2016,2016
"The PPI3D web server for searching, analyzing and modeling protein–protein interactions in the context of 3D structures","Justas Dapkūnas, Albertas Timinskas, Kliment Olechnovič, Mindaugas Margelevičius, Rytis Dičiūnas ...",16 December 2016,2016
MRUniNovo: an efficient tool for de novo peptide sequencing utilizing the hadoop distributed computing framework,"Chuang Li, Tao Chen, Qiang He, Yunping Zhu, Kenli Li",16 December 2016,2016
CellSort: a support vector machine tool for optimizing fluorescence-activated cell sorting and reducing experimental effort,"Jessica S Yu, Dante A Pertusi, Adebola V Adeniran, Keith E J Tyo",16 December 2016,2016
cerebroViz: an R package for anatomical visualization of spatiotemporal brain data,"Ethan Bahl, Tanner Koomar, Jacob J Michaelson",15 December 2016,2016
SarConfoCal: simultaneous sarcomere length and cytoplasmic calcium measurements for laser scanning confocal microscopy images,"Côme Pasqualin, François Gannier, Angèle Yu, Claire O Malécot, Pierre Bredeloux ...",15 December 2016,2016
"CymeR: cytometry analysis using KNIME, docker and R","B Muchmore, M E Alarcón-Riquelme",15 December 2016,2016
Agent-based re-engineering of ErbB signaling: a modeling pipeline for integrative systems biology,"Arya A Das, T Ajayakumar Darsana, Elizabeth Jacob",15 December 2016,2016
Expanding the toolkit for membrane protein modeling in Rosetta,"Julia Koehler Leman, Benjamin K Mueller, Jeffrey J Gray",15 December 2016,2016
A novel non-parametric method for uncertainty evaluation of correlation-based molecular signatures: its application on PAM50 algorithm,"Cristóbal Fresno, Germán Alexis González, Gabriela Alejandra Merino, Ana Georgina Flesia, Osvaldo Luis Podhajcer ...",14 December 2016,2016
FUEL-mLoc: feature-unified prediction and explanation of multi-localization of cellular proteins in multiple organisms,"Shibiao Wan, Man-Wai Mak, Sun-Yuan Kung",14 December 2016,2016
A novel approach based on KATZ measure to predict associations of human microbiota with non-infectious diseases,"Xing Chen, Yu-An Huang, Zhu-Hong You, Gui-Ying Yan, Xue-Song Wang",14 December 2016,2016
Falco: a quick and flexible single-cell RNA-seq processing framework on the cloud,"Andrian Yang, Michael Troup, Peijie Lin, Joshua W K Ho",13 December 2016,2016
ESA-UbiSite: accurate prediction of human ubiquitination sites by identifying a set of effective negatives,"Jyun-Rong Wang, Wen-Lin Huang, Ming-Ju Tsai, Kai-Ti Hsu, Hui-Ling Huang ...",13 December 2016,2016
tranSMART-XNAT Connector tranSMART-XNAT connector—image selection based on clinical phenotypes and genetic profiles,"Sijin He, May Yong, Paul M Matthews, Yike Guo",13 December 2016,2016
Calypso: a user-friendly web-server for mining and visualizing microbiome–environment interactions,"Martha Zakrzewski, Carla Proietti, Jonathan J Ellis, Shihab Hasan, Marie-Jo Brion ...",13 December 2016,2016
Robust parameter estimation for dynamical systems from outlier-corrupted data,"Corinna Maier, Carolin Loos, Jan Hasenauer",13 December 2016,2016
SINE_scan: an efficient tool to discover short interspersed nuclear elements (SINEs) in large-scale genomic datasets,"Hongliang Mao, Hao Wang",13 December 2016,2016
Statistical significance based on length and position of the local score in a model of i.i.d. sequences,"Agnès Lagnoux, Sabine Mercier, Pierre Vallois",09 December 2016,2016
LEAP: constructing gene co-expression networks for single-cell RNA-sequencing data using pseudotime ordering,"Alicia T Specht, Jun Li",09 December 2016,2016
fCCAC: functional canonical correlation analysis to evaluate covariance between nucleic acid sequencing datasets,Pedro Madrigal,08 December 2016,2016
Accelerating Bayesian inference for evolutionary biology models,"Xavier Meyer, Bastien Chopard, Nicolas Salamin",07 December 2016,2016
Network-based analysis of omics data: the LEAN method,"Frederik Gwinner, Gwénola Boulday, Claire Vandiedonck, Minh Arnould, Cécile Cardoso ...",06 December 2016,2016
"Smoldyn: particle-based simulation with rule-based modeling, improved molecular interaction and a library interface",Steven S Andrews,06 December 2016,2016
PhagesDB: the actinobacteriophage database,"Daniel A Russell, Graham F Hatfull",06 December 2016,2016
Message from the ISCB: The 5th ISCB Wikipedia competition: coming to a classroom near you?,Alastair Kilpatrick,05 December 2016,2016
LRFragLib: an effective algorithm to identify fragments for de novo protein structure prediction,"Tong Wang, Yuedong Yang, Yaoqi Zhou, Haipeng Gong",05 December 2016,2016
MetaboSignal: a network-based approach for topological analysis of metabotype regulation via metabolic and signaling pathways,"Andrea Rodriguez-Martinez, Rafael Ayala, Joram M Posma, Ana L Neves, Dominique Gauguier ...",05 December 2016,2016
Improving protein disorder prediction by deep bidirectional long short-term memory recurrent neural networks,"Jack Hanson, Yuedong Yang, Kuldip Paliwal, Yaoqi Zhou",05 December 2016,2016
ALTRE: workflow for defining ALTered Regulatory Elements using chromatin accessibility data,"Elizabeth Baskin, Rick Farouni, Ewy A Mathé",05 December 2016,2016
Controlling the joint local false discovery rate is more powerful than meta-analysis methods in joint analysis of summary statistics from multiple genome-wide association studies,"Wei Jiang, Weichuan Yu",05 December 2016,2016
A pipeline for local assembly of minisatellite alleles from single-molecule sequencing data,"Denye Ogeh, Richard Badge",05 December 2016,2016
"PyBoolNet: a python package for the generation, analysis and visualization of boolean networks","Hannes Klarner, Adam Streck, Heike Siebert",05 December 2016,2016
"Fast motif matching revisited: high-order PWMs, SNPs and indels","Janne H Korhonen, Kimmo Palin, Jussi Taipale, Esko Ukkonen",05 December 2016,2016
ImpulseDE: detection of differentially expressed genes in time series data using impulse models,"Jil Sander, Joachim L Schultze, Nir Yosef",02 December 2016,2016
"SPADEVizR: an R package for visualization, analysis and integration of SPADE results","Guillaume Gautreau, David Pejoski, Roger Le Grand, Antonio Cosma, Anne-Sophie Beignon ...",01 December 2016,2016
KODAMA: an R package for knowledge discovery and data mining,"Stefano Cacciatore, Leonardo Tenori, Claudio Luchinat, Phillip R Bennett, David A MacIntyre",30 November 2016,2016
GENIUS: web server to predict local gene networks and key genes for biological functions,"Tomas Puelma, Viviana Araus, Javier Canales, Elena A Vidal, Juan M Cabello ...",30 November 2016,2016
"Preprocessing, normalization and integration of the Illumina HumanMethylationEPIC array with minfi","Jean-Philippe Fortin, Timothy J. Triche, Jr, Kasper D Hansen",29 November 2016,2016
geneAttribution: trait agnostic identification of candidate genes associated with noncoding variation,"Arthur Wuster, Diana Chang, Timothy W Behrens, Tushar R Bhangale",29 November 2016,2016
InMoDe: tools for learning and visualizing intra-motif dependencies of DNA binding sites,"Ralf Eggeling, Ivo Grosse, Jan Grau",29 November 2016,2016
QAcon: single model quality assessment using protein structural and contact information with machine learning techniques,"Renzhi Cao, Badri Adhikari, Debswapna Bhattacharya, Miao Sun, Jie Hou ...",29 November 2016,2016
seXY: a tool for sex inference from genotype arrays,"David C Qian, Jonathan A Busam, Xiangjun Xiao, Tracy A O’Mara, Rosalind A Eeles ...",29 November 2016,2016
KAT: a K-mer analysis toolkit to quality control NGS datasets and genome assemblies,"Daniel Mapleson, Gonzalo Garcia Accinelli, George Kettleborough, Jonathan Wright, Bernardo J Clavijo",28 November 2016,2016
Big Data Smart Socket (BDSS): a system that abstracts data transfer habits from end users,"Nicholas A Watts, Frank A Feltus",28 November 2016,2016
EGAD: ultra-fast functional analysis of gene networks,"Sara Ballouz, Melanie Weber, Paul Pavlidis, Jesse Gillis",28 November 2016,2016
Web-igloo: a web based platform for multivariate data visualization,"Bhusan K Kuntal, Sharmila S Mande",25 November 2016,2016
HYSYS: have you swapped your samples?,"Jan Schröder, Vincent Corbin, Anthony T Papenfuss",25 November 2016,2016
BoostGAPFILL: improving the fidelity of metabolic network reconstructions through integrated constraint and pattern-based methods,"Tolutola Oyetunde, Muhan Zhang, Yixin Chen, Yinjie Tang, Cynthia Lo",24 November 2016,2016
Recycler: an algorithm for detecting plasmids from de novo assembly graphs,"Roye Rozov, Aya Brown Kav, David Bogumil, Naama Shterzer, Eran Halperin ...",24 November 2016,2016
INTEGRATE-neo: a pipeline for personalized gene fusion neoantigen discovery,"Jin Zhang, Elaine R Mardis, Christopher A Maher",24 November 2016,2016
caspo: a toolbox for automated reasoning on the response of logical signaling networks families,"Santiago Videla, Julio Saez-Rodriguez, Carito Guziolowski, Anne Siegel",23 November 2016,2016
Transfer learning across ontologies for phenome–genome association prediction,"Raphael Petegrosso, Sunho Park, Tae Hyun Hwang, Rui Kuang",23 November 2016,2016
ImageJ-MATLAB: a bidirectional framework for scientific image analysis interoperability,"Mark C Hiner, Curtis T Rueden, Kevin W Eliceiri",23 November 2016,2016
Exploring the predictive power of polygenic scores derived from genome-wide association studies: a study of 10 complex traits,"Hon-Cheong So, Pak C Sham",23 November 2016,2016
node.dating: dating ancestors in phylogenetic trees in R,"Bradley R Jones, Art F Y Poon",23 November 2016,2016
Training alignment parameters for arbitrary sequencers with LAST-TRAIN,"Michiaki Hamada, Yukiteru Ono, Kiyoshi Asai, Martin C Frith",23 November 2016,2016
FractBias: a graphical tool for assessing fractionation bias following polyploidy,"Blake L Joyce, Asher Haug-Baltzell, Sean Davey, Matthew Bomhoff, James C Schnable ...",22 November 2016,2016
tcpl: the ToxCast pipeline for high-throughput screening data,"Dayne L Filer, Parth Kothiya, R Woodrow Setzer, Richard S Judson, Matthew T Martin",22 November 2016,2016
The Ark: a customizable web-based data management tool for health and medical research,"Adrian Bickerstaffe, Thilina Ranaweera, Travis Endersby, Christopher Ellis, Sanjaya Maddumarachchi ...",22 November 2016,2016
JADOPPT: java based AutoDock preparing and processing tool,"Carlos García-Pérez, Rafael Peláez, Roberto Therón, José Luis López-Pérez",22 November 2016,2016
Cancer driver gene discovery through an integrative genomics approach in a non-parametric Bayesian framework,"Hai Yang, Qiang Wei, Xue Zhong, Hushan Yang, Bingshan Li",22 November 2016,2016
Visualizing the geography of genetic variants,"Joseph H Marcus, John Novembre",21 November 2016,2016
MIToS.jl: mutual information tools for protein sequence analysis in the Julia language,"Diego J Zea, Diego Anfossi, Morten Nielsen, Cristina Marino-Buslje",21 November 2016,2016
Optimizing ChIP-seq peak detectors using visual labels and supervised machine learning,"Toby Dylan Hocking, Patricia Goerner-Potvin, Andreanne Morin, Xiaojian Shao, Tomi Pastinen ...",21 November 2016,2016
Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals,"X. Hu, Q. Dong, J. Yang, Y. Zhang",21 November 2016,2016
ReconMap: an interactive visualization of human metabolism,"Alberto Noronha, Anna Dröfn Daníelsdóttir, Piotr Gawron, Freyr Jóhannsson, Soffía Jónsdóttir ...",21 November 2016,2016
yMap: an automated method to map yeast variants to protein modifications and functional regions,"Ahmed Arslan, Vera van Noort",21 November 2016,2016
Imputing gene expression to maximize platform compatibility,"Weizhuang Zhou, Lichy Han, Russ B Altman",21 November 2016,2016
gargammel: a sequence simulator for ancient DNA,"Gabriel Renaud, Kristian Hanghøj, Eske Willerslev, Ludovic Orlando",21 November 2016,2016
iSmaRT: a toolkit for a comprehensive analysis of small RNA-Seq data,"Riccardo Panero, Antonio Rinaldi, Domenico Memoli, Giovanni Nassa, Maria Ravo ...",18 November 2016,2016
CLIP Tool Kit (CTK): a flexible and robust pipeline to analyze CLIP sequencing data,"Ankeeta Shah, Yingzhi Qian, Sebastien M Weyn-Vanhentenryck, Chaolin Zhang",16 November 2016,2016
ViSiBooL—visualization and simulation of Boolean networks with temporal constraints,"Julian Schwab, Andre Burkovski, Lea Siegle, Christoph Müssel, Hans A Kestler",15 November 2016,2016
gsrc: an R package for genome structure rearrangement calling,"Fabian Grandke, Rod Snowdon, Birgit Samans",15 November 2016,2016
miRNAmeConverter: an R/bioconductor package for translating mature miRNA names to different miRBase versions,"Stefan J Haunsberger, Niamh M C Connolly, Jochen H M Prehn",15 November 2016,2016
RedNemo: topology-based PPI network reconstruction via repeated diffusion with neighborhood modifications,"Ferhat Alkan, Cesim Erten",14 November 2016,2016
Efficient detection of differentially methylated regions using DiMmeR,"Diogo Almeida, Ida Skov, Artur Silva, Fabio Vandin, Qihua Tan ...",14 November 2016,2016
stAIcalc: tRNA adaptation index calculator based on species-specific weights,"Renana Sabi, Renana Volvovitch Daniel, Tamir Tuller",12 November 2016,2016
Isomorphic semantic mapping of variant call format (VCF2RDF),"Emanuel Diego S Penha, Egiebade Iriabho, Alex Dussaq, Diana Magalhães de Oliveira, Jonas S Almeida",12 November 2016,2016
Rabifier2: an improved bioinformatic classifier of Rab GTPases,"Jaroslaw Surkont, Yoan Diekmann, José B Pereira-Leal",12 November 2016,2016
Uncertainty estimation of predictions of peptides’ chromatographic retention times in shotgun proteomics,"Heydar Maboudi Afkham, Xuanbin Qiu, Matthew The, Lukas Käll",28 October 2016,2016
Improving cross-study prediction through addon batch effect adjustment or addon normalization,"Roman Hornung, David Causeur, Christoph Bernau, Anne-Laure Boulesteix",22 October 2016,2016
SChloro: directing Viridiplantae proteins to six chloroplastic sub-compartments,"Castrense Savojardo, Pier Luigi Martelli, Piero Fariselli, Rita Casadio",22 October 2016,2016
CloudPhylo: a fast and scalable tool for phylogeny reconstruction,"Xingjian Xu, Zhaohua Ji, Zhang Zhang",14 October 2016,2016
CIIPro: a new read-across portal to fill data gaps using public large-scale chemical and biological data,"Daniel P Russo, Marlene T Kim, Wenyi Wang, Daniel Pinolini, Sunil Shende ...",14 October 2016,2016
simPATHy: a new method for simulating data from perturbed biological PATHways,"Elisa Salviato, Vera Djordjilović, Monica Chiogna, Chiara Romualdi",14 October 2016,2016
LDAP: a web server for lncRNA-disease association prediction,"Wei Lan, Min Li, Kaijie Zhao, Jin Liu, Fang-Xiang Wu ...",14 October 2016,2016
"Assocplots: a Python package for static and interactive visualization of
          multiple-group GWAS results","Ekaterina A Khramtsova, Barbara E Stranger",14 October 2016,2016
iATC-mISF: a multi-label classifier for predicting the classes of anatomical therapeutic chemicals,"Xiang Cheng, Shu-Guang Zhao, Xuan Xiao, Kuo-Chen Chou",14 October 2016,2016
PyMod 2.0: improvements in protein sequence-structure analysis and homology modeling within PyMOL,"Giacomo Janson, Chengxin Zhang, Maria Giulia Prado, Alessandro Paiardini",13 October 2016,2016
ARResT/Interrogate: an interactive immunoprofiler for IG/TR NGS data,"Vojtech Bystry, Tomas Reigl, Adam Krejci, Martin Demko, Barbora Hanakova ...",13 October 2016,2016
Pathway Inspector: a pathway based web application for RNAseq analysis of model and non-model organisms,"Luca Bianco, Samantha Riccadonna, Enrico Lavezzo, Marco Falda, Elide Formentin ...",06 October 2016,2016
Molecular mechanisms underlying COPD-muscle dysfunction unveiled through a systems medicine approach,"Igor Marín de Mas, Eric Fanchon, Balázs Papp, Susana Kalko, Josep Roca ...",06 October 2016,2016
A Cytoscape app for motif enumeration with ISMAGS,"Thomas Van Parys, Ine Melckenbeeck, Maarten Houbraken, Pieter Audenaert, Didier Colle ...",06 October 2016,2016
Simulation-based estimation of branching models for LTR retrotransposons,"Serge Moulin, Nicolas Seux, Stéphane Chrétien, Christophe Guyeux, Emmanuelle Lerat",06 October 2016,2016
The START App: a web-based RNAseq analysis and visualization resource,"Jonathan W Nelson, Jiri Sklenar, Anthony P Barnes, Jessica Minnier",06 October 2016,2016
QUBIC: a bioconductor package for qualitative biclustering analysis of gene co-expression data,"Yu Zhang, Juan Xie, Jinyu Yang, Anne Fennell, Chi Zhang ...",06 October 2016,2016
P3BSseq: parallel processing pipeline software for automatic analysis of bisulfite sequencing data,"Phuc-Loi Luu, Daniela Gerovska, Mikel Arrospide-Elgarresta, Sugoi Retegi-Carrión, Hans R Schöler ...",06 October 2016,2016
BASIC: BCR assembly from single cells,"Stefan Canzar, Karlynn E Neu, Qingming Tang, Patrick C Wilson, Aly A Khan",02 October 2016,2016
State aggregation for fast likelihood computations in molecular evolution,"Iakov I Davydov, Marc Robinson-Rechavi, Nicolas Salamin",02 October 2016,2016
Granular clustering of de novo protein models,"Dmytro Guzenko, Sergei V Strelkov",30 September 2016,2016
Pro54DB: a database for experimentally verified sigma-54 promoters,"Zhi-Yong Liang, Hong-Yan Lai, Huan Yang, Chang-Jian Zhang, Hui Yang ...",30 September 2016,2016
Sequence–structure relations of biopolymers,"Christopher Barrett, Fenix W Huang, Christian M Reidys",30 September 2016,2016
Comprehensive evaluation of de novo transcriptome assembly programs and their effects on differential gene expression analysis,"Sufang Wang, Michael Gribskov",30 September 2016,2016
Combining multiple tools outperforms individual methods in gene set enrichment analyses,"Monther Alhamdoosh, Milica Ng, Nicholas J Wilson, Julie M Sheridan, Huy Huynh ...",30 September 2016,2016
OMBlast: alignment tool for optical mapping using a seed-and-extend approach,"Alden King-Yung Leung, Tsz-Piu Kwok, Raymond Wan, Ming Xiao, Pui-Yan Kwok ...",30 September 2016,2016
bTSSfinder: a novel tool for the prediction of promoters in cyanobacteria and Escherichia coli,"Ilham Ayub Shahmuradov, Rozaimi Mohamad Razali, Salim Bougouffa, Aleksandar Radovanovic, Vladimir B Bajic",30 September 2016,2016
SEQualyzer: interactive tool for quality control and exploratory analysis of high-throughput RNA structural profiling data,"Krishna Choudhary, Luyao Ruan, Fei Deng, Nathan Shih, Sharon Aviran",30 September 2016,2016
Comparing co-evolution methods and their application to template-free protein structure prediction,"Saulo Henrique Pires de Oliveira, Jiye Shi, Charlotte M Deane",27 September 2016,2016
DEF: an automated dead-end filling approach based on quasi-endosymbiosis,"Lili Liu, Zijun Zhang, Taotao Sheng, Ming Chen",26 September 2016,2016
cMapper: gene-centric connectivity mapper for EBI-RDF platform,"Muhammad Shoaib, Adnan Ahmad Ansari, Sung-Min Ahn",25 September 2016,2016
LAMSA: fast split read alignment with long approximate matches,"Bo Liu, Yan Gao, Yadong Wang",25 September 2016,2016
Detecting subnetwork-level dynamic correlations,"Yan Yan, Shangzhao Qiu, Zhuxuan Jin, Sihong Gong, Yun Bai ...",25 September 2016,2016
LongISLND: in silico sequencing of lengthy and noisy datatypes,"Bayo Lau, Marghoob Mohiyuddin, John C. Mu, Li Tai Fang, Narges Bani Asadi ...",25 September 2016,2016
Site of metabolism prediction for oxidation reactions mediated by oxidoreductases based on chemical bond,"Shuaibing He, Manman Li, Xiaotong Ye, Hongyu Wang, Wenkang Yu ...",25 September 2016,2016
