title,authors,year,citations
Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,"Ziyao Zhou, Furui Liu, Xinyue Zhang, Xiaoxiao Zhou, Zhijun Zhong, Huaiyi Su, Jin Li, Haozhou Li, Fan Feng, Jingchao Lan, Zhihe Zhang, Hualin Fu, Yanchun Hu, Suizhong Cao, Weigang Chen, Jiabo Deng, Jianqiu Yu, Wenping Zhang, Guangneng Peng",2018,2
"Practice variation and practice guidelines: Attitudes of generalist and specialist physicians, nurse practitioners, and physician assistants","David A. Cook, Laurie J. Pencille, Denise M. Dupras, Jane A. Linderbaum, V. Shane Pankratz, John M. Wilkinson",2018,14
The structural balance analysis of complex dynamical networks based on nodes' dynamical couplings,"Zilin Gao, Yinhe Wang",2018,13
Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,"Soria Eladak, Delphine Moison, Marie-Justine Guerquin, Gabriele Matilionyte, Karen Kilcoyne, Thierry N’Tumba-Byn, Sébastien Messiaen, Yoann Deceuninck, Stéphanie Pozzi-Gaudin, Alexandra Benachi, Gabriel Livera, Jean-Philippe Antignac, Rod Mitchell, Virginie Rouiller-Fabre, René Habert",2018,15
Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,"Ibrahim Hamad, Rita Abou Abdallah, Isabelle Ravaux, Saadia Mokhtari, Hervé Tissot-Dupont, Caroline Michelle, Andreas Stein, Jean-Christophe Lagier, Didier Raoult, Fadi Bittar",2018,9
Somatodendritic surface expression of epitope-tagged and KChIP binding-deficient Kv4.2 channels in hippocampal neurons,"Helena Prechtel, Sven Hartmann, Daniel Minge, Robert Bähring",2018,2
A short educational intervention diminishes causal illusions and specific paranormal beliefs in undergraduates,"Itxaso Barberia, Elisabet Tubau, Helena Matute, Javier Rodríguez-Ferreiro",2018,5
Inequalities in global health inequalities research: A 50-year bibliometric analysis (1966-2015),"Lucinda Cash-Gibson, Diego F. Rojas-Gualdrón, Juan M. Pericàs, Joan Benach",2018,36
Anthropogenic marine litter composition in coastal areas may be a predictor of potentially invasive rafting fauna,"Sabine Rech, Yaisel J. Borrell Pichs, Eva García-Vazquez",2018,20
Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,"Rebecca Erschens, Anne Herrmann–Werner, Katharina Eva Keifenheim, Teresa Loda, Till Johannes Bugaj, Christoph Nikendei, Maria Lammerding–Köppel, Stephan Zipfel, Florian Junne",2018,17
Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,"José A. del Campo, Marta García-Valdecasas, Antonio Gil-Gómez, Ángela Rojas, Paloma Gallego, Javier Ampuero, Rocío Gallego-Durán, Helena Pastor, Lourdes Grande, Francisco J. Padillo, Jordi Muntané, Manuel Romero-Gómez",2018,10
"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways","Qian-Wen Wang, Yun Su, Jiang-Tao Sheng, Li-Ming Gu, Ying Zhao, Xiao-Xuan Chen, Cheng Chen, Wei-Zhong Li, Kang-Sheng Li, Jian-Ping Dai",2018,25
Exploring unobserved household living conditions in multilevel choice modeling: An application to contraceptive adoption by Indian women,"José G. Dias, Isabel Tiago de Oliveira",2018,0
Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),"Maximilian König, Johanna Drewelies, Kristina Norman, Dominik Spira, Nikolaus Buchmann, Gizem Hülür, Peter Eibich, Gert G. Wagner, Ulman Lindenberger, Elisabeth Steinhagen-Thiessen, Denis Gerstorf, Ilja Demuth",2018,10
Population-based cohort study of the impacts of mild traumatic brain injury in adults four years post-injury,"Alice Theadom, Nicola Starkey, Suzanne Barker-Collo, Kelly Jones, Shanthi Ameratunga, Valery Feigin, on behalf of the BIONIC4you Research Group",2018,25
Does adaptation to vertebrate codon usage relate to flavivirus emergence potential?,"Nicholas Di Paola, Caio César de Melo Freire, Paolo Marinho de Andrade Zanotto",2018,7
"A high carbohydrate, but not fat or protein meal attenuates postprandial ghrelin, PYY and GLP-1 responses in Chinese men","Ehsan Parvaresh Rizi, Tze Ping Loh, Sonia Baig, Vanna Chhay, Shiqi Huang, Jonathan Caleb Quek, E. Shyong Tai, Sue-Anne Toh, Chin Meng Khoo",2018,14
Target discovery screens using pooled shRNA libraries and next-generation sequencing: A model workflow and analytical algorithm,"Christiane Schaefer, Nikhil Mallela, Jochen Seggewiß, Birgit Lechtape, Heymut Omran, Uta Dirksen, Eberhard Korsching, Jenny Potratz",2018,4
The use of mosquito nets in fisheries: A global perspective,"Rebecca Short, Rajina Gurung, Marcus Rowcliffe, Nicholas Hill, E. J. Milner-Gulland",2018,18
Association between meibomian gland dysfunction and compliance of topical prostaglandin analogs in patients with normal tension glaucoma,"Tae Hee Lee, Mi Sun Sung, Hwan Heo, Sang Woo Park",2018,8
Sex differences in circadian food anticipatory activity are not altered by individual manipulations of sex hormones or sex chromosome copy number in mice,"Antonio Aguayo, Camille S. Martin, Timothy F. Huddy, Maya Ogawa-Okada, Jamie L. Adkins, Andrew D. Steele",2018,4
"Association between temporomandibular disorders, chronic diseases, and ophthalmologic and otolaryngologic disorders in Korean adults: A cross-sectional study","Hyun-Seop Song, Joon-Shik Shin, Jinho Lee, Yoon Jae Lee, Me-riong Kim, Jae-Heung Cho, Koh-Woon Kim, Yeoncheol Park, Hyun Jin Song, Sun-Young Park, Seoyoun Kim, Mia Kim, In-Hyuk Ha",2018,9
"Mitochondrial DNA reveals secondary contact in Japanese harbour seals, the southernmost population in the western Pacific","Mariko Mizuno, Takeshi Sasaki, Mari Kobayashi, Takayuki Haneda, Takahito Masubuchi",2018,6
Can long-term historical data from electronic medical records improve surveillance for epidemics of acute respiratory infections? A systematic evaluation,"Hongzhang Zheng, William H. Woodall, Abigail L. Carlson, Sylvain DeLisle",2018,0
Kinetics of calcium binding to dental biofilm bacteria,"Tarcísio Jorge Leitão, Jaime Aparecido Cury, Livia Maria Andaló Tenuta",2018,4
Increased survival of honeybees in the laboratory after simultaneous exposure to low doses of pesticides and bacteria,"Franziska Dickel, Daniel Münch, Gro Vang Amdam, Johanna Mappes, Dalial Freitak",2018,11
"Pettiness: Conceptualization, measurement and cross-cultural differences","Reuben Ng, Becca Levy",2018,2
"Combination COX-2 inhibitor and metformin attenuate rate of joint replacement in osteoarthritis with diabetes: A nationwide, retrospective, matched-cohort study in Taiwan","Chieh-Hua Lu, Chi-Hsiang Chung, Chien-Hsing Lee, Chang-Hsun Hsieh, Yi-Jen Hung, Fu-Huang Lin, Chang-Huei Tsao, Po-Shiuan Hsieh, Wu-Chien Chien",2018,12
"Treatment with HC-070, a potent inhibitor of TRPC4 and TRPC5, leads to anxiolytic and antidepressant effects in mice","Stefan Just, Bertrand L. Chenard, Angelo Ceci, Timothy Strassmaier, Jayhong A. Chong, Nathaniel T. Blair, Randall J. Gallaschun, Donato del Camino, Susan Cantin, Marc D’Amours, Christian Eickmeier, Christopher M. Fanger, Carsten Hecker, David P. Hessler, Bastian Hengerer, Katja S. Kroker, Sam Malekiani, Robert Mihalek, Joseph McLaughlin, Georg Rast, JoAnn Witek, Achim Sauer, Christopher R. Pryce, Magdalene M. Moran",2018,29
Preferential use of unmutated immunoglobulin heavy variable region genes in Boxer dogs with chronic lymphocytic leukemia,"Emily D. Rout, Robert C. Burnett, Julia D. Labadie, Janna A. Yoshimoto, Anne C. Avery",2018,2
Remoteness influences access to sexual partners and drives patterns of viral sexually transmitted infection prevalence among nomadic pastoralists,"Ashley Hazel, James Holland Jones",2018,1
Antibiotic prophylaxis in orthognathic surgery: A complex systematic review,"Aron Naimi-Akbar, Margareta Hultin, Anna Klinge, Björn Klinge, Sofia Tranæus, Bodil Lund",2018,7
Rural versus urban academic hospital mortality following stroke in Canada,"Richard Fleet, Sylvain Bussières, Fatoumata Korika Tounkara, Stéphane Turcotte, France Légaré, Jeff Plant, Julien Poitras, Patrick M. Archambault, Gilles Dupuis",2018,8
"The balance between apoptosis and autophagy regulates testis regression and recrudescence in the seasonal-breeding South American plains vizcacha, Lagostomus maximus","Candela R. González, María L. Muscarsel Isla, Alfredo D. Vitullo",2018,12
Impacts of rising sea temperature on krill increase risks for predators in the Scotia Sea,"Emily S. Klein, Simeon L. Hill, Jefferson T. Hinke, Tony Phillips, George M. Watters",2018,26
Effect of maternal age on the risk of preterm birth: A large cohort study,"Florent Fuchs, Barbara Monet, Thierry Ducruet, Nils Chaillet, Francois Audibert",2018,52
"Improvements in bladder, bowel and sexual outcomes following task-specific locomotor training in human spinal cord injury","Charles H. Hubscher, April N. Herrity, Carolyn S. Williams, Lynnette R. Montgomery, Andrea M. Willhite, Claudia A. Angeli, Susan J. Harkema",2018,30
Longitudinal microbiome analysis of single donor fecal microbiota transplantation in patients with recurrent Clostridium difficile infection and/or ulcerative colitis,"Michael Mintz, Shanawaj Khair, Suman Grewal, Joseph F. LaComb, Jiyhe Park, Breana Channer, Ramona Rajapakse, Juan Carlos Bucobo, Jonathan M. Buscaglia, Farah Monzur, Anupama Chawla, Jie Yang, Charlie E. Robertson, Daniel N. Frank, Ellen Li",2018,11
"Effectiveness of a LED flashlight technique in reducing livestock depredation by lions (Panthera leo) around Nairobi National Park, Kenya","Francis Lesilau, Myrthe Fonck, Maria Gatta, Charles Musyoki, Maarten van 't Zelfde, Gerard A. Persoon, Kees C. J. M. Musters, Geert R. de Snoo, Hans H. de Iongh",2018,13
Fowlpoxvirus recombinants coding for the CIITA gene increase the expression of endogenous MHC-II and Fowlpox Gag/Pro and Env SIV transgenes,"Massimiliano Bissa, Greta Forlani, Carlo Zanotto, Giovanna Tosi, Carlo De Giuli Morghen, Roberto S. Accolla, Antonia Radaelli",2018,0
Identification of high risk areas for avian influenza outbreaks in California using disease distribution models,"Jaber Belkhiria, Robert J. Hijmans, Walter Boyce, Beate M. Crossley, Beatriz Martínez-López",2018,10
Nabiximols combined with motivational enhancement/cognitive behavioral therapy for the treatment of cannabis dependence: A pilot randomized clinical trial,"Jose M. Trigo, Alexandra Soliman, Lena C. Quilty, Benedikt Fischer, Jürgen Rehm, Peter Selby, Allan J. Barnes, Marilyn A. Huestis, Tony P. George, David L. Streiner, Gregory Staios, Bernard Le Foll",2018,29
Examination of China’s performance and thematic evolution in quantum cryptography research using quantitative and computational techniques,Nicholas V. Olijnyk,2018,1
The specificity of attentional biases by type of gambling: An eye-tracking study,"Daniel S. McGrath, Amadeus Meitner, Christopher R. Sears",2018,12
Sleep and biological parameters in professional burnout: A psychophysiological characterization,"Arnaud Metlaine, Fabien Sauvet, Danielle Gomez-Merino, Thierry Boucher, Maxime Elbaz, Jean Yves Delafosse, Damien Leger, Mounir Chennaoui",2018,13
Not in wilderness: African vulture strongholds remain in areas with high human density,"Mohamed Henriques, José Pedro Granadeiro, Hamilton Monteiro, Ana Nuno, Miguel Lecoq, Paulo Cardoso, Aissa Regalla, Paulo Catry",2018,14
Opinions of general practitioners about psychotherapy and their relationships with mental health professionals in the management of major depression: A qualitative survey,"Hélène Dumesnil, Thémis Apostolidis, Pierre Verger",2018,4
Two way controls of apoptotic regulators consign DmArgonaute-1 a better clasp on it,"Tanmoy Mondal, Indira Bag, Pushpavalli SNCVL, Koteswara Rao Garikapati, Utpal Bhadra, Manika Pal Bhadra",2018,2
"Low prevalence of HCV infection with predominance of genotype 4 among HIV patients living in Libreville, Gabon","Angélique Ndjoyi-Mbiguino, Arnaud John Kombe Kombe, Berthold Bivigou-Mboumba, Samira Zoa-Assoumou, Falone Larissa Akombi, Francis Nzengui Nzengui, Hervé M’boyis Kamdem, Sandrine François-Souquière",2018,0
Foraging plasticity in seabirds: A non-invasive study of the diet of greater crested terns breeding in the Benguela region,"Davide Gaglio, Timothée R. Cook, Alistair McInnes, Richard B. Sherley, Peter G. Ryan",2018,5
A novel expert system for objective masticatory efficiency assessment,"Gustavo Vaccaro, José Ignacio Peláez, José Antonio Gil-Montoya",2018,5
Pattern dynamics of the reaction-diffusion immune system,"Qianqian Zheng, Jianwei Shen, Zhijie Wang",2018,4
The auditory cortex hosts network nodes influential for emotion processing: An fMRI study on music-evoked fear and joy,"Stefan Koelsch, Stavros Skouras, Gabriele Lohmann",2018,13
Erythropoietin attenuates motor neuron programmed cell death in a burn animal model,"Sheng-Hua Wu, I-Cheng Lu, Su-Shin Lee, Aij-Lie Kwan, Chee-Yin Chai, Shu-Hung Huang",2018,7
The Glaciozyma antarctica genome reveals an array of systems that provide sustained responses towards temperature variations in a persistently cold habitat,"Mohd Firdaus-Raih, Noor Haza Fazlin Hashim, Izwan Bharudin, Mohd Faizal Abu Bakar, Kie Kyon Huang, Halimah Alias, Bernard K. B. Lee, Mohd Noor Mat Isa, Shuhaila Mat-Sharani, Suhaila Sulaiman, Lih Jinq Tay, Radziah Zolkefli, Yusuf Muhammad Noor, Douglas Sie Nguong Law, Siti Hamidah Abdul Rahman, Rosli Md-Illias, Farah Diba Abu Bakar, Nazalan Najimudin, Abdul Munir Abdul Murad, Nor Muhammad Mahadi",2018,20
Visual attention mediates the relationship between body satisfaction and susceptibility to the body size adaptation effect,"Ian D. Stephen, Daniel Sturman, Richard J. Stevenson, Jonathan Mond, Kevin R. Brooks",2018,15
Can simple trachelectomy or conization show comparable survival rate compared with radical trachelectomy in IA1 cervical cancer patients with lymphovascular space invasion who wish to save fertility? A systematic review and guideline recommendation,"Seung-Hyuk Shim, Myong Cheol Lim, Hyun Jung Kim, Maria Lee, Eun Ji Nam, Jung Yun Lee, Yoo-Young Lee, Kwang Beom Lee, Jeong Yeol Park, Yun Hwan Kim, Kyung Do Ki, Yong Jung Song, Hyun Hoon Chung, Sunghoon Kim, Jeong-won Lee, Jae-Weon Kim, Duk-Soo Bae, Jong-Min Lee",2018,7
Intratumoral heterogeneity characterized by pretreatment PET in non-small cell lung cancer patients predicts progression-free survival on EGFR tyrosine kinase inhibitor,"Sehhoon Park, Seunggyun Ha, Se-Hoon Lee, Jin Chul Paeng, Bhumsuk Keam, Tae Min Kim, Dong-Wan Kim, Dae Seog Heo",2018,23
"Bypassing health facilities for childbirth in the context of the JSY cash transfer program to promote institutional birth: A cross-sectional study from Madhya Pradesh, India","Yogesh Sabde, Sarika Chaturvedi, Bharat Randive, Kristi Sidney, Mariano Salazar, Ayesha De Costa, Vishal Diwan",2018,9
Social sensing of floods in the UK,"Rudy Arthur, Chris A. Boulton, Humphrey Shotton, Hywel T. P. Williams",2018,31
"Combining Ordinary Kriging with wind directions to identify sources of industrial odors in Portland, Oregon","Ted C. Eckmann, Samantha G. Wright, Logan K. Simpson, Joe L. Walker, Steven A. Kolmes, James E. Houck, Sandra C. Velasquez",2018,2
Hydrophobic durability characteristics of butterfly wing surface after freezing cycles towards the design of nature inspired anti-icing surfaces,"Tingkun Chen, Qian Cong, Yingchun Qi, Jingfu Jin, Kwang-Leong Choy",2018,3
Cell type-specific suppression of mechanosensitive genes by audible sound stimulation,"Masahiro Kumeta, Daiji Takahashi, Kunio Takeyasu, Shige H. Yoshimura",2018,4
Underreporting of deaths in the maternal deaths surveillance system in one region of Morocco,"Saloua Abouchadi, Wei-Hong Zhang, Vincent De Brouwere",2018,4
Risk estimation model for nonalcoholic fatty liver disease in the Japanese using multiple genetic markers,"Takahisa Kawaguchi, Toshihide Shima, Masayuki Mizuno, Yasuhide Mitsumoto, Atsushi Umemura, Yoshihiro Kanbara, Saiyu Tanaka, Yoshio Sumida, Kohichiro Yasui, Meiko Takahashi, Keitaro Matsuo, Yoshito Itoh, Katsutoshi Tokushige, Etsuko Hashimoto, Kendo Kiyosawa, Masanori Kawaguchi, Hiroyuki Itoh, Hirofumi Uto, Yasuji Komorizono, Ken Shirabe, Shiro Takami, Toshinari Takamura, Miwa Kawanaka, Ryo Yamada, Fumihiko Matsuda, Takeshi Okanoue",2018,27
T cell receptor repertoire among women who cleared and failed to clear cervical human papillomavirus infection: An exploratory proof-of-principle study,"Krystle A. Lang Kuhs, Shih-Wen Lin, Xing Hua, Mark Schiffman, Robert D. Burk, Ana Cecilia Rodriguez, Rolando Herrero, Christian C. Abnet, Neal D. Freedman, Ligia A. Pinto, David Hamm, Harlan Robins, Allan Hildesheim, Jianxin Shi, Mahboobeh Safaeian",2018,4
Correction: Assessing the feasibility of interrupting the transmission of soil-transmitted helminths through mass drug administration: The DeWorm3 cluster randomized trial protocol,The PLOS Neglected Tropical Diseases Staff,2018,0
"Correction: Evaluating the sustainability, scalability, and replicability of an STH transmission interruption intervention: The DeWorm3 implementation science protocol",The PLOS Neglected Tropical Diseases Staff,2018,0
"Historical perspective: Revisiting the St. Lucia Project, a multi-year comparison trial of schistosomiasis control strategies","Julianne A. Ivy, Charles H. King, Joseph A. Cook, Daniel G. Colley",2018,4
Rapid autophagic regression of the milk gland during involution is critical for maximizing tsetse viviparous reproductive output,"Joshua B. Benoit, Veronika Michalkova, Elise M. Didion, Yanyu Xiao, Aaron A. Baumann, Geoffrey M. Attardo, Serap Aksoy",2018,1
High prevalence of S. Stercoralis infection among patients with Chagas disease: A retrospective case-control study,"Pedro Puerta-Alcalde, Joan Gomez-Junyent, Ana Requena-Mendez, Maria Jesús Pinazo, Miriam José Álvarez-Martínez, Natalia Rodríguez, Joaquim Gascon, Jose Muñoz",2018,7
Correction: Investigating the case of human nose shape and climate adaptation,"Arslan A. Zaidi, Brooke C. Mattern, Peter Claes, Brian McEvoy, Cris Hughes, Mark D. Shriver",2018,0
Analysis of bacterial genomes from an evolution experiment with horizontal gene transfer shows that recombination can sometimes overwhelm selection,"Rohan Maddamsetti, Richard E. Lenski",2018,9
Simple analytical model reveals the functional role of embodied sensorimotor interaction in hexapod gaits,"Yuichi Ambe, Shinya Aoi, Timo Nachstedt, Poramate Manoonpong, Florentin Wörgötter, Fumitoshi Matsuno",2018,5
Emollient use alters skin barrier and microbes in infants at risk for developing atopic dermatitis,"Martin Glatz, Jay-Hyun Jo, Elizabeth A. Kennedy, Eric C. Polley, Julia A. Segre, Eric L. Simpson, Heidi H. Kong",2018,38
The Dox-pDC - A murine conditionally immortalized plasmacytoid dendritic cell line with native immune profile,"Sebastian Thieme, Alexander Holzbaur, Ralf Wiedemuth, Aline Binner, Katrin Navratiel, Konstantinos Anastassiadis, Sebastian Brenner, Cornelia Richter",2018,0
Global migration of clinical research during the era of trial registration,"Paul K. Drain, Robert A. Parker, Marion Robine, King K. Holmes",2018,12
Mammalian carnivore occupancy is inversely related to presence of domestic dogs in the high Andes of Ecuador,"Galo Zapata-Ríos, Lyn C. Branch",2018,8
Compact or spread? A quantitative spatial model of urban areas in Europe since 1990,"Manuel Wolff, Dagmar Haase, Annegret Haase",2018,22
Implicit emotion regulation in adolescent girls: An exploratory investigation of Hidden Markov Modeling and its neural correlates,"James S. Steele, Keith Bush, Zachary N. Stowe, George A. James, Sonet Smitherman, Clint D. Kilts, Josh Cisler",2018,1
A formative evaluation of the implementation of a medication safety data collection tool in English healthcare settings: A qualitative interview study using normalisation process theory,"Paryaneh Rostami, Darren M. Ashcroft, Mary P. Tully",2018,4
An integrative description of Macrobiotus shonaicus sp. nov. (Tardigrada: Macrobiotidae) from Japan with notes on its phylogenetic position within the hufelandi group,"Daniel Stec, Kazuharu Arakawa, Łukasz Michalczyk",2018,16
Tricks of the trade: Mechanism of brood theft in an ant,"Bishwarup Paul, Sumana Annagiri",2018,2
"Multistate matrix population model to assess the contributions and impacts on population abundance of domestic cats in urban areas including owned cats, unowned cats, and cats in shelters","D. T. Tyler Flockhart, Jason B. Coe",2018,2
Modeling and analysis of biomagnetic blood Carreau fluid flow through a stenosis artery with magnetic heat transfer: A transient study,"Mohammad Yaghoub Abdollahzadeh Jamalabadi, Mohammadreza Daqiqshirazi, Hossein Nasiri, Mohammad Reza Safaei, Truong Khang Nguyen",2018,22
"Middle and Later Stone Age chronology of Kisese II rockshelter (UNESCO World Heritage Kondoa Rock-Art Sites), Tanzania","Christian A. Tryon, Jason E. Lewis, Kathryn L. Ranhorn, Amandus Kwekason, Bridget Alex, Myra F. Laird, Curtis W. Marean, Elizabeth Niespolo, Joelle Nivens, Audax Z. P. Mabulla",2018,24
Phalangeal joints kinematics in ostrich (Struthio camelus) locomotion on sand,"Rui Zhang, Qiaoli Ji, Dianlei Han, Haijin Wan, Xiujuan Li, Gang Luo, Shuliang Xue, Songsong Ma, Mingming Yang, Jianqiao Li",2018,3
Food claims and nutrition facts of commercial infant foods,"Yu-Chin Koo, Jung-Su Chang, Yi Chun Chen",2018,10
Monitoring blood-flow in the mouse cochlea using an endoscopic laser speckle contrast imaging system,"Tae Hoon Kong, Sunkon Yu, Byungjo Jung, Jin Sil Choi, Young Joon Seo",2018,8
Evaluation of the novel avocado/soybean unsaponifiable Arthrocen to alter joint pain and inflammation in a rat model of osteoarthritis,"Ramin Goudarzi, Allison Reid, Jason J. McDougall",2018,11
"Australian general practitioners' knowledge, attitudes and practices towards breastfeeding","Orit Holtzman, Tim Usherwood",2018,5
An economic evaluation of an integrated care pathway in geriatric rehabilitation for older patients with complex health problems,"Irma H. J. Everink, Jolanda C. M. van Haastregt, Silvia M. A. A. Evers, Gertrudis I. J. M. Kempen, Jos M. G. A. Schols",2018,12
Depression and its correlations with health-risk behaviors and social capital among female migrants working in entertainment venues in China,"Qiaohong Yang, Don Operario, Nickolas Zaller, Wen Huang, Yanyan Dong, Hongbo Zhang",2018,4
Combinations of plant water-stress and neonicotinoids can lead to secondary outbreaks of Banks grass mite (Oligonychus pratensis Banks),"Alice Ruckert, L. Niel Allen, Ricardo A. Ramirez",2018,5
Climate change adaptation benefits of potential conservation partnerships,"William B. Monahan, David M. Theobald",2018,2
Trophic effects of adipose-tissue-derived and bone-marrow-derived mesenchymal stem cells enhance cartilage generation by chondrocytes in co-culture,"M. M. Pleumeekers, L. Nimeskern, J. L. M. Koevoet, M. Karperien, K. S. Stok, G. J. V. M. van Osch",2018,16
"Reversals and limitations on high-intensity, life-sustaining treatments","Gustavo Chavez, Ilana B. Richman, Rajani Kaimal, Jason Bentley, Lee Ann Yasukawa, Russ B. Altman, Vyjeyanthi S. Periyakoil, Jonathan H. Chen",2018,2
"Regional cerebral effects of ketone body infusion with 3-hydroxybutyrate in humans: Reduced glucose uptake, unchanged oxygen consumption and increased blood flow by positron emission tomography. A randomized, controlled trial","Mads Svart, Lars C. Gormsen, Jakob Hansen, Dora Zeidler, Michael Gejl, Kim Vang, Joel Aanerud, Niels Moeller",2018,18
"AMModels: An R package for storing models, data, and metadata to facilitate adaptive management","Therese M. Donovan, Jonathan E. Katz",2018,2
"Design, monitoring and evaluation of a direct payments approach for an ecotourism strategy to reduce illegal hunting and trade of wildlife in Lao PDR","Paul Frederick Eshoo, Arlyne Johnson, Sivilay Duangdala, Troy Hansel",2018,9
Formal comment on: Myhrvold (2016) Dinosaur metabolism and the allometry of maximum growth rate. PLoS ONE; 11(11): e0163205,"Eva Maria Griebeler, Jan Werner",2018,3
Why snakebite patients in Myanmar seek traditional healers despite availability of biomedical care at hospitals? Community perspectives on reasons,"Eliza Schioldann, Mohammad Afzal Mahmood, Mya Myitzu Kyaw, Dale Halliday, Khin Thida Thwin, Nyein Nyein Chit, Robert Cumming, David Bacon, Sam Alfred, Julian White, David Warrell, Chen Au Peh",2018,13
Prolonging herd immunity to cholera via vaccination: Accounting for human mobility and waning vaccine effects,"Corey M. Peak, Amanda L. Reilly, Andrew S. Azman, Caroline O. Buckee",2018,4
Diet during pregnancy and infancy and risk of allergic or autoimmune disease: A systematic review and meta-analysis,"Vanessa Garcia-Larsen, Despo Ierodiakonou, Katharine Jarrold, Sergio Cunha, Jennifer Chivinge, Zoe Robinson, Natalie Geoghegan, Alisha Ruparelia, Pooja Devani, Marialena Trivella, Jo Leonardi-Bee, Robert J. Boyle",2018,56
Ligand-induced perturbation of the HIF-2α:ARNT dimer dynamics,"Stefano Motta, Claudia Minici, Dario Corrada, Laura Bonati, Alessandro Pandini",2018,7
