title,year,citations
Prescribing errors by junior doctors- A comparison of errors with high risk medicines and non-high risk medicines,2019,3
Kami-shoyo-san improves ASD-like behaviors caused by decreasing allopregnanolone biosynthesis in an SKF mouse model of autism,2019,3
Discourses mapped by Q-method show governance constraints motivate landscape approaches in Indonesia,2019,9
Health administrative data enrichment using cohort information: Comparative evaluation of methods by simulation and application to real data,2019,1
The 5’-nucleotidase S5nA is dispensable for evasion of phagocytosis and biofilm formation in Streptococcus pyogenes,2019,2
Mortality risk in adults according to categories of impaired glucose metabolism after 18 years of follow-up in the North of Spain: The Asturias Study,2019,4
"Dual role of iodine, silver, chlorhexidine and octenidine as antimicrobial and antiprotease agents",2019,4
A qualitative comparison of how older breast cancer survivors process treatment information regarding endocrine therapy,2019,1
"Metabolic syndrome among residents of Mizan-Aman town, South West Ethiopia, 2017: A cross sectional study",2019,4
Describing vegetation characteristics used by two rare forest-dwelling species: Will established reserves provide for coastal marten in Oregon?,2019,1
Nitrogen gas produces less behavioural and neurophysiological excitation than carbon dioxide in mice undergoing euthanasia,2019,3
The temporal trend and distribution characteristics in mortality of Alzheimer's disease and other forms of dementia in China: Based on the National Mortality Surveillance System (NMS) from 2009 to 2015,2019,0
"Sleeping through anything: The effects of unpredictable disruptions on mouse sleep, healing, and affect",2019,1
The characteristics and patterns of utilization of healthcare services among Omanis with substance use disorders attending therapy for cessation,2019,1
Determinants of corrosion resistance of Ti-6Al-4V alloy dental implants in an In Vitro model of peri-implant inflammation,2019,7
Satisfaction with obstetric care in a population of low-educated native Dutch and non-western minority women. Focus group research,2019,0
HuVarBase: A human variant database with comprehensive information at gene and protein levels,2019,6
Cash transfers and HIV/HSV-2 prevalence: A replication of a cluster randomized trial in Malawi,2019,2
Environmental DNA metabarcoding for fish community analysis in backwater lakes: A comparison of capture methods,2019,14
"Relationship between dementia and ankylosing spondylitis: A nationwide, population-based, retrospective longitudinal cohort study",2019,8
Dose-response relationship between very vigorous physical activity and cardiovascular health assessed by heart rate variability in adults: Cross-sectional results from the EPIMOV study,2019,4
Multi-sensor movement analysis for transport safety and health applications,2019,1
Current management of cervical cancer in Poland—Analysis of the questionnaire trial for the years 2002-2014 in relation to ASCO 2016 recommendations,2019,1
Investigating changes within the handling system of the largest semi-captive population of Asian elephants,2019,6
Predicting ambulatory energy expenditure in lower limb amputees using multi-sensor methods,2019,2
Assessment of patient information needs: A systematic review of measures,2019,3
A PRRSV GP5-Mosaic vaccine: Protection of pigs from challenge and ex vivo detection of IFNγ responses against several genotype 2 strains,2019,2
Percutaneous nephrolithotomy versus open surgery for surgical treatment of patients with staghorn stones: A systematic review and meta-analysis,2019,3
Individual response to mTOR inhibition in delaying replicative senescence of mesenchymal stromal cells,2019,7
Functional composition has stronger impact than species richness on carbon gain and allocation in experimental grasslands,2019,2
Optimal diameter reduction ratio of acinar airways in human lungs,2019,1
EMT network-based feature selection improves prognosis prediction in lung adenocarcinoma,2019,2
Context dependent roles for RB-E2F transcriptional regulation in tumor suppression,2019,0
Identifying Parkinson's disease and parkinsonism cases using routinely collected healthcare data: A systematic review,2019,3
Growing evidence of Plasmodium vivax across malaria-endemic Africa,2019,25
Field evaluation of a locally produced rapid diagnostic test for early detection of cholera in Bangladesh,2019,4
Evaluation of direct costs associated with alveolar and cystic echinococcosis in Austria,2019,4
Probabilistic logic analysis of the highly heterogeneous spatiotemporal HFRS incidence distribution in Heilongjiang province (China) during 2005-2013,2019,7
The long run impact of early childhood deworming on numeracy and literacy: Evidence from Uganda,2019,3
Bivalent oral cholera vaccination induces a memory B cell response to the V. cholerae O1-polysaccharide antigen in Haitian adults,2019,2
A therapeutic preconceptional vaccine against Chagas disease: A novel indication that could reduce congenital transmission and accelerate vaccine development,2019,8
Integrated delivery of school health interventions through the school platform: Investing for the future,2019,4
Evidence of a causal relationship between body mass index and psoriasis: A mendelian randomization study,2019,36
Correction: Loss of the Mia40a oxidoreductase leads to hepato-pancreatic insufficiency in zebrafish,2019,0
Correction: LACK OF SYMBIONT ACCOMMODATION controls intracellular symbiont accommodation in root nodule and arbuscular mycorrhizal symbiosis in Lotus japonicus,2019,1
O-GlcNAcylation of PERIOD regulates its interaction with CLOCK and timing of circadian transcriptional repression,2019,5
"Exposure of Candida albicans β (1,3)-glucan is promoted by activation of the Cek1 pathway",2019,12
Natural language processing and machine learning algorithm to identify brain MRI reports with acute ischemic stroke,2019,6
Serum vascular endothelial growth factor-D as a diagnostic and therapeutic biomarker for lymphangioleiomyomatosis,2019,3
Mother’s nutrition-related knowledge and child nutrition outcomes: Empirical evidence from Nigeria,2019,3
The German version of the Quality of Marriage Index: Psychometric properties in a representative sample and population-based norms,2019,5
Attention and speech-processing related functional brain networks activated in a multi-speaker environment,2019,4
Quantitative diagnosis of rotator cuff tears based on sonographic pattern recognition,2019,6
"Trends of tuberculosis meningitis and associated mortality in Texas, 2010-2017, a large population-based analysis",2019,2
On optimal and near-optimal shapes of external shading of windows in apartment buildings,2019,2
Does it fit? – Trainability of affordance judgments in young and older adults,2019,1
P-NGAL Day 1 predicts early but not one year graft function following deceased donor kidney transplantation – The CONTEXT study,2019,2
Patterned frequency-modulated oral stimulation in preterm infants: A multicenter randomized controlled trial,2019,5
Transgenerational improvements following child anxiety treatment: An exploratory examination,2019,1
Association between echocardiographic parameters and biomarkers in probands with atrial fibrillation and different PR interval lengths: Insight from the epidemiologic LIFE Adult Study,2019,0
The digestive system in Zygentoma as an insect model for high cellulase activity,2019,7
Public perception and attitude towards dengue prevention activity and response to dengue early warning in Malaysia,2019,6
Error-related negativity predicts failure in competitive dual-player video games,2019,3
Extended diagnosis of purine and pyrimidine disorders from urine: LC MS/MS assay development and clinical validation,2019,4
Information sharing between intensive care and primary care after an episode of critical illness; A mixed methods analysis,2019,0
Petrocarbon evolution: Ramped pyrolysis/oxidation and isotopic studies of contaminated oil sediments from the Deepwater Horizon oil spill in the Gulf of Mexico,2019,1
Taking active steps: Changes made by partners of people with multiple sclerosis who undertake lifestyle modification,2019,1
Genomic structure of a crossbred Landrace pig population,2019,3
Reproducibility of pharmacogenetics findings for paclitaxel in a heterogeneous population of patients with lung cancer,2019,3
Impact of inclusive leadership on employee innovative behavior: Perceived organizational support as a mediator,2019,11
"Match-play movement and metabolic power demands of elite youth, sub-elite and elite senior Australian footballers",2019,1
Physical manoeuvers as a preventive intervention to manage vasovagal syncope: A systematic review,2019,1
Can morphometric analysis of the fallopian tube fimbria predict the presence of uterine papillary serous carcinoma (UPSC)?,2019,0
Prevalence of hepatitis B and hepatitis C among diabetes mellitus type 2 individuals,2019,2
Enterococcus faecalis EF-2001 protects DNBS-induced inflammatory bowel disease in mice model,2019,7
Brain tissue segmentation based on MP2RAGE multi-contrast images in 7 T MRI,2019,5
Shrinkage of hepatocellular carcinoma after radiofrequency ablation following transcatheter arterial chemoembolization: Analysis of contributing factors,2019,1
Factors associated with public knowledge of and attitudes to dementia: A cross-sectional study,2019,0
"Evaluation of GBLUP, BayesB and elastic net for genomic prediction in Chinese Simmental beef cattle",2019,2
A single nucleotide polymorphism in dopamine beta hydroxylase (rs6271(C>T)) is over-represented in inflammatory bowel disease patients and reduces circulating enzyme,2019,1
Characteristics of patients attending the child and adolescent psychiatric outpatient clinic in Erbil city,2019,0
"Detailed characterization of the solution kinetics and thermodynamics of biotin, biocytin and HABA binding to avidin and streptavidin",2019,9
An investigation of parafoveal masks with the incremental boundary paradigm,2019,5
Role of the high-affinity leukotriene B4 receptor signaling in fibrosis after unilateral ureteral obstruction in mice,2019,3
"Fast diagnosis of sporotrichosis caused by Sporothrix globosa, Sporothrix schenckii, and Sporothrix brasiliensis based on multiplex real-time PCR",2019,4
Efficacy of novel indoor residual spraying methods targeting pyrethroid-resistant Aedes aegypti within experimental houses,2019,8
"Parasitic infections during pregnancy need not affect infant antibody responses to early vaccination against Streptococcus pneumoniae, diphtheria, or Haemophilus influenzae type B",2019,4
"A multi-country study of the economic burden of dengue fever based on patient-specific field surveys in Burkina Faso, Kenya, and Cambodia",2019,3
"Discovery of ABBV-4083, a novel analog of Tylosin A that has potent anti-Wolbachia and anti-filarial activity",2019,10
Social media and control of soil-transmitted helminthiasis in Bhutan,2019,0
The separation of trypanosomes from blood by anion exchange chromatography: From Sheila Lanham’s discovery 50 years ago to a gold standard for sleeping sickness diagnosis,2019,4
Correction: TOR-autophagy branch signaling via Imp1 dictates plant-microbe biotrophic interface longevity,2019,0
Making room for opinions,2019,0
Transcription-dependent spreading of the Dal80 yeast GATA factor across the body of highly expressed genes,2019,1
Two isoforms of the RAC-specific guanine nucleotide exchange factor TIAM2 act oppositely on transmission ratio distortion by the mouse t-haplotype,2019,3
ReaDDy 2: Fast and flexible software framework for interacting-particle reaction dynamics,2019,15
Modeling and MEG evidence of early consonance processing in auditory cortex,2019,4
Changes in morphogen kinetics and pollen grain size are potential mechanisms of aberrant pollen aperture patterning in previously observed and novel mutants of Arabidopsis thaliana,2019,5
Predictability in process-based ensemble forecast of influenza,2019,2
Integration of single-cell RNA-seq data into population models to characterize cancer metabolism,2019,13
Learning the payoffs and costs of actions,2019,3
A large-scale pedigree resource of wheat reveals evidence for adaptation and selection by breeders,2019,11
PLOS Pathogens 2018 Reviewer and Editorial Board Thank You,2019,0
NDRG1 facilitates the replication and persistence of Kaposi’s sarcoma-associated herpesvirus by interacting with the DNA polymerase clamp PCNA,2019,1
Plasmodium-specific antibodies block in vivo parasite growth without clearing infected red blood cells,2019,3
Modulation of calcium signaling pathway by hepatitis C virus core protein stimulates NLRP3 inflammasome activation,2019,19
Correction: Contribution of the Cpx envelope stress system to metabolism and virulence regulation in Salmonella enterica serovar Typhimurium,2019,0
Correction: Low-cost cross-taxon enrichment of mitochondrial DNA using in-house synthesised RNA probes,2019,1
PLOS ONE 2018 Reviewer and Editorial Board Thank You,2019,0
Correction: Improvement of the reduction in catastrophic health expenditure in China's public health insurance,2019,0
Correction: The burden of dyslipidaemia and factors associated with lipid levels among adults in rural northern Ghana: An AWI-Gen sub-study,2019,1
Correction: Neural correlates of creative insight: Amplitude of low-frequency fluctuation of resting-state brain activity predicts creative insight,2019,0
Keratin 8 is a potential self-antigen in the coronary artery disease immunopeptidome: A translational approach,2019,5
"Genetic diversity and relationship between cultivated, weedy and wild rye species as revealed by chloroplast and mitochondrial DNA non-coding regions analysis",2019,3
Evaluation of synthetic reticular hybrid meshes designed for intraperitoneal abdominal wall repair: Preclinical and in vitro behavior,2019,4
Psychometric evaluation of the Korean version of the Hepatitis B Quality of Life Questionnaire,2019,1
Manual polishing of 3D printed metals produced by laser powder bed fusion reduces biofilm formation,2019,3
Economic and public health impact of decentralized HIV viral load testing: A modelling study in Kenya,2019,2
Characterization of kallikrein-related peptidase 4 (KLK4) mRNA expression in tumor tissue of advanced high-grade serous ovarian cancer patients,2019,3
Effect of ice slushy ingestion and cold water immersion on thermoregulatory behavior,2019,2
The time-varying relationship between economic globalization and the ideological center of gravity of party systems,2019,1
"Assessing the health risks of consuming ‘sachet’ alcohol in Acoli, Uganda",2019,1
Effect of cyclical intermittent hypoxia on Ad5CMVCre induced solitary lung cancer progression and spontaneous metastases in the KrasG12D+; p53fl/fl; myristolated p110fl/fl ROSA-gfp mouse,2019,2
Central and peripheral pulse wave velocity and subclinical myocardial stress and damage in older adults,2019,4
"Na+/H+ exchanger (NHE) in Pacific white shrimp (Litopenaeus vannamei): Molecular cloning, transcriptional response to acidity stress, and physiological roles in pH homeostasis",2019,2
Deletion of suppressor of cytokine signaling 3 (SOCS3) in muscle stem cells does not alter muscle regeneration in mice after injury,2019,0
The value of the neutrophil-lymphocyte count ratio in the diagnosis of sepsis in patients admitted to the Intensive Care Unit: A retrospective cohort study,2019,14
The efficacy of stress reappraisal interventions on stress responsivity: A meta-analysis and systematic review of existing evidence,2019,13
"Benthic community succession on artificial and natural coral reefs in the northern Gulf of Aqaba, Red Sea",2019,3
A recoverable AMBTC authentication scheme using similarity embedding strategy,2019,1
"Integrated routine workflow using next-generation sequencing and a fully-automated platform for the detection of KRAS, NRAS and BRAF mutations in formalin-fixed paraffin embedded samples with poor DNA quality in patients with colorectal carcinoma",2019,9
Osteogenic differentiation of mesenchymal stem cells is enhanced in a 45S5-supplemented β-TCP composite scaffold: an in-vitro comparison of Vitoss and Vitoss BA,2019,12
Antiretroviral adherence and virologic suppression in partnered and unpartnered HIV-positive individuals in southern Brazil,2019,0
"Changes in vitreal protein profile and retina mRNAs in Reeler mice: NGF, IL33 and Müller cell activation",2019,0
Regurgitation and pulmonary aspiration during cardio-pulmonary resuscitation (CPR) with a laryngeal tube: A pilot crossover human cadaver study,2019,2
A century of change in global education variability and gender differences in education,2019,2
"Inhibition of lipid droplet formation by Ser/Thr protein phosphatase PPM1D inhibitor, SL-176",2019,1
Long-term patency and clinical outcome of the transjugular intrahepatic portosystemic shunt using the expanded polytetrafluoroethylene stent-graft,2019,3
Investigation of adrenal and thyroid gland dysfunction in dogs with ultrasonographic diagnosis of gallbladder mucocele formation,2019,1
Plasma cathelicidin and longitudinal lung function in current and former smokers,2019,0
"Dual cognitive pathways to voice quality: Frequent voicers improvise, infrequent voicers elaborate",2019,1
Radiotherapy resistance acquisition in Glioblastoma. Role of SOCS1 and SOCS3,2019,9
Gonadotropin regulation of ankyrin-repeat and SOCS-box protein 9 (ASB9) in ovarian follicles and identification of binding partners,2019,2
"Undernutrition among tribal children in Palghar district, Maharashtra, India",2019,3
"Prevalence and distribution of Human Papillomavirus (HPV) genotypes among HIV infected women in Lomé, Togo",2019,3
Lenvatinib plus anti-PD-1 antibody combination treatment activates CD8+ T cells through reduction of tumor-associated macrophage and activation of the interferon pathway,2019,47
Affective responses to uncertain real-world outcomes: Sentiment change on Twitter,2019,3
New tomographic contribution to characterizing mesosaurid congenital scoliosis,2019,0
Mycobacteriophage CRB2 defines a new subcluster in mycobacteriophage classification,2019,1
Perceived ease of flavored e-cigarette use and e-cigarette use progression among youth never tobacco users,2019,11
Provir/Latitude 45 study: A step towards a multi-epitopic CTL vaccine designed on archived HIV-1 DNA and according to dominant HLA I alleles,2019,1
A case-control study of trace-element status and lung cancer in Appalachian Kentucky,2019,4
Reporting of conflicts of interest and of sponsorship of guidelines in anaesthesiology. A cross-sectional study,2019,0
Modulation of microbial communities and mucosal gene expression in chicken intestines after galactooligosaccharides delivery In Ovo,2019,11
Twentieth century morality: The rise and fall of moral concepts from 1900 to 2007,2019,8
Characterization of intrathecal cerebrospinal fluid geometry and dynamics in cynomolgus monkeys (macaca fascicularis) by magnetic resonance imaging,2019,2
Detection of circulating tumor cells in drainage venous blood from colorectal cancer patients using a new filtration and cytology-based automated platform,2019,6
The effects of performing integrated compared to isolated core exercises,2019,3
Isotopic variance among plant lipid homologues correlates with biodiversity patterns of their source communities,2019,1
Is infant neural sensitivity to vocal emotion associated with mother-infant relational experience?,2019,2
Quality of life and its predictors among patients with chronic kidney disease: A hospital-based cross sectional study,2019,9
Genetic heterogeneity and diversity of North American golden retrievers using a low density STR marker panel,2019,1
Clinical education alone is sufficient to increase resistance training exercise prescription,2019,1
Simulating speech processing with cochlear implants: How does channel interaction affect learning in neural networks?,2019,2
Drug sensitivity prediction with high-dimensional mixture regression,2019,5
Automatic diagnostics of tuberculosis using convolutional neural networks analysis of MODS digital images,2019,6
Assessment of the load-velocity profile in the free-weight prone bench pull exercise through different velocity variables and regression models,2019,10
Evaporation of droplet in mid-air: Pure and binary droplets in single-axis acoustic levitator,2019,13
Emotional response in schizophrenia to the “36 questions that lead to love”: Predicted and experienced emotions regarding a live social interaction,2019,4
Effects of the ephemeral stream on plant species diversity and distribution in an alluvial fan of arid desert region: An application of a low altitude UAV,2019,0
A systematic review of individual and community mitigation measures for prevention and control of chikungunya virus,2019,2
Individual and community characteristics associated with premature natural and drug-related deaths in 25–59 year old decedents,2019,1
Tead1 is required for perinatal cardiomyocyte proliferation,2019,3
"Shipping routes through core habitat of endangered sperm whales along the Hellenic Trench, Greece: Can we reduce collision risks?",2019,7
"Association between migration and physical activity among medical students from a university located in Lima, Peru",2019,1
Amyloid fibril composition within hereditary Val30Met (p. Val50Met) transthyretin amyloidosis families,2019,6
Single-center retrospective study of the effectiveness and toxicity of the oral iron chelating drugs deferiprone and deferasirox,2019,8
Use of plumage and gular pouch color to evaluate condition of oil spill rehabilitated California brown pelicans (Pelecanus occidentalis californicus) post-release,2019,2
Evolution of international collaborative research efforts to develop non-Cochrane systematic reviews,2019,3
"Isolating pulmonary microvascular endothelial cells ex vivo: Implications for pulmonary arterial hypertension, and a caution on the use of commercial biomaterials",2019,4
Producing knowledge by admitting ignorance: Enhancing data quality through an “I don’t know” option in citizen science,2019,2
Stereotypes about surgeon warmth and competence: The role of surgeon gender,2019,4
Situational Judgment Tests as a method for measuring personality: Development and validity evidence for a test of Dependability,2019,2
Are hummingbirds generalists or specialists? Using network analysis to explore the mechanisms influencing their interaction with nectar resources,2019,4
"A middle - late Eocene neoselachian assemblage from nearshore marine deposits, Mahajanga Basin, northwestern Madagascar",2019,3
Prenatal exposure to gestational diabetes mellitus increases developmental defects in the enamel of offspring,2019,1
Evaluation of the responsiveness of outcome measures after spine injection: A retrospective study,2019,1
Multiple recurrences and risk of disease progression in patients with primary low-grade (TaG1) non–muscle-invasive bladder cancer and with low and intermediate EORTC-risk score,2019,2
Global burden of maternal and congenital syphilis and associated adverse birth outcomes—Estimates for 2016 and progress since 2012,2019,42
Genetic dissection of agronomic and quality traits based on association mapping and genomic selection approaches in durum wheat grown in Southern Spain,2019,9
Control of fibrinolytic drug injection via real-time ultrasonic monitoring of blood coagulation,2019,2
Waterpipe smoke and e-cigarette vapor differentially affect circadian molecular clock gene expression in mouse lungs,2019,10
"The aetiology, prevalence and morbidity of outbreaks of photosensitisation in livestock: A review",2019,3
Quality of life in climacteric women assisted by primary health care,2019,2
Comparison of efficiency and specificity of CRISPR-associated (Cas) nucleases in plants: An expanded toolkit for precision genome engineering,2019,10
"Pharmacological AMPK activation induces transcriptional responses congruent to exercise in skeletal and cardiac muscle, adipose tissues and liver",2019,6
Multiscale spatial patterns of species diversity and biomass together with their correlations along geographical gradients in subalpine meadows,2019,2
Peripheral-blood b-cell subset disturbances in inflammatory joint diseases induced by Tropheryma whipplei,2019,0
"Poor supply chain management and stock-outs of point-of-care diagnostic tests in Upper East Region’s primary healthcare clinics, Ghana",2019,4
"Potential impacts of climate-related decline of seafood harvest on nutritional status of coastal First Nations in British Columbia, Canada",2019,5
Most UK scientists who publish extremely highly-cited papers do not secure funding from major public and charity funders: A descriptive analysis,2019,6
Applicability of personal laser scanning in forestry inventory,2019,12
Transcription factor Sp4 is required for hyperalgesic state persistence,2019,1
3500 years of shellfish mariculture on the Northwest Coast of North America,2019,8
Genetic risk assessment of thrombophilia in patients with adverse obstetric outcomes,2019,0
Trends in global shark attacks,2019,6
Perceived HIV-protective benefits of male circumcision: Risk compensatory behaviour among women in Malawi,2019,1
Objective measurement of tummy time in infants (0-6 months): A validation study,2019,2
"Length of stay following cesarean sections: A population based study in the Friuli Venezia Giulia region (North-Eastern Italy), 2005-2015",2019,6
Does testosterone predict women’s preference for facial masculinity?,2019,3
A serum-free medium formulation efficiently supports isolation and propagation of canine adipose-derived mesenchymal stem/stromal cells,2019,4
Development and validation of Yatt Suicide Attitude Scale (YSAS) in Malaysia,2019,1
Underwater hyperspectral classification of deep sea corals exposed to 2-methylnaphthalene,2019,3
Differential trafficking of albumin and IgG facilitated by the neonatal Fc receptor in podocytes in vitro and in vivo,2019,5
Psittacid Adenovirus-2 infection in the critically endangered orange-bellied parrot (Neophema chrysogastor): A key threatening process or an example of a host-adapted virus?,2019,5
"Fluorescent reporter assays provide direct, accurate, quantitative measurements of MGMT status in human cells",2019,0
Multispectral imaging and unmanned aerial systems for cotton plant phenotyping,2019,9
Improving preterm newborn identification in low-resource settings with machine learning,2019,4
PLOS Neglected Tropical Diseases 2018 Reviewer and Editorial Board Thank You,2019,0
The importance of extracellular vesicle purification for downstream analysis: A comparison of differential centrifugation and size exclusion chromatography for helminth pathogens,2019,14
"Ebola virus disease-related stigma among survivors declined in Liberia over an 18-month, post-outbreak period: An observational cohort study",2019,5
Association of rodent-borne Leptospira spp. with urban environments in Malaysian Borneo,2019,14
Caprine humoral response to Burkholderia pseudomallei antigens during acute melioidosis from aerosol exposure,2019,1
PLOS Medicine 2018 Reviewer and Editorial Board Thank You,2019,0
Constructing care cascades for active tuberculosis: A strategy for program monitoring and identifying gaps in quality of care,2019,19
PLOS Genetics 2018 Reviewer and Editorial Board Thank You,2019,0
Activation-induced deaminase (AID) localizes to the nucleus in brief pulses,2019,1
Endothelin receptor Aa regulates proliferation and differentiation of Erb-dependent pigment progenitors in zebrafish,2019,6
Correction: Epistasis in genomic and survival data of cancer patients,2019,0
PLOS Computational Biology 2018 Reviewer and Editorial Board Thank You,2019,0
Script of Scripts: A pragmatic workflow system for daily computational research,2019,1
The PLOS Biology XV Collection: 15 Years of Exceptional Science Highlighted across 12 Months,2019,1
PLOS Biology 2018 Reviewer and Editorial Board Thank You,2019,0
"A determining factor for insect feeding preference in the silkworm, Bombyx mori",2019,13
Correction: Temporal dynamics of adenovirus 5 gene expression in normal human cells,2019,0
Correction: Inhibition of H3K9 Methyltransferase G9a Repressed Cell Proliferation and Induced Autophagy in Neuroblastoma Cells,2019,2
Correction: IFN-γ Stimulates Autophagy-Mediated Clearance of Burkholderia cenocepacia in Human Cystic Fibrosis Macrophages,2019,0
The dimensionality and latent structure of mental health difficulties and wellbeing in early adolescence,2019,2
Task constraints and stepping movement of fast-pitch softball hitting,2019,3
"Vedolizumab in Japanese patients with ulcerative colitis: A Phase 3, randomized, double-blind, placebo-controlled study",2019,8
Clinical significance of soluble programmed cell death-1 and soluble programmed cell death-ligand 1 in patients with locally advanced rectal cancer treated with neoadjuvant chemoradiotherapy,2019,10
Assessment of N-terminal pro-B-type natriuretic peptide level in screening for atrial fibrillation in primary health care,2019,3
The first isolation of Clostridium difficile RT078/ST11 from pigs in China,2019,4
Correction: Using time series analysis approaches for improved prediction of pain outcomes in subgroups of patients with painful diabetic peripheral neuropathy,2019,0
Narrow-wide row planting pattern improves the light environment and seed yields of intercrop species in relay intercropping system,2019,17
Effective delivery of the anti-mycobacterial peptide NZX in mesoporous silica nanoparticles,2019,12
Pig as a large animal model for posterior fossa surgery in oto-neurosurgery: A cadaveric study,2019,0
Psychometric properties of the acceptance and action questionnaire (AAQ II) Malay version in cancer patients,2019,1
Characteristics of the tree shrew gut virome,2019,1
Fluid dynamics during bleb formation in migrating cells in vivo,2019,4
Molecular analysis of small tissue samples obtained via transbronchial lung biopsy using radial probe endobronchial ultrasound,2019,1
"The fecal, oral, and skin microbiota of children with Chagas disease treated with benznidazole",2019,5
Visualization of basilar artery atherosclerotic plaques by conventional T2-weighted magnetic resonance imaging: A case-control study,2019,0
Linking the foraging behavior of three bee species to pollen dispersal and gene flow,2019,2
Estimating the prevalence of hepatitis C among intravenous drug users in upper middle income countries: A systematic review and meta-analysis,2019,4
Behavioural responses of humpback whales to food-related chemical stimuli,2019,3
Molecular characterization of Histomonas meleagridis exoproteome with emphasis on protease secretion and parasite-bacteria interaction,2019,1
Mapping and size estimates of female sex workers in Cameroon: Toward informed policy for design and implementation in the national HIV program,2019,1
"Efficacy of Sphincter Control Training (SCT) in the treatment of premature ejaculation, a new cognitive behavioral approach: A parallel-group randomized, controlled trial",2019,2
Genome wide association study identifies novel single nucleotide polymorphic loci and candidate genes involved in soybean sudden death syndrome resistance,2019,2
"Impact of miR-223-3p and miR-2909 on inflammatory factors IL-6, IL-1ß, and TNF-α, and the TLR4/TLR2/NF-κB/STAT3 signaling pathway induced by lipopolysaccharide in human adipose stem cells",2019,9
A new implementation for online calculation of manipulator Jacobian,2019,0
Mobile genomic element diversity in world collection of safflower (Carthamus tinctorius L.) panel using iPBS-retrotransposon markers,2019,13
