name,title,year,citations
ekkasit tharavichitkul,Clinical outcomes and dosimetric study of hypofractionated Helical TomoTherapy in breast cancer patients,2019,6
john m humphrey,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
enas s alabsi,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
munia m hamdan,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
sara s okasha,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
diyna m altrmanini,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
hend g eldous,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
soha r dargham,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
john schieffelin,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
laith j aburaddad,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
gheyath k nasrallah,Dengue and chikungunya seroprevalence among Qatari nationals and immigrants residing in Qatar,2019,3
samuel p hills,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
steve barrett,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
richard g feltbower,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
martin j barwood,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
jon n radcliffe,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
carlton b cooke,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
liam p kilduff,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
christian j cook,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
mark russell,A match-day analysis of the movement profiles of substitutes from a professional soccer club before and after pitch-entry,2019,12
emanuele torri,A model based on intensity of medical care may improve outcomes for internal medicine patients in Italy,2019,2
marta rigoni,A model based on intensity of medical care may improve outcomes for internal medicine patients in Italy,2019,2
stefania dorigoni,A model based on intensity of medical care may improve outcomes for internal medicine patients in Italy,2019,2
dimitri peterlana,A model based on intensity of medical care may improve outcomes for internal medicine patients in Italy,2019,2
susanna cozzio,A model based on intensity of medical care may improve outcomes for internal medicine patients in Italy,2019,2
giandomenico nollo,A model based on intensity of medical care may improve outcomes for internal medicine patients in Italy,2019,2
walter spagnolli,A model based on intensity of medical care may improve outcomes for internal medicine patients in Italy,2019,2
picha suwannahitatorn,Uncooked fish consumption among those at risk of Opisthorchis viverrini infection in central Thailand,2019,4
joanne webster,Uncooked fish consumption among those at risk of Opisthorchis viverrini infection in central Thailand,2019,4
steven riley,Uncooked fish consumption among those at risk of Opisthorchis viverrini infection in central Thailand,2019,4
mathirut mungthin,Uncooked fish consumption among those at risk of Opisthorchis viverrini infection in central Thailand,2019,4
christl a donnelly,Uncooked fish consumption among those at risk of Opisthorchis viverrini infection in central Thailand,2019,4
katharina maria schwarzkopf,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
alexander queck,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
dominique thomas,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
carlo angioni,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
chengcong cai,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
ylva freygang,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
sabrina rüschenbaum,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
gerd geisslinger,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
stefan zeuzem,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
christoph welsch,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
christian markus lange,Omega-3 and -6 fatty acid plasma levels are not associated with liver cirrhosis-associated systemic inflammation,2019,3
yuya suzuki,Isolation and characterization of a tandem-repeated cysteine protease from the symbiotic dinoflagellate Symbiodinium sp. KB8,2019,0
tomohiro suzuki,Isolation and characterization of a tandem-repeated cysteine protease from the symbiotic dinoflagellate Symbiodinium sp. KB8,2019,0
koichiro awai,Isolation and characterization of a tandem-repeated cysteine protease from the symbiotic dinoflagellate Symbiodinium sp. KB8,2019,0
yuzo shioi,Isolation and characterization of a tandem-repeated cysteine protease from the symbiotic dinoflagellate Symbiodinium sp. KB8,2019,0
kenshin takemura,A localized surface plasmon resonance-amplified immunofluorescence biosensor for ultrasensitive and rapid detection of nonstructural protein 1 of Zika virus,2019,6
oluwasesan adegoke,A localized surface plasmon resonance-amplified immunofluorescence biosensor for ultrasensitive and rapid detection of nonstructural protein 1 of Zika virus,2019,6
tetsuro suzuki,A localized surface plasmon resonance-amplified immunofluorescence biosensor for ultrasensitive and rapid detection of nonstructural protein 1 of Zika virus,2019,6
enoch y park,A localized surface plasmon resonance-amplified immunofluorescence biosensor for ultrasensitive and rapid detection of nonstructural protein 1 of Zika virus,2019,6
huaguo zheng,Dendritic cells pulsed with placental gp96 promote tumor-reactive immune responses,2019,2
lanlan liu,Dendritic cells pulsed with placental gp96 promote tumor-reactive immune responses,2019,2
han zhang,Dendritic cells pulsed with placental gp96 promote tumor-reactive immune responses,2019,2
fangming kan,Dendritic cells pulsed with placental gp96 promote tumor-reactive immune responses,2019,2
shuo wang,Dendritic cells pulsed with placental gp96 promote tumor-reactive immune responses,2019,2
yang li,Dendritic cells pulsed with placental gp96 promote tumor-reactive immune responses,2019,2
huaqin tian,Dendritic cells pulsed with placental gp96 promote tumor-reactive immune responses,2019,2
songdong meng,Dendritic cells pulsed with placental gp96 promote tumor-reactive immune responses,2019,2
kim a nguyen,"Glycated haemoglobin threshold for dysglycaemia screening, and application to metabolic syndrome diagnosis in HIV-infected Africans",2019,3
nasheeta peer,"Glycated haemoglobin threshold for dysglycaemia screening, and application to metabolic syndrome diagnosis in HIV-infected Africans",2019,3
anniza de villiers,"Glycated haemoglobin threshold for dysglycaemia screening, and application to metabolic syndrome diagnosis in HIV-infected Africans",2019,3
barbara mukasa,"Glycated haemoglobin threshold for dysglycaemia screening, and application to metabolic syndrome diagnosis in HIV-infected Africans",2019,3
tandi e matsha,"Glycated haemoglobin threshold for dysglycaemia screening, and application to metabolic syndrome diagnosis in HIV-infected Africans",2019,3
edward j mills,"Glycated haemoglobin threshold for dysglycaemia screening, and application to metabolic syndrome diagnosis in HIV-infected Africans",2019,3
andre p kengne,"Glycated haemoglobin threshold for dysglycaemia screening, and application to metabolic syndrome diagnosis in HIV-infected Africans",2019,3
tanveer bashir,'Nasal mask’ in comparison with ‘nasal prongs’ or ‘rotation of nasal mask with nasal prongs’ reduce the incidence of nasal injury in preterm neonates supported on nasal continuous positive airway pressure (nCPAP): A randomized controlled trial,2019,7
srinivas murki,'Nasal mask’ in comparison with ‘nasal prongs’ or ‘rotation of nasal mask with nasal prongs’ reduce the incidence of nasal injury in preterm neonates supported on nasal continuous positive airway pressure (nCPAP): A randomized controlled trial,2019,7
sai kiran,'Nasal mask’ in comparison with ‘nasal prongs’ or ‘rotation of nasal mask with nasal prongs’ reduce the incidence of nasal injury in preterm neonates supported on nasal continuous positive airway pressure (nCPAP): A randomized controlled trial,2019,7
venkat kallem reddy,'Nasal mask’ in comparison with ‘nasal prongs’ or ‘rotation of nasal mask with nasal prongs’ reduce the incidence of nasal injury in preterm neonates supported on nasal continuous positive airway pressure (nCPAP): A randomized controlled trial,2019,7
tejo pratap oleti,'Nasal mask’ in comparison with ‘nasal prongs’ or ‘rotation of nasal mask with nasal prongs’ reduce the incidence of nasal injury in preterm neonates supported on nasal continuous positive airway pressure (nCPAP): A randomized controlled trial,2019,7
emily l graczyk,The benefits of sensation on the experience of a hand: A qualitative case series,2019,10
anisha gill,The benefits of sensation on the experience of a hand: A qualitative case series,2019,10
dustin j tyler,The benefits of sensation on the experience of a hand: A qualitative case series,2019,10
linda j resnik,The benefits of sensation on the experience of a hand: A qualitative case series,2019,10
łukasz kidziński,Automatic real-time gait event detection in children using deep neural networks,2019,17
scott delp,Automatic real-time gait event detection in children using deep neural networks,2019,17
michael schwartz,Automatic real-time gait event detection in children using deep neural networks,2019,17
jun ma,New interfaces on MiD51 for Drp1 recruitment and regulation,2019,1
yujia zhai,New interfaces on MiD51 for Drp1 recruitment and regulation,2019,1
ming chen,New interfaces on MiD51 for Drp1 recruitment and regulation,2019,1
kai zhang,New interfaces on MiD51 for Drp1 recruitment and regulation,2019,1
quan chen,New interfaces on MiD51 for Drp1 recruitment and regulation,2019,1
xiaoyun pang,New interfaces on MiD51 for Drp1 recruitment and regulation,2019,1
fei sun,New interfaces on MiD51 for Drp1 recruitment and regulation,2019,1
jianbo wang,"Responses of soil respiration to nitrogen addition in the Sanjiang Plain wetland, northeastern China",2019,2
xiaoling fu,"Responses of soil respiration to nitrogen addition in the Sanjiang Plain wetland, northeastern China",2019,2
zhen zhang,"Responses of soil respiration to nitrogen addition in the Sanjiang Plain wetland, northeastern China",2019,2
maihe li,"Responses of soil respiration to nitrogen addition in the Sanjiang Plain wetland, northeastern China",2019,2
hongjie cao,"Responses of soil respiration to nitrogen addition in the Sanjiang Plain wetland, northeastern China",2019,2
xiaoliang zhou,"Responses of soil respiration to nitrogen addition in the Sanjiang Plain wetland, northeastern China",2019,2
hongwei ni,"Responses of soil respiration to nitrogen addition in the Sanjiang Plain wetland, northeastern China",2019,2
cledir araújo amaral,"Hand grip strength: Reference values for adults and elderly people of Rio Branco, Acre, Brazil",2019,14
thatiana lameira maciel amaral,"Hand grip strength: Reference values for adults and elderly people of Rio Branco, Acre, Brazil",2019,14
gina torres rego monteiro,"Hand grip strength: Reference values for adults and elderly people of Rio Branco, Acre, Brazil",2019,14
mauricio teixeira leite vasconcellos,"Hand grip strength: Reference values for adults and elderly people of Rio Branco, Acre, Brazil",2019,14
margareth crisóstomo portela,"Hand grip strength: Reference values for adults and elderly people of Rio Branco, Acre, Brazil",2019,14
ayako chidanagai,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
masaki shintani,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
hiroki sato,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
tomotaka nakayama,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
masaki nii,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
hiroyuki akagawa,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
toru furukawa,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
amer rana,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
yoshiyuki furutani,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
kei inai,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
shigeaki nonoyama,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
toshio nakanishi,Role of BRCA1-associated protein (BRAP) variant in childhood pulmonary arterial hypertension,2019,0
kathrin schmitz,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
tariro jayson basera,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
bonaventure egbujie,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
preethi mistri,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
nireshni naidoo,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
witness mapanga,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
jane goudge,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
majorie mbule,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
fiona burtt,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
esca scheepers,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
jude igumbor,Impact of lay health worker programmes on the health outcomes of mother-child pairs of HIV exposed children in Africa: A scoping review,2019,5
keita sueyoshi,Predictors of long-term prognosis in acute kidney injury survivors who require continuous renal replacement therapy after cardiovascular surgery,2019,3
yusuke watanabe,Predictors of long-term prognosis in acute kidney injury survivors who require continuous renal replacement therapy after cardiovascular surgery,2019,3
tsutomu inoue,Predictors of long-term prognosis in acute kidney injury survivors who require continuous renal replacement therapy after cardiovascular surgery,2019,3
yoichi ohno,Predictors of long-term prognosis in acute kidney injury survivors who require continuous renal replacement therapy after cardiovascular surgery,2019,3
hiroyuki nakajima,Predictors of long-term prognosis in acute kidney injury survivors who require continuous renal replacement therapy after cardiovascular surgery,2019,3
hirokazu okada,Predictors of long-term prognosis in acute kidney injury survivors who require continuous renal replacement therapy after cardiovascular surgery,2019,3
martin jensen mækelæ,Deliberate reasoning is not affected by language,2019,7
gerit pfuhl,Deliberate reasoning is not affected by language,2019,7
baukje m dotinga,Longitudinal growth and emotional and behavioral problems at age 7 in moderate and late preterms,2019,6
andrea f de winter,Longitudinal growth and emotional and behavioral problems at age 7 in moderate and late preterms,2019,6
inger f a boccatjeertes,Longitudinal growth and emotional and behavioral problems at age 7 in moderate and late preterms,2019,6
jorien m kerstjens,Longitudinal growth and emotional and behavioral problems at age 7 in moderate and late preterms,2019,6
sijmen a reijneveld,Longitudinal growth and emotional and behavioral problems at age 7 in moderate and late preterms,2019,6
arend f bos,Longitudinal growth and emotional and behavioral problems at age 7 in moderate and late preterms,2019,6
jinxiang xi,Correlating exhaled aerosol images to small airway obstructive diseases: A study with dynamic mode decomposition and machine learning,2019,5
weizhong zhao,Correlating exhaled aerosol images to small airway obstructive diseases: A study with dynamic mode decomposition and machine learning,2019,5
anna n pushkin,Cannabinoid and nicotine exposure during adolescence induces sex-specific effects on anxiety- and reward-related behaviors during adulthood,2019,11
angeline j eugene,Cannabinoid and nicotine exposure during adolescence induces sex-specific effects on anxiety- and reward-related behaviors during adulthood,2019,11
valeria lallai,Cannabinoid and nicotine exposure during adolescence induces sex-specific effects on anxiety- and reward-related behaviors during adulthood,2019,11
alan torresmendoza,Cannabinoid and nicotine exposure during adolescence induces sex-specific effects on anxiety- and reward-related behaviors during adulthood,2019,11
j p fowler,Cannabinoid and nicotine exposure during adolescence induces sex-specific effects on anxiety- and reward-related behaviors during adulthood,2019,11
edison chen,Cannabinoid and nicotine exposure during adolescence induces sex-specific effects on anxiety- and reward-related behaviors during adulthood,2019,11
christie d fowler,Cannabinoid and nicotine exposure during adolescence induces sex-specific effects on anxiety- and reward-related behaviors during adulthood,2019,11
tania gioia,Evolution of SSR diversity from wild types to U.S. advanced cultivars in the Andean and Mesoamerican domestications of common bean (Phaseolus vulgaris),2019,7
giuseppina logozzo,Evolution of SSR diversity from wild types to U.S. advanced cultivars in the Andean and Mesoamerican domestications of common bean (Phaseolus vulgaris),2019,7
stefania marzario,Evolution of SSR diversity from wild types to U.S. advanced cultivars in the Andean and Mesoamerican domestications of common bean (Phaseolus vulgaris),2019,7
pierluigi spagnoletti zeuli,Evolution of SSR diversity from wild types to U.S. advanced cultivars in the Andean and Mesoamerican domestications of common bean (Phaseolus vulgaris),2019,7
