name,title,year,citations
hannah arem,"Pre- and post-diagnosis physical activity, television viewing, and mortality among hematologic cancer survivors",2018,5
christina hart,"Pre- and post-diagnosis physical activity, television viewing, and mortality among hematologic cancer survivors",2018,5
wolfgang herr,"Pre- and post-diagnosis physical activity, television viewing, and mortality among hematologic cancer survivors",2018,5
carmen jochem,"Pre- and post-diagnosis physical activity, television viewing, and mortality among hematologic cancer survivors",2018,5
charles e matthews,"Pre- and post-diagnosis physical activity, television viewing, and mortality among hematologic cancer survivors",2018,5
michael f leitzmann,"Pre- and post-diagnosis physical activity, television viewing, and mortality among hematologic cancer survivors",2018,5
diane uschner,The impact of selection bias in randomized multi-arm parallel group clinical trials,2018,5
ralfdieter hilgers,The impact of selection bias in randomized multi-arm parallel group clinical trials,2018,5
nicole heussen,The impact of selection bias in randomized multi-arm parallel group clinical trials,2018,5
frida petersson,Platelet activation and aggregation by the opportunistic pathogen Cutibacterium (Propionibacterium) acnes,2018,3
ola kilsgård,Platelet activation and aggregation by the opportunistic pathogen Cutibacterium (Propionibacterium) acnes,2018,3
oonagh shannon,Platelet activation and aggregation by the opportunistic pathogen Cutibacterium (Propionibacterium) acnes,2018,3
rolf lood,Platelet activation and aggregation by the opportunistic pathogen Cutibacterium (Propionibacterium) acnes,2018,3
chiara milanese,Metabolic effect of bodyweight whole-body vibration in a 20-min exercise session: A crossover study using verified vibration stimulus,2018,6
valentina cavedon,Metabolic effect of bodyweight whole-body vibration in a 20-min exercise session: A crossover study using verified vibration stimulus,2018,6
marco sandri,Metabolic effect of bodyweight whole-body vibration in a 20-min exercise session: A crossover study using verified vibration stimulus,2018,6
enrico tam,Metabolic effect of bodyweight whole-body vibration in a 20-min exercise session: A crossover study using verified vibration stimulus,2018,6
francesco piscitelli,Metabolic effect of bodyweight whole-body vibration in a 20-min exercise session: A crossover study using verified vibration stimulus,2018,6
federico boschi,Metabolic effect of bodyweight whole-body vibration in a 20-min exercise session: A crossover study using verified vibration stimulus,2018,6
carlo zancanaro,Metabolic effect of bodyweight whole-body vibration in a 20-min exercise session: A crossover study using verified vibration stimulus,2018,6
lucy mupfumi,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
sikhulile moyo,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
kesaobaka molebatsi,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
prisca k thami,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
motswedi anderson,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
tuelo mogashoa,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
thato iketleng,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
joseph makhema,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
ric marlink,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
ishmael kasvosve,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
max essex,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
rosemary m musonda,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
simani gaseitsiwe,Immunological non-response and low hemoglobin levels are predictors of incident tuberculosis among HIV-infected individuals on Truvada-based therapy in Botswana,2018,5
yong xu,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
fei yu,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
xinzheng li,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
lin ma,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
dong dong,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
qi kou,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
jixing sui,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
zhibin gan,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
lin gong,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
mei yang,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
yueyun wang,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
yue sun,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
jinbao wang,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
hongfa wang,"Spatiotemporal patterns of the macrofaunal community structure in the East China Sea, off the coast of Zhejiang, China, and the impact of the Kuroshio Branch Current",2018,6
alan caio r marques,Ant genera identification using an ensemble of convolutional neural networks,2018,6
marcos m raimundo,Ant genera identification using an ensemble of convolutional neural networks,2018,6
ellen marianne b cavalheiro,Ant genera identification using an ensemble of convolutional neural networks,2018,6
luis f p salles,Ant genera identification using an ensemble of convolutional neural networks,2018,6
christiano lyra,Ant genera identification using an ensemble of convolutional neural networks,2018,6
fernando j von zuben,Ant genera identification using an ensemble of convolutional neural networks,2018,6
jureeporn chuerduangphui,"Effects of arecoline on proliferation of oral squamous cell carcinoma cells by dysregulating c-Myc and miR-22, directly targeting oncostatin M",2018,15
tipaya ekalaksananan,"Effects of arecoline on proliferation of oral squamous cell carcinoma cells by dysregulating c-Myc and miR-22, directly targeting oncostatin M",2018,15
ponlatham chaiyarit,"Effects of arecoline on proliferation of oral squamous cell carcinoma cells by dysregulating c-Myc and miR-22, directly targeting oncostatin M",2018,15
natcha patarapadungkit,"Effects of arecoline on proliferation of oral squamous cell carcinoma cells by dysregulating c-Myc and miR-22, directly targeting oncostatin M",2018,15
apinya chotiyano,"Effects of arecoline on proliferation of oral squamous cell carcinoma cells by dysregulating c-Myc and miR-22, directly targeting oncostatin M",2018,15
bunkerd kongyingyoes,"Effects of arecoline on proliferation of oral squamous cell carcinoma cells by dysregulating c-Myc and miR-22, directly targeting oncostatin M",2018,15
supannee promthet,"Effects of arecoline on proliferation of oral squamous cell carcinoma cells by dysregulating c-Myc and miR-22, directly targeting oncostatin M",2018,15
chamsai pientong,"Effects of arecoline on proliferation of oral squamous cell carcinoma cells by dysregulating c-Myc and miR-22, directly targeting oncostatin M",2018,15
anderson b mayfield,The proteomic response of the reef coral Pocillopora acuta to experimentally elevated temperatures,2018,20
yijyun chen,The proteomic response of the reef coral Pocillopora acuta to experimentally elevated temperatures,2018,20
chiyu lu,The proteomic response of the reef coral Pocillopora acuta to experimentally elevated temperatures,2018,20
chiishiarng chen,The proteomic response of the reef coral Pocillopora acuta to experimentally elevated temperatures,2018,20
ziyao zhou,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
furui liu,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
xinyue zhang,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
xiaoxiao zhou,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
zhijun zhong,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
huaiyi su,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
jin li,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
haozhou li,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
fan feng,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
jingchao lan,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
zhihe zhang,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
hualin fu,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
yanchun hu,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
suizhong cao,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
weigang chen,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
jiabo deng,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
jianqiu yu,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
wenping zhang,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
guangneng peng,Cellulose-dependent expression and antibacterial characteristics of surfactin from Bacillus subtilis HH2 isolated from the giant panda,2018,2
david a cook,"Practice variation and practice guidelines: Attitudes of generalist and specialist physicians, nurse practitioners, and physician assistants",2018,14
laurie j pencille,"Practice variation and practice guidelines: Attitudes of generalist and specialist physicians, nurse practitioners, and physician assistants",2018,14
denise m dupras,"Practice variation and practice guidelines: Attitudes of generalist and specialist physicians, nurse practitioners, and physician assistants",2018,14
jane a linderbaum,"Practice variation and practice guidelines: Attitudes of generalist and specialist physicians, nurse practitioners, and physician assistants",2018,14
v shane pankratz,"Practice variation and practice guidelines: Attitudes of generalist and specialist physicians, nurse practitioners, and physician assistants",2018,14
john m wilkinson,"Practice variation and practice guidelines: Attitudes of generalist and specialist physicians, nurse practitioners, and physician assistants",2018,14
zilin gao,The structural balance analysis of complex dynamical networks based on nodes' dynamical couplings,2018,13
yinhe wang,The structural balance analysis of complex dynamical networks based on nodes' dynamical couplings,2018,13
soria eladak,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
delphine moison,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
mariejustine guerquin,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
gabriele matilionyte,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
karen kilcoyne,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
thierry n’tumbabyn,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
sébastien messiaen,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
yoann deceuninck,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
stéphanie pozzigaudin,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
alexandra benachi,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
gabriel livera,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
jeanphilippe antignac,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
rod mitchell,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
virginie rouillerfabre,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
rené habert,Effects of environmental Bisphenol A exposures on germ cell development and Leydig cell function in the human fetal testis,2018,15
ibrahim hamad,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
rita abou abdallah,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
isabelle ravaux,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
saadia mokhtari,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
hervé tissotdupont,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
caroline michelle,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
andreas stein,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
jeanchristophe lagier,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
didier raoult,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
fadi bittar,Metabarcoding analysis of eukaryotic microbiota in the gut of HIV-infected patients,2018,9
helena prechtel,Somatodendritic surface expression of epitope-tagged and KChIP binding-deficient Kv4.2 channels in hippocampal neurons,2018,2
sven hartmann,Somatodendritic surface expression of epitope-tagged and KChIP binding-deficient Kv4.2 channels in hippocampal neurons,2018,2
daniel minge,Somatodendritic surface expression of epitope-tagged and KChIP binding-deficient Kv4.2 channels in hippocampal neurons,2018,2
robert bähring,Somatodendritic surface expression of epitope-tagged and KChIP binding-deficient Kv4.2 channels in hippocampal neurons,2018,2
itxaso barberia,A short educational intervention diminishes causal illusions and specific paranormal beliefs in undergraduates,2018,5
elisabet tubau,A short educational intervention diminishes causal illusions and specific paranormal beliefs in undergraduates,2018,5
helena matute,A short educational intervention diminishes causal illusions and specific paranormal beliefs in undergraduates,2018,5
javier rodríguezferreiro,A short educational intervention diminishes causal illusions and specific paranormal beliefs in undergraduates,2018,5
lucinda cashgibson,Inequalities in global health inequalities research: A 50-year bibliometric analysis (1966-2015),2018,36
diego f rojasgualdrón,Inequalities in global health inequalities research: A 50-year bibliometric analysis (1966-2015),2018,36
juan m pericàs,Inequalities in global health inequalities research: A 50-year bibliometric analysis (1966-2015),2018,36
joan benach,Inequalities in global health inequalities research: A 50-year bibliometric analysis (1966-2015),2018,36
sabine rech,Anthropogenic marine litter composition in coastal areas may be a predictor of potentially invasive rafting fauna,2018,20
yaisel j borrell pichs,Anthropogenic marine litter composition in coastal areas may be a predictor of potentially invasive rafting fauna,2018,20
eva garcíavazquez,Anthropogenic marine litter composition in coastal areas may be a predictor of potentially invasive rafting fauna,2018,20
rebecca erschens,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
anne herrmann–werner,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
katharina eva keifenheim,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
teresa loda,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
till johannes bugaj,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
christoph nikendei,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
maria lammerding–köppel,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
stephan zipfel,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
florian junne,Differential determination of perceived stress in medical students and high-school graduates due to private and training-related stressors,2018,17
josé a del campo,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
marta garcíavaldecasas,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
antonio gilgómez,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
ángela rojas,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
paloma gallego,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
javier ampuero,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
rocío gallegodurán,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
helena pastor,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
lourdes grande,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
francisco j padillo,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
jordi muntané,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
manuel romerogómez,Simvastatin and metformin inhibit cell growth in hepatitis C virus infected cells via mTOR increasing PTEN and autophagy,2018,10
qianwen wang,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
yun su,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
jiangtao sheng,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
liming gu,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
ying zhao,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
xiaoxuan chen,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
cheng chen,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
weizhong li,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
kangsheng li,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
jianping dai,"Anti-influenza A virus activity of rhein through regulating oxidative stress, TLR4, Akt, MAPK, and NF-κB signal pathways",2018,25
josé g dias,Exploring unobserved household living conditions in multilevel choice modeling: An application to contraceptive adoption by Indian women,2018,0
isabel tiago de oliveira,Exploring unobserved household living conditions in multilevel choice modeling: An application to contraceptive adoption by Indian women,2018,0
maximilian könig,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
johanna drewelies,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
kristina norman,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
dominik spira,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
nikolaus buchmann,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
gizem hülür,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
peter eibich,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
gert g wagner,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
ulman lindenberger,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
elisabeth steinhagenthiessen,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
denis gerstorf,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
ilja demuth,Historical trends in modifiable indicators of cardiovascular health and self-rated health among older adults: Cohort differences over 20 years between the Berlin Aging Study (BASE) and the Berlin Aging Study II (BASE-II),2018,10
alice theadom,Population-based cohort study of the impacts of mild traumatic brain injury in adults four years post-injury,2018,25
nicola starkey,Population-based cohort study of the impacts of mild traumatic brain injury in adults four years post-injury,2018,25
suzanne barkercollo,Population-based cohort study of the impacts of mild traumatic brain injury in adults four years post-injury,2018,25
kelly jones,Population-based cohort study of the impacts of mild traumatic brain injury in adults four years post-injury,2018,25
shanthi ameratunga,Population-based cohort study of the impacts of mild traumatic brain injury in adults four years post-injury,2018,25
valery feigin,Population-based cohort study of the impacts of mild traumatic brain injury in adults four years post-injury,2018,25
on behalf of the bionic4you research group,Population-based cohort study of the impacts of mild traumatic brain injury in adults four years post-injury,2018,25
nicholas di paola,Does adaptation to vertebrate codon usage relate to flavivirus emergence potential?,2018,7
caio césar de melo freire,Does adaptation to vertebrate codon usage relate to flavivirus emergence potential?,2018,7
paolo marinho de andrade zanotto,Does adaptation to vertebrate codon usage relate to flavivirus emergence potential?,2018,7
ehsan parvaresh rizi,"A high carbohydrate, but not fat or protein meal attenuates postprandial ghrelin, PYY and GLP-1 responses in Chinese men",2018,14
tze ping loh,"A high carbohydrate, but not fat or protein meal attenuates postprandial ghrelin, PYY and GLP-1 responses in Chinese men",2018,14
sonia baig,"A high carbohydrate, but not fat or protein meal attenuates postprandial ghrelin, PYY and GLP-1 responses in Chinese men",2018,14
