name,title,year,citations
scott a chisholm,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
emma mchugh,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
rachel lundie,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
matthew w a dixon,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
sreejoyee ghosh,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
meredith o’keefe,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
leann tilley,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
ming kalanon,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
tania f de koningward,Contrasting Inducible Knockdown of the Auxiliary PTEX Component PTEX88 in P. falciparum and P. berghei Unmasks a Role in Parasite Virulence,2016,16
gilles vergnaud,"Comparison of French and Worldwide Bacillus anthracis Strains Favors a Recent, Post-Columbian Origin of the Predominant North-American Clade",2016,16
guillaume girault,"Comparison of French and Worldwide Bacillus anthracis Strains Favors a Recent, Post-Columbian Origin of the Predominant North-American Clade",2016,16
simon thierry,"Comparison of French and Worldwide Bacillus anthracis Strains Favors a Recent, Post-Columbian Origin of the Predominant North-American Clade",2016,16
christine pourcel,"Comparison of French and Worldwide Bacillus anthracis Strains Favors a Recent, Post-Columbian Origin of the Predominant North-American Clade",2016,16
nora madani,"Comparison of French and Worldwide Bacillus anthracis Strains Favors a Recent, Post-Columbian Origin of the Predominant North-American Clade",2016,16
yann blouin,"Comparison of French and Worldwide Bacillus anthracis Strains Favors a Recent, Post-Columbian Origin of the Predominant North-American Clade",2016,16
guoqiang fan,Comparative Analysis and Identification of miRNAs and Their Target Genes Responsive to Salt Stress in Diploid and Tetraploid Paulownia fortunei Seedlings,2016,14
xiaoyu li,Comparative Analysis and Identification of miRNAs and Their Target Genes Responsive to Salt Stress in Diploid and Tetraploid Paulownia fortunei Seedlings,2016,14
minjie deng,Comparative Analysis and Identification of miRNAs and Their Target Genes Responsive to Salt Stress in Diploid and Tetraploid Paulownia fortunei Seedlings,2016,14
zhenli zhao,Comparative Analysis and Identification of miRNAs and Their Target Genes Responsive to Salt Stress in Diploid and Tetraploid Paulownia fortunei Seedlings,2016,14
lu yang,Comparative Analysis and Identification of miRNAs and Their Target Genes Responsive to Salt Stress in Diploid and Tetraploid Paulownia fortunei Seedlings,2016,14
lisbeth drozd lund,D-Alanylation of Teichoic Acids and Loss of Poly-N-Acetyl Glucosamine in Staphylococcus aureus during Exponential Growth Phase Enhance IL-12 Production in Murine Dendritic Cells,2016,6
hanne ingmer,D-Alanylation of Teichoic Acids and Loss of Poly-N-Acetyl Glucosamine in Staphylococcus aureus during Exponential Growth Phase Enhance IL-12 Production in Murine Dendritic Cells,2016,6
hanne frøkiær,D-Alanylation of Teichoic Acids and Loss of Poly-N-Acetyl Glucosamine in Staphylococcus aureus during Exponential Growth Phase Enhance IL-12 Production in Murine Dendritic Cells,2016,6
manisha sharma,BjuB.CYP79F1 Regulates Synthesis of Propyl Fraction of Aliphatic Glucosinolates in Oilseed Mustard Brassica juncea: Functional Validation through Genetic and Transgenic Approaches,2016,6
arundhati mukhopadhyay,BjuB.CYP79F1 Regulates Synthesis of Propyl Fraction of Aliphatic Glucosinolates in Oilseed Mustard Brassica juncea: Functional Validation through Genetic and Transgenic Approaches,2016,6
vibha gupta,BjuB.CYP79F1 Regulates Synthesis of Propyl Fraction of Aliphatic Glucosinolates in Oilseed Mustard Brassica juncea: Functional Validation through Genetic and Transgenic Approaches,2016,6
deepak pental,BjuB.CYP79F1 Regulates Synthesis of Propyl Fraction of Aliphatic Glucosinolates in Oilseed Mustard Brassica juncea: Functional Validation through Genetic and Transgenic Approaches,2016,6
akshay k pradhan,BjuB.CYP79F1 Regulates Synthesis of Propyl Fraction of Aliphatic Glucosinolates in Oilseed Mustard Brassica juncea: Functional Validation through Genetic and Transgenic Approaches,2016,6
d devakumar,Association between Birth Interval and Cardiovascular Outcomes at 30 Years of Age: A Prospective Cohort Study from Brazil,2016,1
p c hallal,Association between Birth Interval and Cardiovascular Outcomes at 30 Years of Age: A Prospective Cohort Study from Brazil,2016,1
b l horta,Association between Birth Interval and Cardiovascular Outcomes at 30 Years of Age: A Prospective Cohort Study from Brazil,2016,1
f c barros,Association between Birth Interval and Cardiovascular Outcomes at 30 Years of Age: A Prospective Cohort Study from Brazil,2016,1
j c k wells,Association between Birth Interval and Cardiovascular Outcomes at 30 Years of Age: A Prospective Cohort Study from Brazil,2016,1
olivier manigart,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
caroline trotter,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
helen findlow,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
abraham assefa,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
wude mihret,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
tesfaye moti demisse,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
biruk yeshitela,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
isaac osei,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
abraham hodgson,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
stephen laryea quaye,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
samba sow,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
mamadou coulibaly,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
kanny diallo,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
awa traore,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
jeanmarc collard,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
rahamatou moustapha boukary,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
oumarou djermakoye,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
ali elhaji mahamane,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
jeanfrançois jusot,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
cheikh sokhna,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
serge alavo,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
souleymane doucoure,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
el hadj ba,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
mariétou dieng,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
aldiouma diallo,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
doumagoum moto daugla,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
babatunji omotara,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
daniel chandramohan,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
musa hassanking,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
maria nascimento,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
arouna woukeu,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
ray borrow,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
james m stuart,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
brian greenwood,A Seroepidemiological Study of Serogroup A Meningococcal Infection in the African Meningitis Belt,2016,4
victor virlogeux,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
juan yang,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
vicky j fang,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
luzhao feng,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
tim k tsang,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
hui jiang,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
peng wu,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
jiandong zheng,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
eric h y lau,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
ying qin,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
zhibin peng,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
j s malik peiris,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
hongjie yu,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
benjamin j cowling,Association between the Severity of Influenza A(H7N9) Virus Infections and Length of the Incubation Period,2016,11
jonathan m pitt,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
simon blankley,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
krzysztof potempa,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
christine m graham,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
lucia moreirateixeira,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
finlay w mcnab,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
ashleigh howes,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
evangelos stavropoulos,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
virginia pascual,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
jacques banchereau,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
damien chaussabel,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
anne o’garra,Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
lucas wardil,Targeted Cooperative Actions Shape Social Networks,2016,5
christoph hauert,Targeted Cooperative Actions Shape Social Networks,2016,5
nikki r kong,MEF2C and EBF1 Co-regulate B Cell-Specific Transcription,2016,14
matthew davis,MEF2C and EBF1 Co-regulate B Cell-Specific Transcription,2016,14
li chai,MEF2C and EBF1 Co-regulate B Cell-Specific Transcription,2016,14
astar winoto,MEF2C and EBF1 Co-regulate B Cell-Specific Transcription,2016,14
robert tjian,MEF2C and EBF1 Co-regulate B Cell-Specific Transcription,2016,14
julia c hartung,Reliability of Single-Use PEEP-Valves Attached to Self-Inflating Bags during Manual Ventilation of Neonates – An In Vitro Study,2016,8
silke wilitzki,Reliability of Single-Use PEEP-Valves Attached to Self-Inflating Bags during Manual Ventilation of Neonates – An In Vitro Study,2016,8
marta thiolluch,Reliability of Single-Use PEEP-Valves Attached to Self-Inflating Bags during Manual Ventilation of Neonates – An In Vitro Study,2016,8
arjan b te pas,Reliability of Single-Use PEEP-Valves Attached to Self-Inflating Bags during Manual Ventilation of Neonates – An In Vitro Study,2016,8
gerd schmalisch,Reliability of Single-Use PEEP-Valves Attached to Self-Inflating Bags during Manual Ventilation of Neonates – An In Vitro Study,2016,8
charles c roehr,Reliability of Single-Use PEEP-Valves Attached to Self-Inflating Bags during Manual Ventilation of Neonates – An In Vitro Study,2016,8
loris nanni,Texture Descriptors Ensembles Enable Image-Based Classification of Maturation of Human Stem Cell-Derived Retinal Pigmented Epithelium,2016,14
michelangelo paci,Texture Descriptors Ensembles Enable Image-Based Classification of Maturation of Human Stem Cell-Derived Retinal Pigmented Epithelium,2016,14
florentino luciano caetano dos santos,Texture Descriptors Ensembles Enable Image-Based Classification of Maturation of Human Stem Cell-Derived Retinal Pigmented Epithelium,2016,14
heli skottman,Texture Descriptors Ensembles Enable Image-Based Classification of Maturation of Human Stem Cell-Derived Retinal Pigmented Epithelium,2016,14
kati juutiuusitalo,Texture Descriptors Ensembles Enable Image-Based Classification of Maturation of Human Stem Cell-Derived Retinal Pigmented Epithelium,2016,14
jari hyttinen,Texture Descriptors Ensembles Enable Image-Based Classification of Maturation of Human Stem Cell-Derived Retinal Pigmented Epithelium,2016,14
xifeng wang,"A Comprehensive Analysis of the Phylogeny, Genomic Organization and Expression of Immunoglobulin Light Chain Genes in Alligator sinensis, an Endangered Reptile Species",2016,4
gang cheng,"A Comprehensive Analysis of the Phylogeny, Genomic Organization and Expression of Immunoglobulin Light Chain Genes in Alligator sinensis, an Endangered Reptile Species",2016,4
yan lu,"A Comprehensive Analysis of the Phylogeny, Genomic Organization and Expression of Immunoglobulin Light Chain Genes in Alligator sinensis, an Endangered Reptile Species",2016,4
chenglin zhang,"A Comprehensive Analysis of the Phylogeny, Genomic Organization and Expression of Immunoglobulin Light Chain Genes in Alligator sinensis, an Endangered Reptile Species",2016,4
xiaobing wu,"A Comprehensive Analysis of the Phylogeny, Genomic Organization and Expression of Immunoglobulin Light Chain Genes in Alligator sinensis, an Endangered Reptile Species",2016,4
haitang han,"A Comprehensive Analysis of the Phylogeny, Genomic Organization and Expression of Immunoglobulin Light Chain Genes in Alligator sinensis, an Endangered Reptile Species",2016,4
yaofeng zhao,"A Comprehensive Analysis of the Phylogeny, Genomic Organization and Expression of Immunoglobulin Light Chain Genes in Alligator sinensis, an Endangered Reptile Species",2016,4
liming ren,"A Comprehensive Analysis of the Phylogeny, Genomic Organization and Expression of Immunoglobulin Light Chain Genes in Alligator sinensis, an Endangered Reptile Species",2016,4
charles a berdan,Inhibition of Monoacylglycerol Lipase Activity Decreases Glucose-Stimulated Insulin Secretion in INS-1 (832/13) Cells and Rat Islets,2016,10
karel a erion,Inhibition of Monoacylglycerol Lipase Activity Decreases Glucose-Stimulated Insulin Secretion in INS-1 (832/13) Cells and Rat Islets,2016,10
nathan e burritt,Inhibition of Monoacylglycerol Lipase Activity Decreases Glucose-Stimulated Insulin Secretion in INS-1 (832/13) Cells and Rat Islets,2016,10
barbara e corkey,Inhibition of Monoacylglycerol Lipase Activity Decreases Glucose-Stimulated Insulin Secretion in INS-1 (832/13) Cells and Rat Islets,2016,10
jude t deeney,Inhibition of Monoacylglycerol Lipase Activity Decreases Glucose-Stimulated Insulin Secretion in INS-1 (832/13) Cells and Rat Islets,2016,10
jun gao,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
jiansong ji,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
xuemei ding,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
shan ke,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
zonghai xin,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
chunmin ning,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
shigang guo,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
xiaolong li,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
yonghong dong,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
wenbing sun,Laparoscopic Radiofrequency Ablation for Large Subcapsular Hepatic Hemangiomas: Technical and Clinical Outcomes,2016,16
edith roset bahmanyar,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
william cairns smith,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
patrick brennan,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
ray cummings,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
malcolm duthie,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
jan hendrik richardus,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
paul saunderson,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
tin shwe,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
steven rosen,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
annemieke geluk,Leprosy Diagnostic Test Development As a Prerequisite Towards Elimination: Requirements from the User’s Perspective,2016,15
masayuki wada,Effect of Serum Cholesterol on Insulin Secretory Capacity: Shimane CoHRE Study,2016,3
shozo yano,Effect of Serum Cholesterol on Insulin Secretory Capacity: Shimane CoHRE Study,2016,3
tsuyoshi hamano,Effect of Serum Cholesterol on Insulin Secretory Capacity: Shimane CoHRE Study,2016,3
toru nabika,Effect of Serum Cholesterol on Insulin Secretory Capacity: Shimane CoHRE Study,2016,3
shunichi kumakura,Effect of Serum Cholesterol on Insulin Secretory Capacity: Shimane CoHRE Study,2016,3
jung kwon kim,Clinical Nomograms to Predict Stone-Free Rates after Shock-Wave Lithotripsy: Development and Internal-Validation,2016,12
seung beom ha,Clinical Nomograms to Predict Stone-Free Rates after Shock-Wave Lithotripsy: Development and Internal-Validation,2016,12
chan hoo jeon,Clinical Nomograms to Predict Stone-Free Rates after Shock-Wave Lithotripsy: Development and Internal-Validation,2016,12
jong jin oh,Clinical Nomograms to Predict Stone-Free Rates after Shock-Wave Lithotripsy: Development and Internal-Validation,2016,12
sung yong cho,Clinical Nomograms to Predict Stone-Free Rates after Shock-Wave Lithotripsy: Development and Internal-Validation,2016,12
seungjune oh,Clinical Nomograms to Predict Stone-Free Rates after Shock-Wave Lithotripsy: Development and Internal-Validation,2016,12
hyeon hoe kim,Clinical Nomograms to Predict Stone-Free Rates after Shock-Wave Lithotripsy: Development and Internal-Validation,2016,12
chang wook jeong,Clinical Nomograms to Predict Stone-Free Rates after Shock-Wave Lithotripsy: Development and Internal-Validation,2016,12
yuichiro yano,Simulation of Daily Snapshot Rhythm Monitoring to Identify Atrial Fibrillation in Continuously Monitored Patients with Stroke Risk Factors,2016,6
philip greenland,Simulation of Daily Snapshot Rhythm Monitoring to Identify Atrial Fibrillation in Continuously Monitored Patients with Stroke Risk Factors,2016,6
donald m lloydjones,Simulation of Daily Snapshot Rhythm Monitoring to Identify Atrial Fibrillation in Continuously Monitored Patients with Stroke Risk Factors,2016,6
emile g daoud,Simulation of Daily Snapshot Rhythm Monitoring to Identify Atrial Fibrillation in Continuously Monitored Patients with Stroke Risk Factors,2016,6
jodi l koehler,Simulation of Daily Snapshot Rhythm Monitoring to Identify Atrial Fibrillation in Continuously Monitored Patients with Stroke Risk Factors,2016,6
paul d ziegler,Simulation of Daily Snapshot Rhythm Monitoring to Identify Atrial Fibrillation in Continuously Monitored Patients with Stroke Risk Factors,2016,6
marcia r weaver,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
sarah m burnett,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
ian crozier,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
stephen n kinoti,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
ibrahim kirunda,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
martin k mbonye,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
sarah naikoba,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
allan ronald,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
timothy rubashembusya,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
stella zawedde,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
kelly s willis,Correction: Improving Facility Performance in Infectious Disease Care in Uganda: A Mixed Design Study with Pre/Post and Cluster Randomized Trial Components,2016,0
zhiyong li,"Drone and Worker Brood Microclimates Are Regulated Differentially in Honey Bees, Apis mellifera",2016,9
zachary y huang,"Drone and Worker Brood Microclimates Are Regulated Differentially in Honey Bees, Apis mellifera",2016,9
dhruv b sharma,"Drone and Worker Brood Microclimates Are Regulated Differentially in Honey Bees, Apis mellifera",2016,9
yunbo xue,"Drone and Worker Brood Microclimates Are Regulated Differentially in Honey Bees, Apis mellifera",2016,9
zhi wang,"Drone and Worker Brood Microclimates Are Regulated Differentially in Honey Bees, Apis mellifera",2016,9
bingzhong ren,"Drone and Worker Brood Microclimates Are Regulated Differentially in Honey Bees, Apis mellifera",2016,9
mariam ibáñez,The Mutational Landscape of Acute Promyelocytic Leukemia Reveals an Interacting Network of Co-Occurrences and Recurrent Mutations,2016,18
josé carbonellcaballero,The Mutational Landscape of Acute Promyelocytic Leukemia Reveals an Interacting Network of Co-Occurrences and Recurrent Mutations,2016,18
luz garcíaalonso,The Mutational Landscape of Acute Promyelocytic Leukemia Reveals an Interacting Network of Co-Occurrences and Recurrent Mutations,2016,18
esperanza such,The Mutational Landscape of Acute Promyelocytic Leukemia Reveals an Interacting Network of Co-Occurrences and Recurrent Mutations,2016,18
jorge jiménezalmazán,The Mutational Landscape of Acute Promyelocytic Leukemia Reveals an Interacting Network of Co-Occurrences and Recurrent Mutations,2016,18
