title,year,citations
Factors Associated with Influenza Vaccination of Hospitalized Elderly Patients in Spain,2016,9
Inhibitory Effect of Serotonin Antagonist on Leukocyte-Endothelial Interactions In Vivo and In Vitro,2016,6
"A Single-Arm, Proof-Of-Concept Trial of Lopimune (Lopinavir/Ritonavir) as a Treatment for HPV-Related Pre-Invasive Cervical Disease",2016,12
Intraocular Pressure Reduction Is Associated with Reduced Venous Pulsation Pressure,2016,6
"Cerebral Blood Volume ASPECTS Is the Best Predictor of Clinical Outcome in Acute Ischemic Stroke: A Retrospective, Combined Semi-Quantitative and Quantitative Assessment",2016,22
Use of an Electrochemical Split Cell Technique to Evaluate the Influence of Shewanella oneidensis Activities on Corrosion of Carbon Steel,2016,13
BMP-7 Treatment Increases M2 Macrophage Differentiation and Reduces Inflammation and Plaque Formation in Apo E-/- Mice,2016,28
Posterior Cruciate Ligament Retention versus Posterior Stabilization for Total Knee Arthroplasty: A Meta-Analysis,2016,29
Targeted Cooperative Actions Shape Social Networks,2016,5
A Novel High-Throughput Method for Molecular Detection of Human Pathogenic Viruses Using a Nanofluidic Real-Time PCR System,2016,17
Colocalization of the (Pro)renin Receptor/Atp6ap2 with H+-ATPases in Mouse Kidney but Prorenin Does Not Acutely Regulate Intercalated Cell H+-ATPase Activity,2016,16
Non-Native Plant Invasion along Elevation and Canopy Closure Gradients in a Middle Rocky Mountain Ecosystem,2016,22
"Visual Acuity Testing: Feedback Affects Neither Outcome nor Reproducibility, but Leaves Participants Happier",2016,8
"Lethal and Sublethal Toxicity Comparison of BFRs to Three Marine Planktonic Copepods: Effects on Survival, Metabolism and Ingestion",2016,5
Determination of B-Cell Epitopes in Patients with Celiac Disease: Peptide Microarrays,2016,8
Observed Measures of Negative Parenting Predict Brain Development during Adolescence,2016,41
"Mice Abundant in Muricholic Bile Acids Show Resistance to Dietary Induced Steatosis, Weight Gain, and to Impaired Glucose Metabolism",2016,22
Genomic Prediction of Testcross Performance in Canola (Brassica napus),2016,35
FoxC2 Enhances BMP7-Mediated Anabolism in Nucleus Pulposus Cells of the Intervertebral Disc,2016,6
Predator Diet and Trophic Position Modified with Altered Habitat Morphology,2016,18
"Antimicrobial Resistance and Molecular Epidemiology of Escherichia coli Causing Bloodstream Infections in Three Hospitals in Shanghai, China",2016,30
K+ Channel Inhibition Differentially Regulates Migration of Intestinal Epithelial Cells in Inflamed vs. Non-Inflamed Conditions in a PI3K/Akt-Mediated Manner,2016,8
Tracking Plasticity: Effects of Long-Term Rehearsal in Expert Dancers Encoding Music to Movement,2016,26
Curcumin Ameliorates the Reduction Effect of PGE2 on Fibrillar β-Amyloid Peptide (1-42)-Induced Microglial Phagocytosis through the Inhibition of EP2-PKA Signaling in N9 Microglial Cells,2016,7
"Dietary Supplementation with Organoselenium Accelerates Recovery of Bladder Expression, but Does Not Improve Locomotor Function, following Spinal Cord Injury",2016,2
Glutamate Dehydrogenase Is Required by Mycobacterium bovis BCG for Resistance to Cellular Stress,2016,12
In-Silico Computing of the Most Deleterious nsSNPs in HBA1 Gene,2016,18
Factors Influencing Intraocular Pressure Changes after Laser In Situ Keratomileusis with Flaps Created by Femtosecond Laser or Mechanical Microkeratome,2016,8
"Benefit Cost Analysis of Three Skin Cancer Public Education Mass-Media Campaigns Implemented in New South Wales, Australia",2016,26
Aberrations Involving Chromosome 1 as a Possible Predictor of Odds Ratio for Colon Cancer - Results from the Krakow Case-Control Study,2016,0
Impacts of Perinatal Dioxin Exposure on Motor Coordination and Higher Cognitive Development in Vietnamese Preschool Children: A Five-Year Follow-Up,2016,26
"Offshore Habitat Preference of Overwintering Juvenile and Adult Black Sea Bass, Centropristis striata, and the Relationship to Year-Class Success",2016,5
ABA Is Required for Plant Acclimation to a Combination of Salt and Heat Stress,2016,98
Deception Undermines the Stability of Cooperation in Games of Indirect Reciprocity,2016,6
Prevalence and Correlates of Smoking and Readiness to Quit Smoking in People Living with HIV in Austria and Germany,2016,17
Differential Subplastidial Localization and Turnover of Enzymes Involved in Isoprenoid Biosynthesis in Chloroplasts,2016,15
Single Stage Surgical Outcomes for Large Angle Intermittent Exotropia,2016,6
Six Serum miRNAs Fail to Validate as Myotonic Dystrophy Type 1 Biomarkers,2016,2
Morpho-Physiological and Proteome Level Responses to Cadmium Stress in Sorghum,2016,27
Honey Bees Modulate Their Olfactory Learning in the Presence of Hornet Predators and Alarm Component,2016,16
Genotype-Specific Interaction of Latent TGFβ Binding Protein 4 with TGFβ,2016,8
Movement Discordance between Healthy and Non-Healthy US Adults,2016,1
Therapeutic Effects of Procainamide on Endotoxin-Induced Rhabdomyolysis in Rats,2016,2
Spouse-to-Spouse Transmission and Evolution of Hypervariable Region 1 and 5’ Untranslated Region of Hepatitis C Virus Analyzed by Next-Generation Sequencing,2016,3
Red Blood Cell Distribution Width Is Associated with Severity of Leukoaraiosis,2016,8
Effect of Saccharomyces boulardii and Mode of Delivery on the Early Development of the Gut Microbial Community in Preterm Infants,2016,14
XX/XY System of Sex Determination in the Geophilomorph Centipede Strigamia maritima,2016,9
Novel Applications of Magnetic Cell Sorting to Analyze Cell-Type Specific Gene and Protein Expression in the Central Nervous System,2016,30
The Feasibility and Oncological Safety of Axillary Reverse Mapping in Patients with Breast Cancer: A Systematic Review and Meta-Analysis of Prospective Studies,2016,16
Imputing Variants in HLA-DR Beta Genes Reveals That HLA-DRB1 Is Solely Associated with Rheumatoid Arthritis and Systemic Lupus Erythematosus,2016,10
Selective Killing Effects of Cold Atmospheric Pressure Plasma with NO Induced Dysfunction of Epidermal Growth Factor Receptor in Oral Squamous Cell Carcinoma,2016,22
"""Willing to Pay?"" Tax Compliance in Britain and Italy: An Experimental Analysis",2016,22
Monomeric Amyloid Beta Peptide in Hexafluoroisopropanol Detected by Small Angle Neutron Scattering,2016,22
Biological Characterization of Gene Response to Insulin-Induced Hypoglycemia in Mouse Retina,2016,3
The Transcription Factor Hand1 Is Involved In Runx2-Ihh-Regulated Endochondral Ossification,2016,8
The Detection of Metabolite-Mediated Gene Module Co-Expression Using Multivariate Linear Models,2016,3
Management Impacts on Carbon Dynamics in a Sierra Nevada Mixed Conifer Forest,2016,7
Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,2016,5
Long Non-Coding RNA Malat-1 Is Dispensable during Pressure Overload-Induced Cardiac Remodeling and Failure in Mice,2016,26
"Combined Treatment of MCF-7 Cells with AICAR and Methotrexate, Arrests Cell Cycle and Reverses Warburg Metabolism through AMP-Activated Protein Kinase (AMPK) and FOXO1",2016,24
Pre-Survey Text Messages (SMS) Improve Participation Rate in an Australian Mobile Telephone Survey: An Experimental Study,2016,11
The Functional Significance of Posttranslational Modifications on Polo-Like Kinase 1 Revealed by Chemical Genetic Complementation,2016,9
"Molecular Identification and Echinocandin Susceptibility of Candida parapsilosis Complex Bloodstream Isolates in Italy, 2007–2014",2016,13
High-Fat and Low-Carbohydrate Diets Are Associated with Allergic Rhinitis But Not Asthma or Atopic Dermatitis in Children,2016,9
"The Effect of Recovery Duration on Vastus Lateralis Oxygenation, Heart Rate, Perceived Exertion and Time Motion Descriptors during Small Sided Football Games",2016,8
Optimised Pre-Analytical Methods Improve KRAS Mutation Detection in Circulating Tumour DNA (ctDNA) from Patients with Non-Small Cell Lung Cancer (NSCLC),2016,81
Antifungal Activity and Action Mechanism of Histatin 5-Halocidin Hybrid Peptides against Candida ssp,2016,26
Personal and Network Dynamics in Performance of Knowledge Workers: A Study of Australian Breast Radiologists,2016,2
Bioinformatic Identification and Analysis of Extensins in the Plant Kingdom,2016,29
Solar Simulated Ultraviolet Radiation Induces Global Histone Hypoacetylation in Human Keratinocytes,2016,10
Koopman Invariant Subspaces and Finite Linear Representations of Nonlinear Dynamical Systems for Control,2016,85
Advanced Intestinal Cancers often Maintain a Multi-Ancestral Architecture,2016,3
Diet Switching by Mammalian Herbivores in Response to Exotic Grass Invasion,2016,3
Assessment of the Characteristics of Orientation Distribution Functions in HARDI Using Morphological Metrics,2016,1
Antibody Persistence in Adults Two Years after Vaccination with an H1N1 2009 Pandemic Influenza Virus-Like Particle Vaccine,2016,15
Cold Exposure Can Induce an Exaggerated Early-Morning Blood Pressure Surge in Young Prehypertensives,2016,1
Effects of Cellular Pathway Disturbances on Misfolded Superoxide Dismutase-1 in Fibroblasts Derived from ALS Patients,2016,10
Do Maternal Knowledge and Attitudes towards Childhood Immunizations in Rural Uganda Correlate with Complete Childhood Vaccination?,2016,9
Identifying the Source of a Humoral Factor of Remote (Pre)Conditioning Cardioprotection,2016,37
Baleen Hydrodynamics and Morphology of Cross-Flow Filtration in Balaenid Whale Suspension Feeding,2016,0
Sleep Quality Changes during Overwintering at the German Antarctic Stations Neumayer II and III: The Gender Factor,2016,16
Statistically-Estimated Tree Composition for the Northeastern United States at Euro-American Settlement,2016,14
Lipoprotein X Causes Renal Disease in LCAT Deficiency,2016,28
CD73 Expressed on γδ T Cells Shapes Their Regulatory Effect in Experimental Autoimmune Uveitis,2016,20
Modelling Variable Fire Severity in Boreal Forests: Effects of Fire Intensity and Stand Structure,2016,8
Risk of Bias from Inclusion of Currently Diagnosed or Treated Patients in Studies of Depression Screening Tool Accuracy: A Cross-Sectional Analysis of Recently Published Primary Studies and Meta-Analyses,2016,11
BjuB.CYP79F1 Regulates Synthesis of Propyl Fraction of Aliphatic Glucosinolates in Oilseed Mustard Brassica juncea: Functional Validation through Genetic and Transgenic Approaches,2016,6
"Maternal Prenatal Positive Affect, Depressive and Anxiety Symptoms and Birth Outcomes: The PREDO Study",2016,29
Magnetic Beads Enhance Adhesion of NIH 3T3 Fibroblasts: A Proof-of-Principle In Vitro Study for Implant-Mediated Long-Term Drug Delivery to the Inner Ear,2016,4
Factors Associated with Tuberculosis and Rifampicin-Resistant Tuberculosis amongst Symptomatic Patients in India: A Retrospective Analysis,2016,11
"Limited Amount of Formula May Facilitate Breastfeeding: Randomized, Controlled Trial to Compare Standard Clinical Practice versus Limited Supplemental Feeding",2016,5
Preparation and Characterization of Octenyl Succinic Anhydride Modified Taro Starch Nanoparticles,2016,28
Face Recognition by Metropolitan Police Super-Recognisers,2016,75
Ocular Dominance Is Associated with the Ganglion Cell-Inner Plexiform Layer Thickness Profile in the Macula,2016,6
Targeted Delivery of Amoxicillin to C. trachomatis by the Transferrin Iron Acquisition Pathway,2016,5
Optimizing the Distribution of Leg Muscles for Vertical Jumping,2016,4
A Three-Lesson Teaching Unit Significantly Increases High School Students’ Knowledge about Epilepsy and Positively Influences Their Attitude towards This Disease,2016,5
"Nutritional Status of Maintenance Dialysis Patients: Low Lean Body Mass Index and Obesity Are Common, Protein-Energy Wasting Is Uncommon",2016,14
Estradiol Receptors Regulate Differential Connexin 43 Expression in F98 and C6 Glioma Cell Lines,2016,7
"Phosphorylated Ribosomal Protein S6 Is Required for Akt-Driven Hyperplasia and Malignant Transformation, but Not for Hypertrophy, Aneuploidy and Hyperfunction of Pancreatic β-Cells",2016,11
Schizandrin A Inhibits Microglia-Mediated Neuroninflammation through Inhibiting TRAF6-NF-κB and Jak2-Stat3 Signaling Pathways,2016,51
Prevalence and Genetic Characteristics of Geographic Atrophy among Elderly Japanese with Age-Related Macular Degeneration,2016,23
MLIF Alleviates SH-SY5Y Neuroblastoma Injury Induced by Oxygen-Glucose Deprivation by Targeting Eukaryotic Translation Elongation Factor 1A2,2016,13
"Psychometric Evaluation of Chinese-Language 44-Item and 10-Item Big Five Personality Inventories, Including Correlations with Chronotype, Mindfulness and Mind Wandering",2016,46
Epidemiology and Outcomes of Complicated Skin and Soft Tissue Infections among Inpatients in Southern China from 2008 to 2013,2016,14
Urinary Biomarkers Indicative of Apoptosis and Acute Kidney Injury in the Critically Ill,2016,11
MiR-126 Suppresses the Glucose-Stimulated Proliferation via IRS-2 in INS-1 β Cells,2016,18
Unsupervised Retinal Vessel Segmentation Using Combined Filters,2016,40
"Antibiotic Self-Prescribing Trends, Experiences and Attitudes in Upper Respiratory Tract Infection among Pharmacy and Non-Pharmacy Students: A Study from Lahore",2016,20
Association of Childhood Economic Hardship with Adult Height and Adult Adiposity among Hispanics/Latinos. The HCHS/SOL Socio-Cultural Ancillary Study,2016,5
Comparing the Ability of Anthropometric Indicators in Identifying Metabolic Syndrome in HIV Patients,2016,11
Inflammation Promotes Expression of Stemness-Related Properties in HBV-Related Hepatocellular Carcinoma,2016,20
External Validation of Prediction Models for Pneumonia in Primary Care Patients with Lower Respiratory Tract Infection: An Individual Patient Data Meta-Analysis,2016,9
Expression of the Tick-Associated Vtp Protein of Borrelia hermsii in a Murine Model of Relapsing Fever,2016,6
Criticism and Depression among the Caregivers of At-Risk Mental State and First-Episode Psychosis Patients,2016,11
Genome-Wide Identification of Mitogen-Activated Protein Kinase Gene Family across Fungal Lineage Shows Presence of Novel and Diverse Activation Loop Motifs,2016,5
The Effectiveness and Sustainability of a Universal School-Based Programme for Preventing Depression in Chinese Adolescents: A Follow-Up Study Using Quasi-Experimental Design,2016,12
"Identification of Adjuvantic Activity of Amphotericin B in a Novel, Multiplexed, Poly-TLR/NLR High-Throughput Screen",2016,25
Thyroid Nodules Detected by Contrast-Enhanced Magnetic Resonance Angiography: Prevalence and Clinical Significance,2016,5
A Bayesian Perspective on the Reproducibility Project: Psychology,2016,100
Rates of Intentional and Unintentional Nonadherence to Peritoneal Dialysis Regimes and Associated Factors,2016,5
Different Statistical Approaches to Investigate Porcine Muscle Metabolome Profiles to Highlight New Biomarkers for Pork Quality Assessment,2016,13
Social Isolation-Induced Territorial Aggression in Male Offspring Is Enhanced by Exposure to Diesel Exhaust during Pregnancy,2016,17
Frailty Markers and Treatment Decisions in Patients Seen in Oncogeriatric Clinics: Results from the ASRO Pilot Study,2016,27
Hexarelin Protects Rodent Pancreatic Β-Cells Function from Cytotoxic Effects of Streptozotocin Involving Mitochondrial Signalling Pathways In Vivo and In Vitro,2016,8
A Novel Analog Reasoning Paradigm: New Insights in Intellectually Disabled Patients,2016,5
Psychosocial Assessment of Self-Harm Patients and Risk of Repeat Presentation: An Instrumental Variable Analysis Using Time of Hospital Presentation,2016,18
Identification of Sex and Female’s Reproductive Stage in Commercial Fish Species through the Quantification of Ribosomal Transcripts in Gonads,2016,11
Is Preventative Long-Segment Surgery for Multi-Level Spondylolysis Necessary? A Finite Element Analysis Study,2016,5
Dose Escalation and Healthcare Resource Use among Ulcerative Colitis Patients Treated with Adalimumab in English Hospitals: An Analysis of Real-World Data,2016,13
RNAi and Homologous Over-Expression Based Functional Approaches Reveal Triterpenoid Synthase Gene-Cycloartenol Synthase Is Involved in Downstream Withanolide Biosynthesis in Withania somnifera,2016,21
Soluble Vascular Cell Adhesion Molecule-1 (sVCAM-1) Is Elevated in Bronchoalveolar Lavage Fluid of Patients with Acute Respiratory Distress Syndrome,2016,10
Impacts of Grapevine Leafroll Disease on Fruit Yield and Grape and Wine Chemistry in a Wine Grape (Vitis vinifera L.) Cultivar,2016,31
Serum Biochemical Phenotypes in the Domestic Dog,2016,12
A Novel Picosecond Pulse Generation Circuit Based on SRD and NLTL,2016,2
Medical Therapies for Uterine Fibroids – A Systematic Review and Network Meta-Analysis of Randomised Controlled Trials,2016,25
The Implicitome: A Resource for Rationalizing Gene-Disease Associations,2016,14
Genetic Variants of TPCN2 Associated with Type 2 Diabetes Risk in the Chinese Population,2016,10
CDDO-Me Redirects Activation of Breast Tumor Associated Macrophages,2016,19
"Population Genetic Structure of the Endangered Kaiser’s Mountain Newt, Neurergus kaiseri (Amphibia: Salamandridae)",2016,18
Affinity Enhancement by Ligand Clustering Effect Inspired by Peptide Dendrimers−Shank PDZ Proteins Interactions,2016,6
Characterization of the Gut Microbial Community of Obese Patients Following a Weight-Loss Intervention Using Whole Metagenome Shotgun Sequencing,2016,91
Classical Swine Fever Virus vs. Classical Swine Fever Virus: The Superinfection Exclusion Phenomenon in Experimentally Infected Wild Boar,2016,13
"B Cell, Th17, and Neutrophil Related Cerebrospinal Fluid Cytokine/Chemokines Are Elevated in MOG Antibody Associated Demyelination",2016,33
Targeted Next Generation Sequencing as a Reliable Diagnostic Assay for the Detection of Somatic Mutations in Tumours Using Minimal DNA Amounts from Formalin Fixed Paraffin Embedded Material,2016,54
Associations between Domestic-Dog Morphology and Behaviour Scores in the Dog Mentality Assessment,2016,22
Photosynthetic Effect in Selenastrum capricornutum Progeny after Carbon-Ion Irradiation,2016,3
The Structural Correlates of Statistical Information Processing during Speech Perception,2016,3
"Ion Channel Blockers as Antimicrobial Agents, Efflux Inhibitors, and Enhancers of Macrophage Killing Activity against Drug Resistant Mycobacterium tuberculosis",2016,36
The Importance of Rotational Crops for Biodiversity Conservation in Mediterranean Areas,2016,6
"Ploidy Distribution of the Harmful Bloom Forming Macroalgae Ulva spp. in Narragansett Bay, Rhode Island, USA, Using Flow Cytometry Methods",2016,4
Measuring the Quality of University Lectures: Development and Validation of the Instructional Skills Questionnaire (ISQ),2016,4
Glycerolized Reticular Dermis as a New Human Acellular Dermal Matrix: An Exploratory Study,2016,3
Refining Time-Activity Classification of Human Subjects Using the Global Positioning System,2016,10
"Cortical Thickness, Surface Area and Subcortical Volume Differentially Contribute to Cognitive Heterogeneity in Parkinson’s Disease",2016,27
New Pseudomonas spp. Are Pathogenic to Citrus,2016,20
Alzheimer’s Disease Risk Polymorphisms Regulate Gene Expression in the ZCWPW1 and the CELF1 Loci,2016,40
Oral Implant-Prostheses: New Teeth for a Brighter Brain,2016,18
Down-Regulation of Surface CD28 under Belatacept Treatment: An Escape Mechanism for Antigen-Reactive T-Cells,2016,18
Zinc Prevents Abdominal Aortic Aneurysm Formation by Induction of A20-Mediated Suppression of NF-κB Pathway,2016,18
"Factors Associated with Injuries among Commercial Motorcyclists: Evidence from a Matched Case Control Study in Kampala City, Uganda",2016,12
Feasibility and Acceptability of Global Positioning System (GPS) Methods to Study the Spatial Contexts of Substance Use and Sexual Risk Behaviors among Young Men Who Have Sex with Men in New York City: A P18 Cohort Sub-Study,2016,37
A Smartphone App and Cloud-Based Consultation System for Burn Injury Emergency Care,2016,29
Modelling Conditions and Health Care Processes in Electronic Health Records: An Application to Severe Mental Illness with the Clinical Practice Research Datalink,2016,15
Measuring the Quality of Life of Visually Impaired Children: First Stage Psychometric Evaluation of the Novel VQoL_CYP Instrument,2016,23
Changes in Proteome Profile of Peripheral Blood Mononuclear Cells in Chronic Chagas Disease,2016,14
Reducing Cost of Rabies Post Exposure Prophylaxis: Experience of a Tertiary Care Hospital in Pakistan,2016,14
"Phase 1/2a Trial of Plasmodium vivax Malaria Vaccine Candidate VMP001/AS01B in Malaria-Naive Adults: Safety, Immunogenicity, and Efficacy",2016,49
Use of a Chagas Urine Nanoparticle Test (Chunap) to Correlate with Parasitemia Levels in T. cruzi/HIV Co-infected Patients,2016,13
"Comparison of Efficacy and Safety of Ciclosporin to Prednisolone in the Treatment of Erythema Nodosum Leprosum: Two Randomised, Double Blind, Controlled Pilot Studies in Ethiopia",2016,9
Correction: Loss of a Conserved tRNA Anticodon Modification Perturbs Plant Immunity,2016,0
Angiotensin Converting Enzyme (ACE) Inhibitor Extends Caenorhabditis elegans Life Span,2016,20
DNAH6 and Its Interactions with PCD Genes in Heterotaxy and Primary Ciliary Dyskinesia,2016,43
Nitric Oxide Protects against Infection-Induced Neuroinflammation by Preserving the Stability of the Blood-Brain Barrier,2016,23
Emerging Paramyxoviruses: Receptor Tropism and Zoonotic Potential,2016,20
Yeast as a Heterologous Model System to Uncover Type III Effector Function,2016,17
"Correction: Efficiency of Health Care Production in Low-Resource Settings: A Monte-Carlo Simulation to Compare the Performance of Data Envelopment Analysis, Stochastic Distance Functions, and an Ensemble Model",2016,4
Correction: Functional Characterization of Pseudomonas Contact Dependent Growth Inhibition (CDI) Systems,2016,4
Correction: Metal-Induced Production of a Novel Bioadsorbent Exopolysaccharide in a Native Rhodotorula mucilaginosa from the Mexican Northeastern Region,2016,0
"The First Interlaced Continuum Robot, Devised to Intrinsically Follow the Leader",2016,18
Reliability of Single-Use PEEP-Valves Attached to Self-Inflating Bags during Manual Ventilation of Neonates – An In Vitro Study,2016,8
Provider-Initiated HIV Testing for Migrants in Spain: A Qualitative Study with Health Care Workers and Foreign-Born Sexual Minorities,2016,9
Myelin Water Fraction Is Transiently Reduced after a Single Mild Traumatic Brain Injury – A Prospective Cohort Study in Collegiate Hockey Players,2016,45
Association of Opioids and Sedatives with Increased Risk of In-Hospital Cardiopulmonary Arrest from an Administrative Database,2016,40
Role of the Accessory Parotid Gland in the Etiology of Parotitis: Statistical Analysis of Sialographic Features,2016,2
Genomic and Genetic Diversity within the Pseudomonas fluorescens Complex,2016,86
Distinct Host Tropism Protein Signatures to Identify Possible Zoonotic Influenza A Viruses,2016,8
Mechanical Conflict System: A Novel Operant Method for the Assessment of Nociceptive Behavior,2016,25
Circulating S100A12 Levels Are Associated with Progression of Abdominal Aortic Calcification in Hemodialysis Patients,2016,6
'Asking the Right Question'. A Comparison of Two Approaches to Gathering Data on 'Herbals' Use in Survey Based Studies,2016,4
Chronic Nicotine Exposure Abolishes Maternal Systemic and Renal Adaptations to Pregnancy in Rats,2016,1
Development of the Intestinal RNA Virus Community of Healthy Broiler Chickens,2016,5
Phosphate–Induced Renal Fibrosis Requires the Prolyl Isomerase Pin1,2016,9
Apatite Formation and Biocompatibility of a Low Young’s Modulus Ti-Nb-Sn Alloy Treated with Anodic Oxidation and Hot Water,2016,8
IDO1 Deficiency Does Not Affect Disease in Mouse Models of Systemic Juvenile Idiopathic Arthritis and Secondary Hemophagocytic Lymphohistiocytosis,2016,9
Craniomandibular System and Postural Balance after 3-Day Dry Immersion,2016,16
Development of a Flow Cytometry-Based Method for Rapid Detection of Escherichia coli and Shigella Spp. Using an Oligonucleotide Probe,2016,10
Shaking Youngsters and Shaken Adults: Female Beetles Eavesdrop on Larval Seed Vibrations to Make Egg-Laying Decisions,2016,7
Physical and Social Environment Are Associated to Leisure Time Physical Activity in Adults of a Brazilian City: A Cross-Sectional Study,2016,11
