title,year,citations
Studies of HVC Plasticity in Adult Canaries Reveal Social Effects and Sex Differences as Well as Limitations of Multiple Markers Available to Assess Adult Neurogenesis,2017,8
The signal peptide-like segment of hpaXm is required for its association to the cell wall in transgenic tobacco plants,2017,6
Spatio-Temporal Variation and Futuristic Emission Scenario of Ambient Nitrogen Dioxide over an Urban Area of Eastern India Using GIS and Coupled AERMOD–WRF Model,2017,8
Prevalence of high blood pressure and association with obesity in Spanish schoolchildren aged 4–6 years old,2017,14
Isolated and Community Contexts Produce Distinct Responses by Host Plants to the Presence of Ant-Aphid Interaction: Plant Productivity and Seed Viability,2017,5
"Adherence to Antiretroviral Therapy (ART) in Yaoundé-Cameroon: Association with Opportunistic Infections, Depression, ART Regimen and Side Effects",2017,31
Assessment of Non-Response Bias in Estimates of Alcohol Consumption: Applying the Continuum of Resistance Model in a General Population Survey in England,2017,14
Validation of Blood Volume Fraction Quantification with 3D Gradient Echo Dynamic Contrast-Enhanced Magnetic Resonance Imaging in Porcine Skeletal Muscle,2017,11
MET-EGFR dimerization in lung adenocarcinoma is dependent on EGFR mtations and altered by MET kinase inhibition,2017,7
A reduced-dimensionality approach to uncovering dyadic modes of body motion in conversations,2017,6
"Cladosporium cladosporioides and Cladosporium pseudocladosporioides as potential new fungal antagonists of Puccinia horiana Henn., the causal agent of chrysanthemum white rust",2017,29
Skin Autofluorescence and Subclinical Atherosclerosis in Mild to Moderate Chronic Kidney Disease: A Case-Control Study,2017,6
Dopamine therapy does not affect cerebral autoregulation during hypotension in newborn piglets,2017,5
In vivo differentiation of induced pluripotent stem cells into neural stem cells by chimera formation,2017,9
Detection of a sudden change of the field time series based on the Lorenz system,2017,0
Determination of plasma concentrations of levofloxacin by high performance liquid chromatography for use at a multidrug-resistant tuberculosis hospital in Tanzania,2017,12
Structural Determinants of Health among Im/Migrants in the Indoor Sex Industry: Experiences of Workers and Managers/Owners in Metropolitan Vancouver,2017,14
Socioeconomic Correlates of Eating Disorder Symptoms in an Australian Population-Based Sample,2017,31
Using Triplet Ordering Preferences for Estimating Causal Effects in the Analysis of Gene Expression Data,2017,1
Association of microRNA-33a Molecular Signature with Non-Small Cell Lung Cancer Diagnosis and Prognosis after Chemotherapy,2017,26
Structural aspects of nucleotide ligand binding by a bacterial 2H phosphoesterase,2017,3
Weakening self-control biases the emotional evaluation of appetitive cues,2017,5
Effects of Visual Speech on Early Auditory Evoked Fields - From the Viewpoint of Individual Variance,2017,0
Changes in bacterial community composition of Escherichia coli O157:H7 super-shedder cattle occur in the lower intestine,2017,6
High Acceptability of HIV Self-Testing among Technical Vocational Education and Training College Students in Gauteng and North West Province: What Are the Implications for the Scale Up in South Africa?,2017,21
Effects of prenatal low protein and postnatal high fat diets on visceral adipose tissue macrophage phenotypes and IL-6 expression in Sprague Dawley rat offspring,2017,11
Factors Associated with the Retinal Nerve Fiber Layer Loss after Acute Primary Angle Closure: A Prospective EDI-OCT Study,2017,7
Best anthropometric discriminators of incident type 2 diabetes among white and black adults: A longitudinal ARIC study,2017,12
A New Variational Approach for Multiplicative Noise and Blur Removal,2017,6
Distinct antibody responses of patients with mild and severe leptospirosis determined by whole proteome microarray analysis,2017,12
"Modeling Powassan virus infection in Peromyscus leucopus, a natural host",2017,14
The significant scale up and success of Transmission Assessment Surveys 'TAS' for endgame surveillance of lymphatic filariasis in Bangladesh: One step closer to the elimination goal of 2020,2017,10
Intestinal parasites and vector-borne pathogens in stray and free-roaming cats living in continental and insular Greece,2017,23
Defining Abnormal Fetal Growth and Perinatal Risk: Population or Customized Standards?,2017,5
"Customised and Noncustomised Birth Weight Centiles and Prediction of Stillbirth and Infant Mortality and Morbidity: A Cohort Study of 979,912 Term Singleton Pregnancies in Scotland",2017,48
Master Regulators of Oncogenic KRAS Response in Pancreatic Cancer: An Integrative Network Biology Analysis,2017,17
Recruitment of Fkh1 to replication origins requires precisely positioned Fkh1/2 binding sites and concurrent assembly of the pre-replicative complex,2017,4
The missing link: Predicting connectomes from noisy and partially observed tract tracing data,2017,4
Coevolutionary dynamics of phenotypic diversity and contingent cooperation,2017,15
Iterative sure independence screening EM-Bayesian LASSO algorithm for multi-locus genome-wide association studies,2017,64
Brain–Computer Interface–Based Communication in the Completely Locked-In State,2017,112
Naturally Acquired Human Immunity to Pneumococcus Is Dependent on Antibody to Protein Antigens,2017,36
Blocking two-component signalling enhances Candida albicans virulence and reveals adaptive mechanisms that counteract sustained SAPK activation,2017,14
Correction: Interferon Regulatory Factor 6 Has a Protective Role in the Host Response to Endotoxic Shock,2017,0
Correction: Constitutive and Operational Variation of Learning in Foraging Predatory Mites,2017,0
Correction: Linkage and Association Mapping for Two Major Traits Used in the Maritime Pine Breeding Program: Height Growth and Stem Straightness,2017,2
Correction: Missense Mutations in CRYAB Are Liable for Recessive Congenital Cataracts,2017,0
Correction: Epidemiological Characteristics of Lower Extremity Cellulitis after a Typhoon Flood,2017,0
Correction: Identification of Optimal Insertion Site in Recombinant Newcastle Disease Virus (rNDV) Vector Expressing Foreign Gene to Enhance Its Anti-Tumor Effect,2017,0
"Correction: Profiling of the Mammalian Mitotic Spindle Proteome Reveals an ER Protein, OSTD-1, as Being Necessary for Cell Division and ER Morphology",2017,0
The Relationship between Environmental Dioxygen and Iron-Sulfur Proteins Explored at the Genome Level,2017,21
Predictors of Medication Adherence and Blood Pressure Control among Saudi Hypertensive Patients Attending Primary Care Clinics: A Cross-Sectional Study,2017,22
Release of HIV-1 sequestered in the vesicles of oral and genital mucosal epithelial cells by epithelial-lymphocyte interaction,2017,5
Arsenite-induced stress granule formation is inhibited by elevated levels of reduced glutathione in West Nile virus-infected cells,2017,20
Nematode neuropeptides as transgenic nematicides,2017,15
Structure of a pentameric virion-associated fiber with a potential role in Orsay virus entry to host cells,2017,6
The transcriptome of HIV-1 infected intestinal CD4+ T cells exposed to enteric bacteria,2017,13
"OSBPL10, RXRA and lipid metabolism confer African-ancestry protection against dengue haemorrhagic fever in admixed Cubans",2017,29
Replication of CMV in the gut of HIV-infected individuals and epithelial barrier dysfunction,2017,35
Correction: Competing Distractors Facilitate Visual Search in Heterogeneous Displays,2017,0
Correction: A Comparison of Four-Year Health Outcomes following Combat Amputation and Limb Salvage,2017,0
α-amanitin resistance in Drosophila melanogaster: A genome-wide association approach,2017,5
Autopolyploidy genome duplication preserves other ancient genome duplications in Atlantic salmon (Salmo salar),2017,6
Manchette-acrosome disorders during spermiogenesis and low efficiency of seminiferous tubules in hypercholesterolemic rabbit model,2017,8
Detection of plant microRNAs in honey,2017,15
Genetic evidence from mitochondrial DNA corroborates the origin of Tibetan chickens,2017,11
Hippocampal CA3 activation alleviates fMRI-BOLD responses in the rat prefrontal cortex induced by electrical VTA stimulation,2017,5
The complete chloroplast genome sequences of Lychnis wilfordii and Silene capitata and comparative analyses with other Caryophyllaceae genomes,2017,12
Characterisation of liver fat in the UK Biobank cohort,2017,29
Characterization of bovine embryos cultured under conditions appropriate for sustaining human naïve pluripotency,2017,3
Mated Drosophila melanogaster females consume more amino acids during the dark phase,2017,8
"PnLRR-RLK27, a novel leucine-rich repeats receptor-like protein kinase from the Antarctic moss Pohlia nutans, positively regulates salinity and oxidation-stress tolerance",2017,18
"Physical versus psychological social stress in male rats reveals distinct cardiovascular, inflammatory and behavioral consequences",2017,41
Acute hypoxia diminishes the relationship between blood pressure and subarachnoid space width oscillations at the human cardiac frequency,2017,6
Effects upon metabolic pathways and energy production by Sb(III) and As(III)/Sb(III)-oxidase gene aioA in Agrobacterium tumefaciens GW4,2017,7
"Expression of CD133 and CD44 in glioblastoma stem cells correlates with cell proliferation, phenotype stability and intra-tumor heterogeneity",2017,40
Squamation and ecology of thelodonts,2017,16
Repeated dexamphetamine treatment alters the dopaminergic system and increases the phMRI response to methylphenidate,2017,1
Tau or neurofilament light—Which is the more suitable biomarker for Huntington’s disease?,2017,17
Exceptionally prolonged tooth formation in elasmosaurid plesiosaurians,2017,14
Internal nitrogen removal from sediments by the hybrid system of microbial fuel cells and submerged aquatic plants,2017,18
Affordability of medicines in the European Union,2017,17
Targeted proteome analysis of single-gene deletion strains of Saccharomyces cerevisiae lacking enzymes in the central carbon metabolism,2017,10
"Economic evaluation of a guided and unguided internet-based CBT intervention for major depression: Results from a multi-center, three-armed randomized controlled trial conducted in primary care",2017,21
Utilization of health services in a resource-limited rural area in Kenya: Prevalence and associated household-level factors,2017,14
Role of DNA methylation in expression control of the IKZF3-GSDMA region in human epithelial cells,2017,8
Effects of upper-body sprint-interval training on strength and endurance capacities in female cross-country skiers,2017,8
"Ras-like family small GTPases genes in Nilaparvata lugens: Identification, phylogenetic analysis, gene expression and function in nymphal development",2017,3
Increased breakdown of kynurenine towards its neurotoxic branch in bipolar disorder,2017,33
A novel early onset phenotype in a zebrafish model of merosin deficient congenital muscular dystrophy,2017,4
Early post-treatment choroidal thickness to alert sunset glow fundus in patients with Vogt-Koyanagi-Harada disease treated with systemic corticosteroids,2017,5
Diagnostic value of urodynamic bladder outlet obstruction to select patients for transurethral surgery of the prostate: Systematic review and meta-analysis,2017,11
Cyclin Y-mediated transcript profiling reveals several important functional pathways regulated by Cyclin Y in hippocampal neurons,2017,8
The presence of the putative Gardnerella vaginalis sialidase A gene in vaginal specimens is associated with bacterial vaginosis biofilm,2017,31
Deploying a quantum annealing processor to detect tree cover in aerial imagery of California,2017,20
Intraspecific leaf trait variability along a boreal-to-tropical community diversity gradient,2017,13
Designing coastal conservation to deliver ecosystem and human well-being benefits,2017,10
"Stress, self-esteem and well-being among female health professionals: A randomized clinical trial on the impact of a self-care intervention mediated by the senses",2017,6
Prognostic impact of pretherapeutic gamma-glutamyltransferase on patients with nasopharyngeal carcinoma,2017,5
Benefit of adjuvant immunotherapy in renal cell carcinoma: A myth or a reality?,2017,2
A computational model of the integration of landmarks and motion in the insect central complex,2017,15
Network switching strategy for energy conservation in heterogeneous networks,2017,1
Meta-analyses of comparative efficacy of antidepressant medications on peripheral BDNF concentration in patients with depression,2017,67
Liver X receptor agonist treatment significantly affects phenotype and transcriptome of APOE3 and APOE4 Abca1 haplo-deficient mice,2017,5
An evolutionarily stable strategy and the critical point of hog futures trading entities based on replicator dynamic theory: 2006–2015 data for China’s 22 provinces,2017,1
Variability of spatial temporal gait parameters and center of pressure displacements during gait in elderly fallers and nonfallers: A 6-month prospective study,2017,13
Identification and validation of single nucleotide polymorphic markers linked to Ug99 stem rust resistance in spring wheat,2017,11
Investigation of the fungal community structures of imported wheat using high-throughput sequencing technology,2017,3
Rapid and simultaneous detection of common aneuploidies by quadruplex real-time polymerase chain reaction combined with melting curve analysis,2017,1
Disparities between malaria infection and treatment rates: Evidence from a cross-sectional analysis of households in Uganda,2017,2
Rebamipide ameliorates atherosclerosis by controlling lipid metabolism and inflammation,2017,3
Randomized controlled trial: Standard versus supplemental bowel preparation in patients with Bristol stool form 1 and 2,2017,6
Setting development goals using stochastic dynamical system models,2017,3
"Engineering of mCherry variants with long Stokes shift, red-shifted fluorescence, and low cytotoxicity",2017,19
Extracellular vesicles mediate signaling between the aqueous humor producing and draining cells in the ocular system,2017,13
"Novel biphenyl ester derivatives as tyrosinase inhibitors: Synthesis, crystallographic, spectral analysis and molecular docking studies",2017,13
"A concept for holistic whole body MRI data analysis, Imiomics",2017,15
Medico-economic impact of MSKCC non-sentinel node prediction nomogram for ER-positive HER2-negative breast cancers,2017,1
EGF-mediated EGFR/ERK signaling pathway promotes germinative cell proliferation in Echinococcus multilocularis that contributes to larval growth and development,2017,16
Analysis of Mycobacterium ulcerans-specific T-cell cytokines for diagnosis of Buruli ulcer disease and as potential indicator for disease progression,2017,6
Seeking the environmental source of Leptospirosis reveals durable bacterial viability in river soils,2017,38
Cytokines and microbicidal molecules regulated by IL-32 in THP-1-derived human macrophages infected with New World Leishmania species,2017,20
Association of a new FCN3 haplotype with high ficolin-3 levels in leprosy,2017,12
Sand fly population dynamics and cutaneous leishmaniasis among soldiers in an Atlantic forest remnant in northeastern Brazil,2017,5
"Use of eschar swabbing for the molecular diagnosis and genotyping of Orientia tsutsugamushi causing scrub typhus in Quang Nam province, Vietnam",2017,20
"Spatial clustering and local risk of leprosy in São Paulo, Brazil",2017,12
The burden of typhoid fever in low- and middle-income countries: A meta-regression approach,2017,97
Correction: ATP6V1H Deficiency Impairs Bone Development through Activation of MMP9 and MMP13,2017,0
Differential Sensitivity of Target Genes to Translational Repression by miR-17~92,2017,18
The genotype-phenotype map of an evolving digital organism,2017,13
Modeling of the axon membrane skeleton structure and implications for its mechanical properties,2017,29
"Gaze-informed, task-situated representation of space in primate hippocampus during virtual navigation",2017,29
Hepatic deficiency of the pioneer transcription factor FoxA restricts hepatitis B virus biosynthesis by the developmental regulation of viral DNA methylation,2017,7
Extra-epitopic hepatitis C virus polymorphisms confer resistance to broadly neutralizing antibodies by modulating binding to scavenger receptor B1,2017,17
Hepatitis C virus infection inhibits a Src-kinase regulatory phosphatase and reduces T cell activation in vivo,2017,6
Boosting of HIV envelope CD4 binding site antibodies with long variable heavy third complementarity determining region in the randomized double blind RV305 HIV-1 vaccine trial,2017,21
Correction: Do People Eat the Pain Away? The Effects of Acute Physical Pain on Subsequent Consumption of Sweet-Tasting Food,2017,1
"Correction: Plasma Metabolomics Biosignature According to HIV Stage of Infection, Pace of Disease Progression, Viremia Level and Immunological Response to Treatment",2017,3
Twitter sentiment around the Earnings Announcement events,2017,10
Correction: Prevalence of Dyslipidaemia and Associated Risk Factors in a Rural Population in South-Western Uganda: A Community Based Survey,2017,1
Beneficial effects of exercise on offspring obesity and insulin resistance are reduced by maternal high-fat diet,2017,3
Archaeal and bacterial communities in deep-sea hydrogenetic ferromanganese crusts on old seamounts of the northwestern Pacific,2017,9
"Patchiness of phytoplankton and primary production in Liaodong Bay, China",2017,4
Neurovascular control during exercise in acute coronary syndrome patients with Gln27Glu polymorphism of β2-adrenergic receptor,2017,0
Molecular identification of two Culex (Culex) species of the neotropical region (Diptera: Culicidae),2017,3
Canstatin inhibits hypoxia-induced apoptosis through activation of integrin/focal adhesion kinase/Akt signaling pathway in H9c2 cardiomyoblasts,2017,24
Aptamers provide superior stainings of cellular receptors studied under super-resolution microscopy,2017,22
Altered vasoreactivity in neonatal rats with pulmonary hypertension associated with bronchopulmonary dysplasia: Implication of both eNOS phosphorylation and calcium signaling,2017,6
The dual role of short fatty acid chains in the pathogenesis of autoimmune disease models,2017,66
Development of a clinical decision support system for diabetes care: A pilot study,2017,11
Analysis of a cAMP regulated coactivator family reveals an alternative phosphorylation motif for AMPK family members,2017,14
"Specimen origin, type and testing laboratory are linked to longer turnaround times for HIV viral load testing in Malawi",2017,10
"Density-dependent role of an invasive marsh grass, Phragmites australis, on ecosystem service provision",2017,3
Changes in plasma protein levels as an early indication of a bloodstream infection,2017,13
The increasing toll of adolescent cancer incidence in the US,2017,11
NFATc1 phosphorylation by DYRK1A increases its protein stability,2017,11
Markers of oxidative stress in umbilical cord blood from G6PD deficient African newborns,2017,2
Social information affects adults’ evaluation of fairness in distributions: An ERP approach,2017,2
Presynaptic localization of GluK5 in rod photoreceptors suggests a novel function of high affinity glutamate receptors in the mammalian retina,2017,6
Plasma nevirapine concentrations predict virological and adherence failure in Kenyan HIV-1 infected patients with extensive antiretroviral treatment exposure,2017,11
Informed consent in oncology clinical trials: A Brown University Oncology Research Group prospective cross-sectional pilot study,2017,9
Mitochondrial DNA analysis of eneolithic trypillians from Ukraine reveals neolithic farming genetic roots,2017,11
Singing modulates parvalbumin interneurons throughout songbird forebrain vocal control circuitry,2017,4
Innovative exercise device for the abdominal trunk muscles: An early validation study,2017,4
Factors influencing the determination of cell traction forces,2017,7
A new synthetic matrix metalloproteinase inhibitor reduces human mesenchymal stem cell adipogenesis,2017,10
Reliability of cortical lesion detection on double inversion recovery MRI applying the MAGNIMS-Criteria in multiple sclerosis patients within a 16-months period,2017,6
Long-term genetic selection reduced prevalence of hip and elbow dysplasia in 60 dog breeds,2017,31
"The gene expression of the neuronal protein, SLC38A9, changes in mouse brain after in vivo starvation and high-fat diet",2017,4
"Molecular typing of Treponema pallidum isolates from Buenos Aires, Argentina: Frequent Nichols-like isolates and low levels of macrolide resistance",2017,19
Oxytocin receptor binding sites in the periphery of the neonatal mouse,2017,11
Phase modulation of insulin pulses enhances glucose regulation and enables inter-islet synchronization,2017,7
Cardiovascular disease risk prediction by the American College of Cardiology (ACC)/American Heart Association (AHA) Atherosclerotic Cardiovascular Disease (ASCVD) risk score among HIV-infected patients in sub-Saharan Africa,2017,17
Metabolic risk factors in mice divergently selected for BMR fed high fat and high carb diets,2017,7
High throughput deep degradome sequencing reveals microRNAs and their targets in response to drought stress in mulberry (Morus alba),2017,12
Computer usage and task-switching during resident’s working day: Disruptive or not?,2017,5
LuxCDE-luxAB-based promoter reporter system to monitor the Yersinia enterocolitica O:3 gene expression in vivo,2017,7
"Efficiency of a clinical prediction model for selective rapid testing in children with pharyngitis: A prospective, multicenter study",2017,2
Predicting floods with Flickr tags,2017,24
Fostering better policy adoption and inter-disciplinary communication in healthcare: A qualitative analysis of practicing physicians’ common interests,2017,6
Use of inverse modeling to evaluate CENTURY-predictions for soil carbon sequestration in US rain-fed corn production systems,2017,3
Knowledge and utilization of the partograph: A cross-sectional survey among obstetric care providers in urban referral public health institutions in northwest and southwest Cameroon,2017,5
Risk factors for postoperative pancreatic fistula after laparoscopic distal pancreatectomy using stapler closure technique from one single surgeon,2017,8
"Mice, double deficient in lysosomal serine carboxypeptidases Scpep1 and Cathepsin A develop the hyperproliferative vesicular corneal dystrophy and hypertrophic skin thickenings",2017,2
Leaky doors: Private captivity as a prominent source of bird introductions in Australia,2017,12
Usefulness of a novel method for the screening of deep vein thrombosis by using a combined D-dimer- and age-based index before total hip arthroplasty,2017,7
Proximal and distal muscle fatigue differentially affect movement coordination,2017,19
Genome-wide effects of MELK-inhibitor in triple-negative breast cancer cells indicate context-dependent response with p53 as a key determinant,2017,14
Interrater agreement of two adverse drug reaction causality assessment methods: A randomised comparison of the Liverpool Adverse Drug Reaction Causality Assessment Tool and the World Health Organization-Uppsala Monitoring Centre system,2017,14
The buzz about bees and poverty alleviation: Identifying drivers and barriers of beekeeping in sub-Saharan Africa,2017,13
"Isolation and characterization of gluten protein types from wheat, rye, barley and oats for use as reference materials",2017,62
Temporal change of photophobic step-up responses of Euglena gracilis investigated through motion analysis,2017,11
Evaluation of a thermostable Newcastle disease virus strain TS09-C as an in-ovo vaccine for chickens,2017,7
"Usefulness of multiplex PCR methods and respiratory viruses’ distribution in children below 15 years old according to age, seasons and clinical units in France: A 3 years retrospective study",2017,10
The best of both worlds: A combined approach for analyzing microalgal diversity via metabarcoding and morphology-based methods,2017,16
Physical performance analysis: A new approach to assessing free-living physical activity in musculoskeletal pain and mobility-limited populations,2017,11
Comparison of the HUI3 and the EQ-5D-3L in a nursing home setting,2017,4
"Critical role of intestinal interleukin-4 modulating regulatory T cells for desensitization, tolerance, and inflammation of food allergy",2017,10
"Use of cerebrospinal fluid and serum samples impregnated on FTATM Elute filter paper for the diagnosis of infections caused by Neisseria meningitidis, Streptococcus pneumoniae and Haemophilus influenzae",2017,1
Whole genome expression profiling associates activation of unfolded protein response with impaired production and release of epinephrine after recurrent hypoglycemia,2017,1
Disturbance of the let-7/LIN28 double-negative feedback loop is associated with radio- and chemo-resistance in non-small cell lung cancer,2017,18
Phase-specific expression of an insulin-like androgenic gland factor in a marine shrimp Lysmata wurdemanni: Implication for maintaining protandric simultaneous hermaphroditism,2017,6
Cholesterol crystals enhance TLR2- and TLR4-mediated pro-inflammatory cytokine responses of monocytes to the proatherogenic oral bacterium Porphyromonas gingivalis,2017,12
Biases in the SMART-DNA library preparation method associated with genomic poly dA/dT sequences,2017,4
Assessing upper-extremity motion: An innovative method to quantify functional capacity in patients with chronic obstructive pulmonary disease,2017,8
Postnatal and non-invasive prenatal detection of β-thalassemia mutations based on Taqman genotyping assays,2017,6
Habitat selection by two beluga whale populations in the Chukchi and Beaufort seas,2017,13
Quantification of respiratory depression during pre-operative administration of midazolam using a non-invasive respiratory volume monitor,2017,15
"Real world heart failure epidemiology and outcome: A population-based analysis of 88,195 patients",2017,45
Severe fever with thrombocytopenia syndrome virus inhibits exogenous Type I IFN signaling pathway through its NSs in vitro,2017,13
Waterdock 2.0: Water placement prediction for Holo-structures with a pymol plugin,2017,15
How components of facial width to height ratio differently contribute to the perception of social traits,2017,12
Analysis of Spo0M function in Bacillus subtilis,2017,6
Expression patterns of Slit and Robo family members in adult mouse spinal cord and peripheral nervous system,2017,18
Hypothalamic over-expression of VGF in the Siberian hamster increases energy expenditure and reduces body weight gain,2017,12
A high plant density reduces the ability of maize to use soil nitrogen,2017,17
A functional variant in the 3ˈ-UTR of VEGF predicts the 90-day outcome of ischemic stroke in Chinese patients,2017,3
The role of neuromedin U in adiposity regulation. Haplotype analysis in European children from the IDEFICS Cohort,2017,2
"Overexpression of MusaMYB31, a R2R3 type MYB transcription factor gene indicate its role as a negative regulator of lignin biosynthesis in banana",2017,12
RAC1b overexpression stimulates proliferation and NF-kB-mediated anti-apoptotic signaling in thyroid cancer cells,2017,13
Single nucleotide polymorphism discovery in bovine liver using RNA-seq technology,2017,4
"Comprehensive growth performance, immune function, plasma biochemistry, gene expressions and cell death morphology responses to a daily corticosterone injection course in broiler chickens",2017,23
Quantitative and qualitative characteristics of cell wall components and prenyl lipids in the leaves of Tilia x euchlora trees growing under salt stress,2017,7
The single nucleotide variant rs12722489 determines differential estrogen receptor binding and enhancer properties of an IL2RA intronic region,2017,5
A rough set approach for determining weights of decision makers in group decision making,2017,14
Selection of internal reference genes for normalization of reverse transcription quantitative polymerase chain reaction (RT-qPCR) analysis in the rumen epithelium,2017,5
Does metabolite channeling accelerate enzyme-catalyzed cascade reactions?,2017,20
Human interest meets biodiversity hotspots: A new systematic approach for urban ecosystem conservation,2017,4
"Twenty years of ecosystem response after clearcutting and slashburning in conifer forests of central British Columbia, Canada",2017,3
High-normal levels of hs-CRP predict the development of non-alcoholic fatty liver in healthy men,2017,17
Malignant infarction of the middle cerebral artery in a porcine model. A pilot study,2017,6
Direct replication of Gervais & Norenzayan (2012): No evidence that analytic thinking decreases religious belief,2017,31
Lipofuscin-associated photo-oxidative stress during fundus autofluorescence imaging,2017,11
Structural and biochemical studies on Vibrio cholerae Hsp31 reveals a novel dimeric form and Glutathione-independent Glyoxalase activity,2017,1
Characterization of pathogenesis of and immune response to Burkholderia pseudomallei K96243 using both inhalational and intraperitoneal infection models in BALB/c and C57BL/6 mice,2017,12
The natural killer cell response to West Nile virus in young and old individuals with or without a prior history of infection,2017,13
Clinically determined type of 18F-fluoro-2-deoxyglucose uptake as an alternative prognostic marker in resectable pancreatic cancer,2017,6
A three-dimensional block structure consisting exclusively of carbon nanotubes serving as bone regeneration scaffold and as bone defect filler,2017,9
The Salmonella effector SseJ disrupts microtubule dynamics when ectopically expressed in normal rat kidney cells,2017,6
Community recommendations on biobank governance: Results from a deliberative community engagement in California,2017,11
Trichostatin A attenuates ventilation-augmented epithelial-mesenchymal transition in mice with bleomycin-induced acute lung injury by suppressing the Akt pathway,2017,10
FLAIR vascular hyperintensities and 4D MR angiograms for the estimation of collateral blood flow in anterior cerebral artery ischemia,2017,3
Lung cancer specialist physicians’ attitudes towards e-cigarettes: A nationwide survey,2017,7
Recent trends in racial and regional disparities in cervical cancer incidence and mortality in United States,2017,40
Association of maternal age with child health: A Japanese longitudinal study,2017,3
Intimate partner violence during pregnancy and its association with preterm birth and low birth weight in Tanzania: A prospective cohort study,2017,26
Comparison of wrist-worn Fitbit Flex and waist-worn ActiGraph for measuring steps in free-living adults,2017,47
Diagnostic needs for rare diseases and shared prediagnostic phenomena: Results of a German-wide expert Delphi survey,2017,16
Signatures of reproductive events on blood counts and biomarkers of inflammation: Implications for chronic disease risk,2017,5
Interleukin-10 reorganizes the cytoskeleton of mature dendritic cells leading to their impaired biophysical properties and motilities,2017,6
The light-makeup advantage in facial processing: Evidence from event-related potentials,2017,2
Expanding HIV-1 subtype B transmission networks among men who have sex with men in Poland,2017,11
Modulation of functional characteristics of resident and thioglycollate-elicited peritoneal murine macrophages by a recombinant banana lectin,2017,4
The surrounding landscape influences the diversity of leaf-litter ants in riparian cloud forest remnants,2017,10
Identification and validation of superior reference gene for gene expression normalization via RT-qPCR in staminate and pistillate flowers of Jatropha curcas – A biodiesel plant,2017,12
An adaptive random search for short term generation scheduling with network constraints,2017,3
"Conservation status and regional habitat priorities for the Orinoco crocodile: Past, present, and future",2017,3
Application of portable XRF and VNIR sensors for rapid assessment of soil heavy metal pollution,2017,50
Southern elephant seals (Mirounga leonina Linn.) depredate toothfish longlines in the midnight zone,2017,8
