title,authors,date,target year
Connections between the human gut microbiome and gestational diabetes mellitus,"Ya-Shu Kuang, Jin-Hua Lu, Sheng-Hui Li, Jun-Hua Li, Ming-Yang Yuan ...",31 July 2017,2017
The pearl oyster Pinctada fucata martensii genome and multi-omic analyses provide insights into biomineralization,"Xiaodong Du, Guangyi Fan, Yu Jiao, He Zhang, Ximing Guo ...",25 July 2017,2017
Looking back: forward looking,"Scott C. Edmunds, Nicole A. Nogoy, Hans Zauner, Peter Li, Christopher I. Hunter ...",24 July 2017,2017
"De novo genome assembly of Camptotheca acuminata, a natural source of the anti-cancer compound camptothecin","Dongyan Zhao, John P. Hamilton, Gina M. Pham, Emily Crisovan, Krystle Wiegert-Rininger ...",24 July 2017,2017
"Draft genome of the Antarctic dragonfish, Parachaenichthys charcoti","Do-Hwan Ahn, Seung Chul Shin, Bo-Mi Kim, Seunghyun Kang, Jin-Hyoung Kim ...",24 July 2017,2017
"De novo genome assembly and annotation of Australia's largest freshwater fish, the Murray cod (Maccullochella peelii), from Illumina and Nanopore sequencing read","Christopher M. Austin, Mun Hua Tan, Katherine A. Harrisson, Yin Peng Lee, Laurence J. Croft ...",19 July 2017,2017
A recurrence-based approach for validating structural variation using long-read sequencing technology,"Xuefang Zhao, Alexandra M. Weber, Ryan E. Mills",19 July 2017,2017
Automated assembly of species metabolomes through data submission into a public repository,"Reza M. Salek, Pablo Conesa, Keeva Cochrane, Kenneth Haug, Mark Williams ...",19 July 2017,2017
"iCAVE: an open source tool for visualizing biomolecular networks in 3D, stereoscopic 3D and immersive 3D","Vaja Liluashvili, Selim Kalayci, Eugene Fluder, Manda Wilson, Aaron Gabow ...",15 July 2017,2017
An expanded mammal mitogenome dataset from Southeast Asia,"Faezah Mohd Salleh, Jazmín Ramos-Madrigal, Fernando Peñaloza, Shanlin Liu, S. Sinding Mikkel-Holger ...",13 July 2017,2017
Large-scale phenomics analysis of a T-DNA tagged mutant population,"Hshin-Ping Wu, Fu-Jin Wei, Cheng-Chieh Wu, Shuen-Fang Lo, Liang-Jwu Chen ...",13 July 2017,2017
Transcriptome analysis of the response of Burmese python to digestion,"Jinjie Duan, Kristian Wejse Sanggaard, Leif Schauser, Sanne Enok Lauridsen, Jan J. Enghild ...",13 July 2017,2017
A single mini-barcode test to screen for Australian mammalian predators from environmental samples,"Elodie Modave, Anna J MacDonald, Stephen D Sarre",04 July 2017,2017
Bio-Docklets: virtualization containers for single-step execution of NGS pipelines,"Baekdoo Kim, Thahmina Ali, Carlos Lijeron, Enis Afgan, Konstantinos Krampis",27 June 2017,2017
Two distinct metacommunities characterize the gut microbiota in Crohn's disease patients,"Qing He, Yuan Gao, Zhuye Jie, Xinlei Yu, Janne Marie Laursen ...",26 June 2017,2017
Comparative performance of the BGISEQ-500 vs Illumina HiSeq2500 sequencing platforms for palaeogenomic sequencing,"Sarah Siu Tze Mak, Shyam Gopalakrishnan, Christian Carøe, Chunyu Geng, Shanlin Liu ...",26 June 2017,2017
Kronos: a workflow assembler for genome analytics and informatics,"M. Jafar Taghiyar, Jamie Rosner, Diljot Grewal, Bruno M. Grande, Radhouane Aniba ...",26 June 2017,2017
The metagenomic data life-cycle: standards and best practices,"Petra ten Hoopen, Robert D. Finn, Lars Ailo Bongo, Erwan Corre, Bruno Fosso ...",16 June 2017,2017
Announcing the Genome Atlas of Bamboo and Rattan (GABR) project: promoting research in evolution and in economically and ecologically beneficial plants,"Hansheng Zhao, Shancen Zhao, International Network for Bamboo and Rattan, Benhua Fei, Huan Liu ...",16 June 2017,2017
16GT: a fast and sensitive variant caller using a 16-genotype probabilistic model,"Ruibang Luo, Michael C. Schatz, Steven L. Salzberg",15 June 2017,2017
Comprehensive analysis of microorganisms accompanying human archaeological remains,"Anna Philips, Ireneusz Stolarek, Bogna Kuczkowska, Anna Juras, Luiza Handschuh ...",13 June 2017,2017
Multi-locus and long amplicon sequencing approach to study microbial diversity at species level using the MinION™ portable nanopore sequencer,"Alfonso Benítez-Páez, Yolanda Sanz",12 June 2017,2017
A combined meta-barcoding and shotgun metagenomic analysis of spontaneous wine fermentation,"Peter R. Sternes, Danna Lee, Dariusz R. Kutyna, Anthony R. Borneman",08 June 2017,2017
"Sequencing, de novo assembling, and annotating the genome of the endangered Chinese crocodile lizard Shinisaurus crocodilurus","Jian Gao, Qiye Li, Zongji Wang, Yang Zhou, Paolo Martelli ...",08 June 2017,2017
The draft genome of blunt snout bream (Megalobrama amblycephala) reveals the development of intermuscular bone and adaptation to herbivorous diet,"Han Liu, Chunhai Chen, Zexia Gao, Jiumeng Min, Yongming Gu ...",23 May 2017,2017
Alignment of 1000 Genomes Project reads to reference assembly GRCh38,"Xiangqun Zheng-Bradley, Ian Streeter, Susan Fairley, David Richardson, Laura Clarke ...",20 May 2017,2017
From chromatogram to analyte to metabolite. How to pick horses for courses from the massive web resources for mass spectral plant metabolomics,"Leonardo Perez de Souza, Thomas Naake, Takayuki Tohge, Alisdair R Fernie",17 May 2017,2017
"Lipidomic profiling reveals distinct differences in plasma lipid composition in healthy, prediabetic, and type 2 diabetic individuals","Huanzi Zhong, Chao Fang, Yanqun Fan, Yan Lu, Bo Wen ...",15 May 2017,2017
A high-coverage draft genome of the mycalesine butterfly Bicyclus anynana,"Reuben W. Nowell, Ben Elsworth, Vicencio Oostra, Bas J. Zwaan, Christopher W. Wheat ...",09 May 2017,2017
Erratum to: Introducing BASE: the Biomes of Australian Soil Environments soil microbial diversity database,"Andrew Bissett, Anna Fitzgerald, Leon Court, Thys Meintjes, Pauline M. Mele ...",08 May 2017,2017
Draft genome sequence of the Tibetan medicinal herb Rhodiola crenulata,"Yuanyuan Fu, Liangwei Li, Shijie Hao, Rui Guan, Guangyi Fan ...",05 May 2017,2017
EEG datasets for motor imagery brain–computer interface,"Hohyun Cho, Minkyu Ahn, Sangtae Ahn, Moonyoung Kwon, Sung Chan Jun",04 May 2017,2017
GSuite HyperBrowser: integrative analysis of dataset collections across the genome and epigenome,"Boris Simovski, Daniel Vodák, Sveinung Gundersen, Diana Domanska, Abdulrahman Azab ...",27 April 2017,2017
Calculating the quality of public high-throughput sequencing data to obtain a suitable subset for reanalysis from the Sequence Read Archive,"Tazro Ohta, Takeru Nakazato, Hidemasa Bono",25 April 2017,2017
"Comparative genomic analysis of SET domain family reveals the origin, expansion, and putative function of the arthropod-specific SmydA genes as histone modifiers in insects","Feng Jiang, Qing Liu, Yanli Wang, Jie Zhang, Huimin Wang ...",22 April 2017,2017
"Draft genome of the lined seahorse, Hippocampus erectus","Qiang Lin, Ying Qiu, Ruobo Gu, Meng Xu, Jia Li ...",22 April 2017,2017
"MetaLIMS, a simple open-source laboratory information management system for small metagenomic labs","Cassie Elizabeth Heinle, Nicolas Paul Eugène Gaultier, Dana Miller, Rikky Wenang Purbojati, Federico M. Lauro",18 April 2017,2017
Genomic data for 78 chickens from 14 populations,"Diyan Li, Tiandong Che, Binlong Chen, Shilin Tian, Xuming Zhou ...",18 April 2017,2017
Hybrid de novo genome assembly of the Chinese herbal fleabane Erigeron breviscapus,"Jing Yang, Guanghui Zhang, Jing Zhang, Hui Liu, Wei Chen ...",18 April 2017,2017
Laboratory x-ray micro-computed tomography: a user guideline for biological samples,"Anton du Plessis, Chris Broeckhoven, Anina Guelpa, Stephan Gerhard le Roux",17 April 2017,2017
ReGaTE: Registration of Galaxy Tools in Elixir,"Olivia Doppelt-Azeroual, Fabien Mareuil, Eric Deveaud, Matúš Kalaš, Nicola Soranzo ...",10 April 2017,2017
A reference human genome dataset of the BGISEQ-500 sequencer,"Jie Huang, Xinming Liang, Yuankai Xuan, Chunyu Geng, Yuxiang Li ...",01 April 2017,2017
Genome-wide sequencing of longan (Dimocarpus longan Lour.) provides insights into molecular basis of its polyphenol-rich characteristics,"Yuling Lin, Jiumeng Min, Ruilian Lai, Zhangyan Wu, Yukun Chen ...",28 March 2017,2017
Using and understanding cross-validation strategies. Perspectives on Saeb et al.,"Max A Little, Gael Varoquaux, Sohrab Saeb, Luca Lonini, Arun Jayaraman ...",17 March 2017,2017
Genome sequencing of the sweetpotato whitefly Bemisia tabaci MED/Q,"Wen Xie, Chunhai Chen, Zezhong Yang, Litao Guo, Xin Yang ...",15 March 2017,2017
PSSMHCpan: a novel PSSM-based software for predicting class I peptide-HLA binding affinity,"Geng Liu, Dongli Li, Zhang Li, Si Qiu, Wenhui Li ...",15 March 2017,2017
The need to approximate the use-case in clinical machine learning,"Sohrab Saeb, Luca Lonini, Arun Jayaraman, David C. Mohr, Konrad P. Kording",15 March 2017,2017
The genome sequence of the wisent (Bison bonasus),"Kun Wang, Lizhong Wang, Johannes A. Lenstra, Jianbo Jian, Yongzhi Yang ...",10 March 2017,2017
Enhancing knowledge discovery from cancer genomics data with Galaxy,"Marco A. Albuquerque, Bruno M. Grande, Elie J. Ritch, Prasath Pararajalingam, Selin Jessa ...",09 March 2017,2017
Genome sequence of pacific abalone (Haliotis discus hannai): the first draft genome in family Haliotidae,"Bo-Hye Nam, Woori Kwak, Young-Ok Kim, Dong-Gyun Kim, Hee Jeong Kong ...",07 March 2017,2017
Science in the cloud (SIC): A use case in MRI connectomics,"Gregory Kiar, Krzysztof J. Gorgolewski, Dean Kleissas, William Gray Roncal, Brian Litt ...",07 March 2017,2017
"RED-ML: a novel, effective RNA editing detection method based on machine learning","Heng Xiong, Dongbing Liu, Qiye Li, Mengyue Lei, Liqin Xu ...",02 March 2017,2017
"Draft genome of the Northern snakehead, Channa
          argus","Jian Xu, Chao Bian, Kunci Chen, Guiming Liu, Yanliang Jiang ...",02 March 2017,2017
Stepwise Distributed Open Innovation Contests for Software Development: Acceleration of Genome-Wide Association Analysis,"Andrew Hill, Po-Ru Loh, Ragu B. Bharadwaj, Pascal Pons, Jingbo Shang ...",28 February 2017,2017
"Genome sequencing of the winged midge, Parochlus steinenii,
          from the Antarctic Peninsula","Sanghee Kim, Mijin Oh, Woongsic Jung, Joonho Park, Han-Gu Choi ...",24 February 2017,2017
"Phenobook: an open source software for phenotypic data
          collection","Juan M. Crescente, Fabio Guidobaldi, Melina Demichelis, Maria B. Formica, Marcelo Helguera ...",24 February 2017,2017
"GUIdock-VNC: using a graphical desktop sharing system to provide a
          browser-based interface for containerized software","Varun Mittal, Ling-Hong Hung, Jayant Keswani, Daniel Kristiyanto, Sung Bong Lee ...",24 February 2017,2017
The use of Oxford Nanopore native barcoding for complete genome assembly,"Sion C Bayliss, Vicky L Hunt, Maho Yokoyama, Harry A Thorpe, Edward J Feil",24 February 2017,2017
"Whole genome sequencing of Chinese clearhead icefish, Protosalanx
            hyalocranius","Kai Liu, Dongpo Xu, Jia Li, Chao Bian, Jinrong Duan ...",24 February 2017,2017
"De novo transcriptome assemblies of four xylem sap-feeding
          insects","Erica E. Tassone, Charles C. Cowden, S.J. Castle",24 February 2017,2017
"Developmental coordination disorder in children – experimental work and data
          annotation","Lukáš Vařeka, Petr Brůha, Roman Mouček, Pavel Mautner, Ladislav Čepička ...",24 February 2017,2017
"NanoSim: nanopore sequence read simulator based on statistical
          characterization","Chen Yang, Justin Chu, René L Warren, Inanç Birol",24 February 2017,2017
"MinION™ nanopore sequencing of environmental metagenomes: a synthetic
          approach","Bonnie L. Brown, Mick Watson, Samuel S. Minot, Maria C. Rivera, Rima B. Franklin",24 February 2017,2017
"Draft genome of the honey bee ectoparasitic mite, Tropilaelaps
            mercedesae, is shaped by the parasitic life history","Xiaofeng Dong, Stuart D. Armstrong, Dong Xia, Benjamin L. Makepeace, Alistair C. Darby ...",22 February 2017,2017
The genome sequence and transcriptome of Potentilla micrantha and their comparison to Fragaria vesca (the woodland strawberry),"Matteo Buti, Marco Moretto, Elena Barghini, Flavia Mascagni, Lucia Natali ...",15 February 2017,2017
"A reference gene set construction using RNA-seq of multiple tissues of Chinese giant salamander, Andrias davidianus","Xiaofang Geng, Wanshun Li, Haitao Shang, Qiang Gou, Fuchun Zhang ...",15 February 2017,2017
An improved assembly of the loblolly pine mega-genome using long-read single-molecule sequencing,"Aleksey V. Zimin, Kristian A. Stevens, Marc W. Crepeau, Daniela Puiu, Jill L. Wegrzyn ...",15 February 2017,2017
Multilayer modeling and analysis of human brain networks,Manlio De Domenico,06 February 2017,2017
"Orthogonal decomposition of left ventricular remodeling in myocardial
          infarction","Xingyu Zhang, Pau Medrano-Gracia, Bharath Ambale-Venkatesh, David A. Bluemke, Brett R Cowan ...",06 February 2017,2017
Updated foxtail millet genome assembly and gene mapping of nine key agronomic traits by resequencing a RIL population,"Xuemei Ni, Qiuju Xia, Houbao Zhang, Shu Cheng, Hui Li ...",20 January 2017,2017
drVM: a new tool for efficient genome assembly of known eukaryotic viruses from metagenomes,"Hsin-Hung Lin, Yu-Chieh Liao",20 January 2017,2017
From reads to operational taxonomic units: an ensemble processing pipeline for MiSeq amplicon sequencing data,"Mohamed Mysara, Mercy Njima, Natalie Leys, Jeroen Raes, Pieter Monsieurs",18 January 2017,2017
de novo assembly and population genomic survey of natural yeast isolates with the Oxford Nanopore MinION sequencer,"Benjamin Istace, Anne Friedrich, Léo d'Agata, Sébastien Faye, Emilie Payen ...",07 January 2017,2017
The Healthy Brain Network Serial Scanning Initiative: a resource for evaluating inter-individual differences and their reliabilities across scan conditions and sessions,"David O’Connor, Natan Vega Potler, Meagan Kovacs, Ting Xu, Lei Ai ...",07 January 2017,2017
Estimating the total number of phosphoproteins and phosphorylation sites in eukaryotic proteomes,"Panayotis Vlastaridis, Pelagia Kyriakidou, Anargyros Chaliotis, Yves Van de Peer, Stephen G Oliver ...",07 January 2017,2017
"The genome of the Antarctic-endemic copepod, Tigriopus kingsejongensis","Seunghyun Kang, Do-Hwan Ahn, Jun Hyuck Lee, Sung Gu Lee, Seung Chul Shin ...",07 January 2017,2017
Draft genome of the sea cucumber Apostichopus japonicus and genetic polymorphism among color variants,"Jihoon Jo, Jooseong Oh, Hyun-Gwan Lee, Hyun-Hee Hong, Sung-Gwon Lee ...",07 January 2017,2017
Morphometric analysis of Passiflora leaves: the relationship between landmarks of the vasculature and elliptical Fourier descriptors of the blade,"Daniel H. Chitwood, Wagner C. Otoni",07 January 2017,2017
A dataset of images and morphological profiles of 30 000 small-molecule treatments using the Cell Painting assay,"Mark-Anthony Bray, Sigrun M Gustafsdottir, Mohammad H Rohban, Shantanu Singh, Vebjorn Ljosa ...",07 January 2017,2017
"Genome sequence of a rice pest, the white-backed planthopper (Sogatella furcifera)","Lin Wang, Nan Tang, Xinlei Gao, Zhaoxia Chang, Liqin Zhang ...",02 January 2017,2017
