title,authors,year,citations
Evolutionary Divergences in Root Exudate Composition among Ecologically-Contrasting Helianthus Species,"Alan W. Bowsher, Rifhat Ali, Scott A. Harding, Chung-Jui Tsai, Lisa A. Donovan",2016,21
Intrahepatic Tissue Implantation Represents a Favorable Approach for Establishing Orthotopic Transplantation Hepatocellular Carcinoma Mouse Models,"Quan Rao, Abin You, Zhenglong Guo, Bingfeng Zuo, Xianjun Gao, Ti Zhang, Zhi Du, Chenxuan Wu, HaiFang Yin",2016,8
Three-Dimensional Imaging of the Intracellular Fate of Plasmid DNA and Transgene Expression: ZsGreen1 and Tissue Clearing Method CUBIC Are an Optimal Combination for Multicolor Deep Imaging in Murine Tissues,"Shintaro Fumoto, Koyo Nishimura, Koyo Nishida, Shigeru Kawakami",2016,23
Consequences of Secondary Calibrations on Divergence Time Estimates,John J. Schenk,2016,70
Region-Specific Defects of Respiratory Capacities in the Ndufs4(KO) Mouse Brain,"Ernst-Bernhard Kayser, Margaret M. Sedensky, Philip G. Morgan",2016,17
Melatonin Signaling Controls the Daily Rhythm in Blood Glucose Levels Independent of Peripheral Clocks,"Sharon Owino, Susana Contreras-Alcantara, Kenkichi Baba, Gianluca Tosini",2016,26
Cth2 Protein Mediates Early Adaptation of Yeast Cells to Oxidative Stress Conditions,"Laia Castells-Roca, Jordi Pijuan, Francisco Ferrezuelo, Gemma Bellí, Enrique Herrero",2016,6
Neighbourhood Deprivation and Outcomes of Stop Smoking Support – An Observational Study,"Leonie S. Brose, Andy McEwen",2016,8
"Prader-Willi Critical Region, a Non-Translated, Imprinted Central Regulator of Bone Mass: Possible Role in Skeletal Abnormalities in Prader-Willi Syndrome","Ee-Cheng Khor, Bruce Fanshawe, Yue Qi, Sergei Zolotukhin, Rishikesh N. Kulkarni, Ronaldo F. Enriquez, Louise Purtell, Nicola J. Lee, Natalie K. Wee, Peter I. Croucher, Lesley Campbell, Herbert Herzog, Paul A. Baldock",2016,15
"Validation of the Martin Method for Estimating Low-Density Lipoprotein Cholesterol Levels in Korean Adults: Findings from the Korea National Health and Nutrition Examination Survey, 2009-2011","Jongseok Lee, Sungok Jang, Heejeong Son",2016,20
Sphingosine-1-Phosphate Induces Dose-Dependent Chemotaxis or Fugetaxis of T-ALL Blasts through S1P1 Activation,"Carolina V. Messias, Eliane Santana-Van-Vliet, Julia P. Lemos, Otacilio C. Moreira, Vinicius Cotta-de-Almeida, Wilson Savino, Daniella Arêas Mendes-da-Cruz",2016,2
"BJ-1108, a 6-Amino-2,4,5-Trimethylpyridin-3-ol Analog, Inhibits Serotonin-Induced Angiogenesis and Tumor Growth through PI3K/NOX Pathway","Suhrid Banskota, Jaya Gautam, Sushil C. Regmi, Pallavi Gurung, Myo-Hyeon Park, Seung Joo Kim, Tae-gyu Nam, Byeong-Seon Jeong, Jung-Ae Kim",2016,16
Towards Validation of a New Computerised Test of Goal Neglect: Preliminary Evidence from Clinical and Neuroimaging Pilot Studies,"Breda Cullen, David Brennan, Tom Manly, Jonathan J. Evans",2016,2
The Development and Validation of the Indian Family Violence and Control Scale,"Ameeta S. Kalokhe, Rob Stephenson, Mary E. Kelley, Kristin L. Dunkle, Anuradha Paranjape, Vikram Solas, Latika Karve, Carlos del Rio, Seema Sahay",2016,12
Hepatic Macrosteatosis Is Partially Converted to Microsteatosis by Melatonin Supplementation in ob/ob Mice Non-Alcoholic Fatty Liver Disease,"Alessandra Stacchiotti, Gaia Favero, Antonio Lavazza, Igor Golic, Marija Aleksic, Aleksandra Korac, Luigi Fabrizio Rodella, Rita Rezzani",2016,33
The GTPase ARF6 Controls ROS Production to Mediate Angiotensin II-Induced Vascular Smooth Muscle Cell Proliferation,"Mohamed Bourmoum, Ricardo Charles, Audrey Claing",2016,25
A New Immunoassay for Detecting All Subtypes of Shiga Toxins Produced by Shiga Toxin-Producing E. coli in Ground Beef,"Xiaohua He, Qiulian Kong, Stephanie Patfield, Craig Skinner, Reuven Rasooly",2016,13
AMP-Activated Protein Kinase Regulates Oxidative Metabolism in Caenorhabditis elegans through the NHR-49 and MDT-15 Transcriptional Regulators,"Elizabeth Moreno-Arriola, Mohammed EL Hafidi, Daniel Ortega-Cuéllar, Karla Carvajal",2016,24
Comparison of the Dynesys Dynamic Stabilization System and Posterior Lumbar Interbody Fusion for Lumbar Degenerative Disease,"Yang Zhang, Jian-Lin Shan, Xiu-Mei Liu, Fang Li, Kai Guan, Tian-Sheng Sun",2016,16
ZMYND10 - Mutation Analysis in Slavic Patients with Primary Ciliary Dyskinesia,"Małgorzata Kurkowiak, Ewa Ziętkiewicz, Agnieszka Greber, Katarzyna Voelkel, Alina Wojda, Andrzej Pogorzelski, Michał Witt",2016,8
A Familiar(ity) Problem: Assessing the Impact of Prerequisites and Content Familiarity on Student Learning,"Justin F. Shaffer, Jennifer V. Dang, Amanda K. Lee, Samantha J. Dacanay, Usman Alam, Hollie Y. Wong, George J. Richards, Pavan Kadandale, Brian K. Sato",2016,6
Urine/Plasma Neutrophil Gelatinase Associated Lipocalin Ratio Is a Sensitive and Specific Marker of Subclinical Acute Kidney Injury in Mice,"Tamás Kaucsár, Mária Godó, Csaba Révész, Miklós Kovács, Attila Mócsai, Norbert Kiss, Mihály Albert, Tibor Krenács, Gábor Szénási, Péter Hamar",2016,18
Reduced CYFIP1 in Human Neural Progenitors Results in Dysregulation of Schizophrenia and Epilepsy Gene Networks,"Rebecca A. Nebel, Dejian Zhao, Erika Pedrosa, Jill Kirschen, Herbert M. Lachman, Deyou Zheng, Brett S. Abrahams",2016,17
Expression Profile of Cytokines and Enzymes mRNA in Blood Leukocytes of Dogs with Leptospirosis and Its Associated Pulmonary Hemorrhage Syndrome,"Carla A. Maissen-Villiger, Ariane Schweighauser, H. Anette van Dorland, Claudine Morel, Rupert M. Bruckmaier, Andreas Zurbriggen, Thierry Francey",2016,8
Probing Coagulation Behavior of Individual Aluminum Species for Removing Corresponding Disinfection Byproduct Precursors: The Role of Specific Ultraviolet Absorbance,"He Zhao, Chengzhi Hu, Di Zhang, Huijuan Liu, Jiuhui Qu",2016,3
Histatin-1 Expression in Human Lacrimal Epithelium,"Dhara Shah, Marwan Ali, Zeeshan Pasha, Assraa Jassim Jaboori, Sarmad H. Jassim, Sandeep Jain, Vinay K. Aakalu",2016,9
Sublethal Toxicity Endpoints of Heavy Metals to the Nematode Caenorhabditis elegans,"Ying Jiang, Jiandong Chen, Yue Wu, Qiang Wang, Huixin Li",2016,30
Sustainable Cost Models for mHealth at Scale: Modeling Program Data from m4RH Tanzania,"Emily R. Mangone, Smisha Agarwal, Kelly L’Engle, Christine Lasway, Trinity Zan, Hajo van Beijma, Jennifer Orkis, Robert Karam",2016,14
Psychological Differences toward Pedestrian Red Light Crossing between University Students and Their Peers,"Qinghui Suo, Daming Zhang",2016,1
Enzymes for Pancreatic Islet Isolation Impact Chemokine-Production and Polarization of Insulin-Producing β-Cells with Reduced Functional Survival of Immunoisolated Rat Islet-Allografts as a Consequence,"Paul de Vos, Alexandra M. Smink, Genaro Paredes, Jonathan R. T. Lakey, Jeroen Kuipers, Ben N. G. Giepmans, Bart J. de Haan, Marijke M. Faas",2016,17
"In Vivo Transplantation of Enteric Neural Crest Cells into Mouse Gut; Engraftment, Functional Integration and Long-Term Safety","Julie E. Cooper, Conor J. McCann, Dipa Natarajan, Shanas Choudhury, Werend Boesmans, Jean-Marie Delalande, Pieter Vanden Berghe, Alan J. Burns, Nikhil Thapar",2016,30
Association between Dietary Vitamin C Intake and Non-Alcoholic Fatty Liver Disease: A Cross-Sectional Study among Middle-Aged and Older Adults,"Jie Wei, Guang-hua Lei, Lei Fu, Chao Zeng, Tuo Yang, Shi-fang Peng",2016,22
Characterization and Expression of the Lucina pectinata Oxygen and Sulfide Binding Hemoglobin Genes,"Ingrid M. Montes-Rodríguez, Linda E. Rivera, Juan López-Garriga, Carmen L. Cadilla",2016,4
Classification of Asthma Based on Nonlinear Analysis of Breathing Pattern,"Mohammad Reza Raoufy, Tara Ghafari, Reza Darooei, Milad Nazari, Seyed Alireza Mahdaviani, Ali Reza Eslaminejad, Mehdi Almasnia, Shahriar Gharibzadeh, Ali R. Mani, Sohrab Hajizadeh",2016,28
Opioid Use and Storage Patterns by Patients after Hospital Discharge following Surgery,"Karsten Bartels, Lena M. Mayes, Colleen Dingmann, Kenneth J. Bullard, Christian J. Hopfer, Ingrid A. Binswanger",2016,166
"RNA Whole-Mount In situ Hybridisation Proximity Ligation Assay (rISH-PLA), an Assay for Detecting RNA-Protein Complexes in Intact Cells","Ioannis M. Roussis, Matthew Guille, Fiona A. Myers, Garry P. Scarlett",2016,9
Interactions of Environmental Factors and APOA1-APOC3-APOA4-APOA5 Gene Cluster Gene Polymorphisms with Metabolic Syndrome,"Yanhua Wu, Yaqin Yu, Tiancheng Zhao, Shibin Wang, Yingli Fu, Yue Qi, Guang Yang, Wenwang Yao, Yingying Su, Yue Ma, Jieping Shi, Jing Jiang, Changgui Kou",2016,20
Comparative Analysis of Genome Diversity in Bullmastiff Dogs,"Sally-Anne Mortlock, Mehar S. Khatkar, Peter Williamson",2016,13
Marathon: An Open Source Software Library for the Analysis of Markov-Chain Monte Carlo Algorithms,"Steffen Rechner, Annabell Berger",2016,3
Factors Associated with Influenza Vaccination of Hospitalized Elderly Patients in Spain,"Àngela Domínguez, Núria Soldevila, Diana Toledo, Pere Godoy, Jesús Castilla, Lluís Force, María Morales, José María Mayoral, Mikel Egurrola, Sonia Tamames, Vicente Martín, Jenaro Astray, Working Group of the Project PI12/02079",2016,9
Inhibitory Effect of Serotonin Antagonist on Leukocyte-Endothelial Interactions In Vivo and In Vitro,"Hiroshi Kataoka, Yuno Ariyama, Michiyo Deushi, Mizuko Osaka, Kosaku Nitta, Masayuki Yoshida",2016,6
"A Single-Arm, Proof-Of-Concept Trial of Lopimune (Lopinavir/Ritonavir) as a Treatment for HPV-Related Pre-Invasive Cervical Disease","Lynne Hampson, Innocent O. Maranga, Millicent S. Masinde, Anthony W. Oliver, Gavin Batman, Xiaotong He, Minaxi Desai, Parmenas M. Okemwa, Helen Stringfellow, Pierre Martin-Hirsch, Alex M. Mwaniki, Peter Gichangi, Ian N. Hampson",2016,12
Intraocular Pressure Reduction Is Associated with Reduced Venous Pulsation Pressure,"William H. Morgan, Philip H. House, Martin L. Hazelton, Brigid D. Betz-Stablein, Balwantray C. Chauhan, Ananth Viswanathan, Dao-Yi Yu",2016,6
Peer Review Quality and Transparency of the Peer-Review Process in Open Access and Subscription Journals,Jelte M. Wicherts,2016,60
"Cerebral Blood Volume ASPECTS Is the Best Predictor of Clinical Outcome in Acute Ischemic Stroke: A Retrospective, Combined Semi-Quantitative and Quantitative Assessment","Marina Padroni, Andrea Bernardoni, Carmine Tamborino, Gloria Roversi, Massimo Borrelli, Andrea Saletti, Alessandro De Vito, Cristiano Azzini, Luca Borgatti, Onofrio Marcello, Christopher d’Esterre, Stefano Ceruti, Ilaria Casetta, Ting-Yim Lee, Enrico Fainardi",2016,22
Use of an Electrochemical Split Cell Technique to Evaluate the Influence of Shewanella oneidensis Activities on Corrosion of Carbon Steel,"Robert Bertram Miller II, Anwar Sadek, Alvaro Rodriguez, Mariano Iannuzzi, Carla Giai, John M. Senko, Chelsea N. Monty",2016,13
BMP-7 Treatment Increases M2 Macrophage Differentiation and Reduces Inflammation and Plaque Formation in Apo E-/- Mice,"Dinender K. Singla, Reetu Singla, Jing Wang",2016,28
Posterior Cruciate Ligament Retention versus Posterior Stabilization for Total Knee Arthroplasty: A Meta-Analysis,"Chao Jiang, Zhenlei Liu, Ying Wang, Yanyan Bian, Bin Feng, Xisheng Weng",2016,29
Targeted Cooperative Actions Shape Social Networks,"Lucas Wardil, Christoph Hauert",2016,5
A Novel High-Throughput Method for Molecular Detection of Human Pathogenic Viruses Using a Nanofluidic Real-Time PCR System,"Coralie Coudray-Meunier, Audrey Fraisse, Sandra Martin-Latil, Sabine Delannoy, Patrick Fach, Sylvie Perelle",2016,17
Colocalization of the (Pro)renin Receptor/Atp6ap2 with H+-ATPases in Mouse Kidney but Prorenin Does Not Acutely Regulate Intercalated Cell H+-ATPase Activity,"Arezoo Daryadel, Soline Bourgeois, Marta F. L. Figueiredo, Ana Gomes Moreira, Nicole B. Kampik, Lisa Oberli, Nilufar Mohebbi, Xifeng Lu, Marcel E. Meima, A. H. Jan Danser, Carsten A. Wagner",2016,16
Non-Native Plant Invasion along Elevation and Canopy Closure Gradients in a Middle Rocky Mountain Ecosystem,"Joshua P. Averett, Bruce McCune, Catherine G. Parks, Bridgett J. Naylor, Tim DelCurto, Ricardo Mata-González",2016,22
"Visual Acuity Testing: Feedback Affects Neither Outcome nor Reproducibility, but Leaves Participants Happier","Michael Bach, Kerstin Schäfer",2016,8
"Lethal and Sublethal Toxicity Comparison of BFRs to Three Marine Planktonic Copepods: Effects on Survival, Metabolism and Ingestion","Wenjing Gong, Liyan Zhu, Ya Hao",2016,5
Determination of B-Cell Epitopes in Patients with Celiac Disease: Peptide Microarrays,"Rok Seon Choung, Eric V. Marietta, Carol T. Van Dyke, Tricia L. Brantner, John Rajasekaran, Pankaj J. Pasricha, Tianhao Wang, Kang Bei, Karthik Krishna, Hari K. Krishnamurthy, Melissa R. Snyder, Vasanth Jayaraman, Joseph A. Murray",2016,8
Observed Measures of Negative Parenting Predict Brain Development during Adolescence,"Sarah Whittle, Nandita Vijayakumar, Meg Dennison, Orli Schwartz, Julian G. Simmons, Lisa Sheeber, Nicholas B. Allen",2016,41
"Mice Abundant in Muricholic Bile Acids Show Resistance to Dietary Induced Steatosis, Weight Gain, and to Impaired Glucose Metabolism","Ylva Bonde, Gösta Eggertsen, Mats Rudling",2016,22
Genomic Prediction of Testcross Performance in Canola (Brassica napus),"Habib U. Jan, Amine Abbadi, Sophie Lücke, Richard A. Nichols, Rod J. Snowdon",2016,35
FoxC2 Enhances BMP7-Mediated Anabolism in Nucleus Pulposus Cells of the Intervertebral Disc,"Zheng Wang, Changfeng Fu, Yong Chen, Feng Xu, Zhenyu Wang, Zhigang Qu, Yi Liu",2016,6
Predator Diet and Trophic Position Modified with Altered Habitat Morphology,"Alexander Tewfik, Susan S. Bell, Kevin S. McCann, Kristina Morrow",2016,18
"Antimicrobial Resistance and Molecular Epidemiology of Escherichia coli Causing Bloodstream Infections in Three Hospitals in Shanghai, China","Su Wang, Sheng-Yuan Zhao, Shu-Zhen Xiao, Fei-Fei Gu, Qing-Zhong Liu, Jin Tang, Xiao-Kui Guo, Yu-Xing Ni, Li-Zhong Han",2016,30
K+ Channel Inhibition Differentially Regulates Migration of Intestinal Epithelial Cells in Inflamed vs. Non-Inflamed Conditions in a PI3K/Akt-Mediated Manner,"Sebastian Zundler, Massimiliano Caioni, Martina Müller, Ulrike Strauch, Claudia Kunst, Gisela Woelfel",2016,8
Tracking Plasticity: Effects of Long-Term Rehearsal in Expert Dancers Encoding Music to Movement,"Rachel J. Bar, Joseph F. X. DeSouza",2016,26
Curcumin Ameliorates the Reduction Effect of PGE2 on Fibrillar β-Amyloid Peptide (1-42)-Induced Microglial Phagocytosis through the Inhibition of EP2-PKA Signaling in N9 Microglial Cells,"Gen-Lin He, Zhen Luo, Ju Yang, Ting-ting Shen, Yi Chen, Xue-Sen Yang",2016,7
"Dietary Supplementation with Organoselenium Accelerates Recovery of Bladder Expression, but Does Not Improve Locomotor Function, following Spinal Cord Injury","Carolyn A. Meyer, Ranjana Singh, Mackenzie T. Jones, Chen-Guang Yu, Ronan F. Power, James W. Geddes",2016,2
Glutamate Dehydrogenase Is Required by Mycobacterium bovis BCG for Resistance to Cellular Stress,"James L. Gallant, Albertus J. Viljoen, Paul D. van Helden, Ian J. F. Wiid",2016,12
In-Silico Computing of the Most Deleterious nsSNPs in HBA1 Gene,"Sayed AbdulAzeez, J. Francis Borgio",2016,18
Factors Influencing Intraocular Pressure Changes after Laser In Situ Keratomileusis with Flaps Created by Femtosecond Laser or Mechanical Microkeratome,"Meng-Yin Lin, David C. K. Chang, Yun-Dun Shen, Yen-Kuang Lin, Chang-Ping Lin, I-Jong Wang",2016,8
"Benefit Cost Analysis of Three Skin Cancer Public Education Mass-Media Campaigns Implemented in New South Wales, Australia","Christopher M. Doran, Rod Ling, Joshua Byrnes, Melanie Crane, Anthony P. Shakeshaft, Andrew Searles, Donna Perez",2016,26
Aberrations Involving Chromosome 1 as a Possible Predictor of Odds Ratio for Colon Cancer - Results from the Krakow Case-Control Study,"Aleksander Galas, Justyna Miszczyk",2016,0
Impacts of Perinatal Dioxin Exposure on Motor Coordination and Higher Cognitive Development in Vietnamese Preschool Children: A Five-Year Follow-Up,"Nghi Ngoc Tran, Tai The Pham, Kyoko Ozawa, Muneko Nishijo, Anh Thi Nguyet Nguyen, Tuong Quy Tran, Luong Van Hoang, Anh Hai Tran, Vu Huy Anh Phan, Akio Nakai, Yoshikazu Nishino, Hisao Nishijo",2016,26
"Offshore Habitat Preference of Overwintering Juvenile and Adult Black Sea Bass, Centropristis striata, and the Relationship to Year-Class Success","Alicia S. Miller, Gary R. Shepherd, Paula S. Fratantoni",2016,5
ABA Is Required for Plant Acclimation to a Combination of Salt and Heat Stress,"Nobuhiro Suzuki, Elias Bassil, Jason S. Hamilton, Madhuri A. Inupakutika, Sara Izquierdo Zandalinas, Deesha Tripathy, Yuting Luo, Erin Dion, Ginga Fukui, Ayana Kumazaki, Ruka Nakano, Rosa M. Rivero, Guido F. Verbeck, Rajeev K. Azad, Eduardo Blumwald, Ron Mittler",2016,98
Deception Undermines the Stability of Cooperation in Games of Indirect Reciprocity,"Szabolcs Számadó, Ferenc Szalai, István Scheuring",2016,6
Prevalence and Correlates of Smoking and Readiness to Quit Smoking in People Living with HIV in Austria and Germany,"Helmut Brath, Igor Grabovac, Horst Schalk, Olaf Degen, Thomas E. Dorner",2016,17
Differential Subplastidial Localization and Turnover of Enzymes Involved in Isoprenoid Biosynthesis in Chloroplasts,"Catalina Perello, Ernesto Llamas, Vincent Burlat, Miriam Ortiz-Alcaide, Michael A. Phillips, Pablo Pulido, Manuel Rodriguez-Concepcion",2016,15
Single Stage Surgical Outcomes for Large Angle Intermittent Exotropia,"Min Yang, Jingchang Chen, Tao Shen, Ying Kang, Daming Deng, Xiaoming Lin, Heping Wu, Qiwen Chen, Xuelian Ye, Jianqun Li, Jianhua Yan",2016,6
Six Serum miRNAs Fail to Validate as Myotonic Dystrophy Type 1 Biomarkers,"Juan M. Fernandez-Costa, Beatriz Llamusi, Ariadna Bargiela, Miren Zulaica, M. Carmen Alvarez-Abril, Manuel Perez-Alonso, Adolfo Lopez de Munain, Arturo Lopez-Castel, Ruben Artero",2016,2
Morpho-Physiological and Proteome Level Responses to Cadmium Stress in Sorghum,"Swapan Kumar Roy, Seong-Woo Cho, Soo Jeong Kwon, Abu Hena Mostafa Kamal, Sang-Woo Kim, Myeong-Won Oh, Moon-Soon Lee, Keun-Yook Chung, Zhanguo Xin, Sun-Hee Woo",2016,27
Honey Bees Modulate Their Olfactory Learning in the Presence of Hornet Predators and Alarm Component,"Zhengwei Wang, Yufeng Qu, Shihao Dong, Ping Wen, Jianjun Li, Ken Tan, Randolf Menzel",2016,16
Genotype-Specific Interaction of Latent TGFβ Binding Protein 4 with TGFβ,"Kay-Marie Lamar, Tamari Miller, Lisa Dellefave-Castillo, Elizabeth M. McNally",2016,8
Movement Discordance between Healthy and Non-Healthy US Adults,"Ann M. Swartz, Young Cho, Whitney A. Welch, Scott J. Strath",2016,1
Therapeutic Effects of Procainamide on Endotoxin-Induced Rhabdomyolysis in Rats,"Chih-Chin Shih, Hiong-Ping Hii, Cheng-Ming Tsao, Shiu-Jen Chen, Shuk-Man Ka, Mei-Hui Liao, Chin-Chen Wu",2016,2
Spouse-to-Spouse Transmission and Evolution of Hypervariable Region 1 and 5’ Untranslated Region of Hepatitis C Virus Analyzed by Next-Generation Sequencing,"Kamila Caraballo Cortes, Osvaldo Zagordi, Joanna Jabłońska, Agnieszka Pawełczyk, Natalia Kubisa, Karol Perlejewski, Iwona Bukowska-Ośko, Rafał Płoski, Marek Radkowski, Tomasz Laskus",2016,3
Red Blood Cell Distribution Width Is Associated with Severity of Leukoaraiosis,"Han-Bin Lee, Jinkwon Kim, Seung-Hun Oh, Sang-Heum Kim, Hyun-Sook Kim, Won-Chan Kim, Soonhag Kim, Ok-Joon Kim",2016,8
Effect of Saccharomyces boulardii and Mode of Delivery on the Early Development of the Gut Microbial Community in Preterm Infants,"Natalia Zeber-Lubecka, Maria Kulecka, Filip Ambrozkiewicz, Agnieszka Paziewska, Milosz Lechowicz, Ewa Konopka, Urszula Majewska, Maria Borszewska-Kornacka, Michal Mikula, Bozena Cukrowska, Jerzy Ostrowski",2016,14
XX/XY System of Sex Determination in the Geophilomorph Centipede Strigamia maritima,"Jack E. Green, Martina Dalíková, Ken Sahara, František Marec, Michael Akam",2016,9
Novel Applications of Magnetic Cell Sorting to Analyze Cell-Type Specific Gene and Protein Expression in the Central Nervous System,"Leanne Melissa Holt, Michelle Lynne Olsen",2016,30
The Feasibility and Oncological Safety of Axillary Reverse Mapping in Patients with Breast Cancer: A Systematic Review and Meta-Analysis of Prospective Studies,"Chao Han, Ben Yang, Wen-Shu Zuo, Gang Zheng, Li Yang, Mei-Zhu Zheng",2016,16
Imputing Variants in HLA-DR Beta Genes Reveals That HLA-DRB1 Is Solely Associated with Rheumatoid Arthritis and Systemic Lupus Erythematosus,"Kwangwoo Kim, So-Young Bang, Dae Hyun Yoo, Soo-Kyung Cho, Chan-Bum Choi, Yoon-Kyoung Sung, Tae-Hwan Kim, Jae-Bum Jun, Young Mo Kang, Chang-Hee Suh, Seung-Cheol Shim, Shin-Seok Lee, Jisoo Lee, Won Tae Chung, Seong-Kyu Kim, Jung-Yoon Choe, Swapan K. Nath, Hye-Soon Lee, Sang-Cheol Bae",2016,10
Selective Killing Effects of Cold Atmospheric Pressure Plasma with NO Induced Dysfunction of Epidermal Growth Factor Receptor in Oral Squamous Cell Carcinoma,"Jung-Hwan Lee, Ji-Yeon Om, Yong-Hee Kim, Kwang-Mahn Kim, Eun-Ha Choi, Kyoung-Nam Kim",2016,22
"""Willing to Pay?"" Tax Compliance in Britain and Italy: An Experimental Analysis","Nan Zhang, Giulia Andrighetto, Stefania Ottone, Ferruccio Ponzano, Sven Steinmo",2016,22
Monomeric Amyloid Beta Peptide in Hexafluoroisopropanol Detected by Small Angle Neutron Scattering,"Bo Zhang-Haagen, Ralf Biehl, Luitgard Nagel-Steger, Aurel Radulescu, Dieter Richter, Dieter Willbold",2016,22
Biological Characterization of Gene Response to Insulin-Induced Hypoglycemia in Mouse Retina,"Martine Emery, Natacha Nanchen, Frédéric Preitner, Mark Ibberson, Raphaël Roduit",2016,3
The Transcription Factor Hand1 Is Involved In Runx2-Ihh-Regulated Endochondral Ossification,"Lindsay E. Laurie, Hiroki Kokubo, Masataka Nakamura, Yumiko Saga, Noriko Funato",2016,8
The Detection of Metabolite-Mediated Gene Module Co-Expression Using Multivariate Linear Models,"Trishanta Padayachee, Tatsiana Khamiakova, Ziv Shkedy, Markus Perola, Perttu Salo, Tomasz Burzykowski",2016,3
Management Impacts on Carbon Dynamics in a Sierra Nevada Mixed Conifer Forest,"Sabina Dore, Danny L. Fry, Brandon M. Collins, Rodrigo Vargas, Robert A. York, Scott L. Stephens",2016,7
Analysis of Transcriptional Signatures in Response to Listeria monocytogenes Infection Reveals Temporal Changes That Result from Type I Interferon Signaling,"Jonathan M. Pitt, Simon Blankley, Krzysztof Potempa, Christine M. Graham, Lucia Moreira-Teixeira, Finlay W. McNab, Ashleigh Howes, Evangelos Stavropoulos, Virginia Pascual, Jacques Banchereau, Damien Chaussabel, Anne O’Garra",2016,5
Long Non-Coding RNA Malat-1 Is Dispensable during Pressure Overload-Induced Cardiac Remodeling and Failure in Mice,"Tim Peters, Steffie Hermans-Beijnsberger, Abdelaziz Beqqali, Nicole Bitsch, Shinichi Nakagawa, Kannanganattu V. Prasanth, Leon J. de Windt, Ralph J. van Oort, Stephane Heymans, Blanche Schroen",2016,26
"Combined Treatment of MCF-7 Cells with AICAR and Methotrexate, Arrests Cell Cycle and Reverses Warburg Metabolism through AMP-Activated Protein Kinase (AMPK) and FOXO1","Tamás Fodor, Magdolna Szántó, Omar Abdul-Rahman, Lilla Nagy, Ádám Dér, Borbála Kiss, Peter Bai",2016,24
