title,authors,date,target year
A genome-wide association study to identify candidate genes for erectile dysfunction,"Elham Kazemi, Javaad Zargooshi, Marzieh Kaboudi, Parviz Heidari, Danial Kahrizi ...",15 December 2020,2020
Deep learning for brain disorders: from data processing to disease treatment,"Ninon Burgos, Simona Bottani, Johann Faouzi, Elina Thibeau-Sutre, Olivier Colliot",15 December 2020,2020
Goals and approaches for each processing step for single-cell RNA sequencing data,"Zilong Zhang, Feifei Cui, Chunyu Wang, Lingling Zhao, Quan Zou",15 December 2020,2020
DReSS: a method to quantitatively describe the influence of structural perturbations on state spaces of genetic regulatory networks,"Ziqiao Yin, Binghui Guo, Shuangge Ma, Yifan Sun, Zhilong Mi ...",14 December 2020,2020
Target shortage and less explored multiple targeting: hurdles in the development of novel antifungals but overcome/addressed effectively through structural bioinformatics,"Anubhuti Jha, Archana Vimal, Awanish Kumar",14 December 2020,2020
Computational drug repositioning based on the relationships between substructure–indication,"Jingbo Yang, Denan Zhang, Lei Liu, Guoqi Li, Yiyang Cai ...",14 December 2020,2020
Comparative viromes of Culicoides and mosquitoes reveal their consistency and diversity in viral profiles,"Lin Liu, Qin Shen, Nan Li, Yuwen He, Na Han ...",14 December 2020,2020
"ColorCells: a database of expression, classification and functions of lncRNAs in single cells","Ling-Ling Zheng, Jing-Hua Xiong, Wu-Jian Zheng, Jun-Hao Wang, Zi-Liang Huang ...",14 December 2020,2020
"ITP-Pred: an interpretable method for predicting, therapeutic peptides with fused features low-dimension representation","Lijun Cai, Li Wang, Xiangzheng Fu, Chenxing Xia, Xiangxiang Zeng ...",14 December 2020,2020
Do we need different machine learning algorithms for QSAR modeling? A comprehensive assessment of 16 machine learning algorithms on 14 QSAR data sets,"Zhenxing Wu, Minfeng Zhu, Yu Kang, Elaine Lai-Han Leung, Tailong Lei ...",14 December 2020,2020
A systematic analysis of miRNA markers and classification algorithms for forensic body fluid identification,"Yang Liu, Hongxia He, Zhi-Xiong Xiao, Anquan Ji, Jian Ye ...",14 December 2020,2020
Encyclopedia of tools for the analysis of miRNA isoforms,"Georges Pierre Schmartz, Fabian Kern, Tobias Fehlmann, Viktoria Wagner, Bastian Fromm ...",14 December 2020,2020
Prediction of protein–carbohydrate complex binding affinity using structural features,"N R Siva Shanmugam, J Jino Blessy, K Veluraja, M Michael Gromiha",14 December 2020,2020
Clinical significance and immunogenomic landscape analyses of the immune cell signature based prognostic model for patients with breast cancer,"Shiyuan Wang, Yuqiang Xiong, Qi Zhang, Dongqing Su, Chunlu Yu ...",11 December 2020,2020
iDMer: an integrative and mechanism-driven response system for identifying compound interventions for sudden virus outbreak,"Zhiting Wei, Yuli Gao, Fangliangzi Meng, Xin Chen, Yukang Gong ...",10 December 2020,2020
Epigenetically regulated gene expression profiles reveal four molecular subtypes with prognostic and therapeutic implications in colorectal cancer,"Xiaokang Wang, Jinfeng Liu, Danwen Wang, Maohui Feng, Xiongzhi Wu",10 December 2020,2020
scGMAI: a Gaussian mixture model for clustering single-cell RNA-Seq data based on deep autoencoder,"Bin Yu, Chen Chen, Ren Qi, Ruiqing Zheng, Patrick J Skillman-Lawrence ...",10 December 2020,2020
FEATS: feature selection-based clustering of single-cell RNA-seq data,"Edwin Vans, Ashwini Patil, Alok Sharma",08 December 2020,2020
Key residues influencing binding affinities of 2019-nCoV with ACE2 in different species,"Senbiao Fang, Ruoqian Zheng, Chuqi Lei, Jianxin Wang, Ruiqing Zheng ...",08 December 2020,2020
Design of an epitope-based peptide vaccine against the SARS-CoV-2: a vaccine-informatics approach,"Aftab Alam, Arbaaz Khan, Nikhat Imam, Mohd Faizan Siddiqui, Mohd Waseem ...",08 December 2020,2020
PERHAPS: Paired-End short Reads-based HAPlotyping from next-generation Sequencing data,"Jie Huang, Stefano Pallotti, Qianling Zhou, Marcus Kleber, Xiaomeng Xin ...",08 December 2020,2020
Text mining approaches for dealing with the rapidly expanding literature on COVID-19,"Lucy Lu Wang, Kyle Lo",07 December 2020,2020
DeepYY1: a deep learning approach to identify YY1-mediated chromatin loops,"Fu-Ying Dao, Hao Lv, Dan Zhang, Zi-Mei Zhang, Li Liu ...",07 December 2020,2020
A review of COVID-19 biomarkers and drug targets: resources and tools,"Francesca P Caruso, Giovanni Scala, Luigi Cerulo, Michele Ceccarelli",07 December 2020,2020
Coupled co-clustering-based unsupervised transfer learning for the integrative analysis of single-cell genomic data,"Pengcheng Zeng, Jiaxuan Wangwu, Zhixiang Lin",07 December 2020,2020
"Next generation sequencing of SARS-CoV-2 genomes: challenges, applications and opportunities","Matteo Chiara, Anna Maria D’Erchia, Carmela Gissi, Caterina Manzari, Antonio Parisi ...",07 December 2020,2020
Recent advances in network-based methods for disease gene prediction,"Sezin Kircali Ata, Min Wu, Yuan Fang, Le Ou-Yang, Chee Keong Kwoh ...",05 December 2020,2020
Optimized combination methods for exploring and verifying disease-resistant transcription factors in melon,"Zhicheng Wang, Yushi Luan, Xiaoxu Zhou, Jun Cui, Feishi Luan ...",04 December 2020,2020
NetCoMi: network construction and comparison for microbiome data in R,"Stefanie Peschel, Christian L Müller, Erika von Mutius, Anne-Laure Boulesteix, Martin Depner",03 December 2020,2020
"Identification and characterization of circRNAs encoded by MERS-CoV, SARS-CoV-1 and SARS-CoV-2","Zena Cai, Congyu Lu, Jun He, Li Liu, Yuanqiang Zou ...",02 December 2020,2020
Supervised clustering of high-dimensional data using regularized mixture modeling,"Wennan Chang, Changlin Wan, Yong Zang, Chi Zhang, Sha Cao",02 December 2020,2020
How do we share data in COVID-19 research? A systematic review of COVID-19 datasets in PubMed Central Articles,"Xu Zuo, Yong Chen, Lucila Ohno-Machado, Hua Xu",02 December 2020,2020
Drug repurposing for COVID-19: could vitamin C combined with glycyrrhizic acid be at play by the findings of Li et al.’s database-based network pharmacology analysis?,"Yu-Xi Huang, Wen-Xiao Wang, Yu-Ping Tang, Shi-Jun Yue",01 December 2020,2020
C-C Chemokine receptor-like 2 (CCRL2) acts as coreceptor for human immunodeficiency virus-2,"Salequl Islam, Mohammad Ali Moni, Umme Laila Urmi, Atsushi Tanaka, Hiroo Hoshino",01 December 2020,2020
"A study of leaf-senescence genes in rice based on a combination of genomics, proteomics and bioinformatics","Erhui Xiong, Zhiyong Li, Chen Zhang, Jing Zhang, Ye Liu ...",01 December 2020,2020
Systematic characterization and prediction of coenzyme A-associated proteins using sequence and network information,"Bing-Liang Fan, Zheng Jiang, Jun Sun, Rong Liu",01 December 2020,2020
Drug response in association with pharmacogenomics and pharmacomicrobiomics: towards a better personalized medicine,"Radia Hassan, Imane Allali, Francis E Agamah, Samar S M Elsheikh, Nicholas E Thomford ...",01 December 2020,2020
FR-Match: robust matching of cell type clusters from single cell RNA sequencing data using the Friedman–Rafsky non-parametric test,"Yun Zhang, Brian D Aevermann, Trygve E Bakken, Jeremy A Miller, Rebecca D Hodge ...",30 November 2020,2020
Evaluation of consensus strategies for haplotype phasing,"Ziad Al Bkhetan, Gursharan Chana, Kotagiri Ramamohanarao, Karin Verspoor, Benjamin Goudey",25 November 2020,2020
Computational prediction of species-specific yeast DNA replication origin via iterative feature representation,"Balachandran Manavalan, Shaherin Basith, Tae Hwan Shin, Gwang Lee",25 November 2020,2020
GP4: an integrated Gram-Positive Protein Prediction Pipeline for subcellular localization mimicking bacterial sorting,"Stefano Grasso, Tjeerd van Rij, Jan Maarten van Dijl",24 November 2020,2020
Computational identification of eukaryotic promoters based on cascaded deep capsule neural networks,"Yan Zhu, Fuyi Li, Dongxu Xiang, Tatsuya Akutsu, Jiangning Song ...",24 November 2020,2020
nMAGMA: a network-enhanced method for inferring risk genes from GWAS summary statistics and its application to schizophrenia,"Anyi Yang, Jingqi Chen, Xing-Ming Zhao",24 November 2020,2020
SSMD: a semi-supervised approach for a robust cell type identification and deconvolution of mouse transcriptomics data,"Xiaoyu Lu, Szu-Wei Tu, Wennan Chang, Changlin Wan, Jiashi Wang ...",24 November 2020,2020
Pan-cancer analysis of NLRP3 inflammasome with potential implications in prognosis and immunotherapy in human cancer,"Mingyi Ju, Jia Bi, Qian Wei, Longyang Jiang, Qiutong Guan ...",20 November 2020,2020
DeepBL: a deep learning-based approach for in silico discovery of beta-lactamases,"Yanan Wang, Fuyi Li, Manasa Bharathwaj, Natalia C Rosas, André Leier ...",20 November 2020,2020
Deep-joint-learning analysis model of single cell transcriptome and open chromatin accessibility data,"Chunman Zuo, Luonan Chen",17 November 2020,2020
Large-scale mass spectrometry data combined with demographics analysis rapidly predicts methicillin resistance in Staphylococcus aureus,"Zhuo Wang, Hsin-Yao Wang, Chia-Ru Chung, Jorng-Tzong Horng, Jang-Jih Lu ...",17 November 2020,2020
Are dropout imputation methods for scRNA-seq effective for scHi-C data?,"Chenggong Han, Qing Xie, Shili Lin",17 November 2020,2020
kTWAS: integrating kernel machine with transcriptome-wide association studies improves statistical power and reveals novel genes,"Chen Cao, Devin Kwok, Shannon Edie, Qing Li, Bowei Ding ...",17 November 2020,2020
Tracing the footsteps of autophagy in computational biology,"Dipanka Tanu Sarmah, Nandadulal Bairagi, Samrat Chatterjee",17 November 2020,2020
AlgPred 2.0: an improved method for predicting allergenic proteins and mapping of IgE epitopes,"Neelam Sharma, Sumeet Patiyal, Anjali Dhall, Akshara Pande, Chakit Arora ...",17 November 2020,2020
ChemFLuo: a web-server for structure analysis and identification of fluorescent compounds,"Zi-Yi Yang, Jie Dong, Zhi-Jiang Yang, Mingzhu Yin, Hong-Li Jiang ...",17 November 2020,2020
Deep learning in systems medicine,"Haiying Wang, Estelle Pujos-Guillot, Blandine Comte, Joao Luis de Miranda, Vojtech Spiwok ...",16 November 2020,2020
Bioinformatic analysis of SMN1–ACE/ACE2 interactions hinted at a potential protective effect of spinal muscular atrophy against COVID-19-induced lung injury,"Zheng Li, Xingye Li, Jianxiong Shen, Haining Tan, Tianhua Rong ...",14 November 2020,2020
Precise uncertain significance prediction using latent space matrix factorization models: genomics variant and heterogeneous clinical data-driven approaches,"Sina Abdollahi, Peng-Chan Lin, Meng-Ru Shen, Jung-Hsien Chiang",14 November 2020,2020
FunRes: resolving tissue-specific functional cell states based on a cell–cell communication network model,"Sascha Jung, Kartikeya Singh, Antonio del Sol",12 November 2020,2020
Iterative feature representation algorithm to improve the predictive performance of N7-methylguanosine sites,"Chichi Dai, Pengmian Feng, Lizhen Cui, Ran Su, Wei Chen ...",10 November 2020,2020
Network Pharmacology and bioinformatics analyses identify intersection genes of niacin and COVID-19 as potential therapeutic targets,"Rong Li, Yu Li, Xiao Liang, Lu Yang, Min Su ...",10 November 2020,2020
Biological network analysis with deep learning,"Giulia Muzio, Leslie O’Bray, Karsten Borgwardt",10 November 2020,2020
DeepSSV: detecting somatic small variants in paired tumor and normal sequencing data with convolutional neural network,"Jing Meng, Brandon Victor, Zhen He, Hongde Liu, Taijiao Jiang",09 November 2020,2020
Exploring subclass-specific therapeutic agents for hepatocellular carcinoma by informatics-guided drug screen,"Chen Yang, Junfei Chen, Yan Li, Xiaowen Huang, Zhicheng Liu ...",09 November 2020,2020
A review on drug repurposing applicable to COVID-19,"Serena Dotolo, Anna Marabotti, Angelo Facchiano, Roberto Tagliaferri",05 November 2020,2020
Negative Binomial mixed models estimated with the maximum likelihood method can be used for longitudinal RNAseq data,"Roula Tsonaka, Pietro Spitali",05 November 2020,2020
Computational prediction and interpretation of cell-specific replication origin sites from multiple eukaryotes by exploiting stacking framework,"Leyi Wei, Wenjia He, Adeel Malik, Ran Su, Lizhen Cui ...",05 November 2020,2020
Computational drug repositioning based on multi-similarities bilinear matrix factorization,"Mengyun Yang, Gaoyan Wu, Qichang Zhao, Yaohang Li, Jianxin Wang",05 November 2020,2020
Drug–drug similarity measure and its applications,"Lan Huang, Huimin Luo, Suning Li, Fang-Xiang Wu, Jianxin Wang",05 November 2020,2020
KNIndex: a comprehensive database of physicochemical properties for k-tuple nucleotides,"Wen-Ya Zhang, Junhai Xu, Jun Wang, Yuan-Ke Zhou, Wei Chen ...",05 November 2020,2020
Computational strategies to combat COVID-19: useful tools to accelerate SARS-CoV-2 and coronavirus research,"Franziska Hufsky, Kevin Lamkiewicz, Alexandre Almeida, Abdel Aouacheria, Cecilia Arighi ...",04 November 2020,2020
TrimNet: learning molecular representation from triplet messages for biomedicine,"Pengyong Li, Yuquan Li, Chang-Yu Hsieh, Shengyu Zhang, Xianggen Liu ...",04 November 2020,2020
CellTalkDB: a manually curated database of ligand–receptor interactions in humans and mice,"Xin Shao, Jie Liao, Chengyu Li, Xiaoyan Lu, Junyun Cheng ...",04 November 2020,2020
scAPAtrap: identification and quantification of alternative polyadenylation sites from single-cell RNA-seq data,"Xiaohui Wu, Tao Liu, Congting Ye, Wenbin Ye, Guoli Ji",03 November 2020,2020
Cloud 3D-QSAR: a web tool for the development of quantitative structure–activity relationship models in drug discovery,"Yu-Liang Wang, Fan Wang, Xing-Xing Shi, Chen-Yang Jia, Feng-Xu Wu ...",03 November 2020,2020
IHP-PING—generating integrated human protein–protein interaction networks on-the-fly,"Gaston K Mazandu, Christopher Hooper, Kenneth Opap, Funmilayo Makinde, Victoria Nembaware ...",31 October 2020,2020
LDBlockShow: a fast and convenient tool for visualizing linkage disequilibrium and haplotype blocks based on variant call format files,"Shan-Shan Dong, Wei-Ming He, Jing-Jing Ji, Chi Zhang, Yan Guo ...",30 October 2020,2020
Compositional diversity and evolutionary pattern of coronavirus accessory proteins,"Jingzhe Shang, Na Han, Ziyi Chen, Yousong Peng, Liang Li ...",30 October 2020,2020
MloDisDB: a manually curated database of the relations between membraneless organelles and diseases,"Chao Hou, Haotai Xie, Yang Fu, Yao Ma, Tingting Li",30 October 2020,2020
Identification of pan-cancer Ras pathway activation with deep learning,"Xiangtao Li, Shaochuan Li, Yunhe Wang, Shixiong Zhang, Ka-Chun Wong",30 October 2020,2020
Revisiting genome-wide association studies from statistical modelling to machine learning,"Shanwen Sun, Benzhi Dong, Quan Zou",30 October 2020,2020
iCircRBP-DHN: identification of circRNA-RBP interaction sites using deep hierarchical network,"Yuning Yang, Zilong Hou, Zhiqiang Ma, Xiangtao Li, Ka-Chun Wong",30 October 2020,2020
Drug–drug interaction prediction with Wasserstein Adversarial Autoencoder-based knowledge graph embeddings,"Yuanfei Dai, Chenhao Guo, Wenzhong Guo, Carsten Eickhoff",30 October 2020,2020
Sample-specific perturbation of gene interactions identifies breast cancer subtypes,"Yuanyuan Chen, Yu Gu, Zixi Hu, Xiao Sun",30 October 2020,2020
InstaDock: A single-click graphical user interface for molecular docking-based virtual high-throughput screening,"Taj Mohammad, Yash Mathur, Md Imtaiyaz Hassan",26 October 2020,2020
Predicting enhancer-promoter interactions by deep learning and matching heuristic,"Xiaoping Min, Congmin Ye, Xiangrong Liu, Xiangxiang Zeng",24 October 2020,2020
Deep-Kcr: accurate detection of lysine crotonylation sites using deep learning method,"Hao Lv, Fu-Ying Dao, Zheng-Xing Guan, Hui Yang, Yan-Wen Li ...",24 October 2020,2020
Prognostic outcome prediction by semi-supervised least squares classification,"Mingguang Shi, Zhou Sheng, Hao Tang",22 October 2020,2020
VPTMdb: a viral posttranslational modification database,"Yujia Xiang, Quan Zou, Lilin Zhao",22 October 2020,2020
Prediction of driver variants in the cancer genome via machine learning methodologies,"Mark F Rogers, Tom R Gaunt, Colin Campbell",22 October 2020,2020
Multimodal analysis of gene expression from postmortem brains and blood identifies synaptic vesicle trafficking genes to be associated with Parkinson’s disease,"Xiaoya Gao, Zifeng Huang, Cailing Feng, Chaohao Guan, Ruidong Li ...",20 October 2020,2020
Predicting drug–disease associations through layer attention graph convolutional network,"Zhouxin Yu, Feng Huang, Xiaohan Zhao, Wenjie Xiao, Wen Zhang",20 October 2020,2020
MCCS: a novel recognition pattern-based method for fast track discovery of anti-SARS-CoV-2 drugs,"Zhiwei Feng, Maozi Chen, Ying Xue, Tianjian Liang, Hui Chen ...",20 October 2020,2020
Machine learning application identifies novel gene signatures from transcriptomic data of spontaneous canine hemangiosarcoma,"Nuojin Cheng, Ashley J Schulte, Fadil Santosa, Jong Hyuk Kim",20 October 2020,2020
Sequencing dropout-and-batch effect normalization for single-cell mRNA profiles: a survey and comparative analysis,"Tian Lan, Gyorgy Hutvagner, Qing Lan, Tao Liu, Jinyan Li",19 October 2020,2020
A graph auto-encoder model for miRNA-disease associations prediction,"Zhengwei Li, Jiashu Li, Ru Nie, Zhu-Hong You, Wenzheng Bao",19 October 2020,2020
DiSNEP: a Disease-Specific gene Network Enhancement to improve Prioritizing candidate disease genes,"Peifeng Ruan, Shuang Wang",16 October 2020,2020
"Robust Huber-LASSO for improved prediction of protein, metabolite and gene expression levels relying on individual genotype data","Heike Deutelmoser, Dominique Scherer, Hermann Brenner, Melanie Waldenberger, INTERVAL study ...",16 October 2020,2020
A practical guide to mechanistic systems modeling in biology using a logic-based approach,"Anna Niarakis, Tomáš Helikar",16 October 2020,2020
DeepHPV: a deep learning model to predict human papillomavirus integration sites,"Rui Tian, Ping Zhou, Mengyuan Li, Jinfeng Tan, Zifeng Cui ...",16 October 2020,2020
Web tools to fight pandemics: the COVID-19 experience,"Daniele Mercatelli, Andrew N Holding, Federico M Giorgi",15 October 2020,2020
ABCModeller: an automatic data mining tool based on a consistent voting method with a user-friendly graphical interface,"Pengyi Zhang, Jiangpeng Wu, Honglin Zhai, Shuyan Li",15 October 2020,2020
"MCCS, a novel characterization method for protein–ligand complex","Maozi Chen, Zhiwei Feng, Siyi Wang, Weiwei Lin, Xiang-Qun Xie",14 October 2020,2020
Transcriptional landscape of cholangiocarcinoma revealed by weighted gene coexpression network analysis,"Junyu Long, Shan Huang, Yi Bai, Jinzhu Mao, Anqiang Wang ...",14 October 2020,2020
A comprehensive comparison of residue-level methylation levels with the regression-based gene-level methylation estimations by ReGear,"Jinpu Cai, Yuyang Xu, Wen Zhang, Shiying Ding, Yuewei Sun ...",13 October 2020,2020
GuidingNet: revealing transcriptional cofactor and predicting binding for DNA methyltransferase by network regularization,"Lixin Ren, Caixia Gao, Zhana Duren, Yong Wang",13 October 2020,2020
Semantic similarity and machine learning with ontologies,"Maxat Kulmanov, Fatima Zohra Smaili, Xin Gao, Robert Hoehndorf",13 October 2020,2020
Deep-DRM: a computational method for identifying disease-related metabolites based on graph deep learning approaches,"Tianyi Zhao, Yang Hu, Liang Cheng",13 October 2020,2020
Computer-aided prediction and design of IL-6 inducing peptides: IL-6 plays a crucial role in COVID-19,"Anjali Dhall, Sumeet Patiyal, Neelam Sharma, Salman Sadullah Usmani, Gajendra P S Raghava",09 October 2020,2020
Network-based identification genetic effect of SARS-CoV-2 infections to Idiopathic pulmonary fibrosis (IPF) patients,"Tasnimul Alam Taz, Kawsar Ahmed, Bikash Kumar Paul, Md Kawsar, Nargis Aktar ...",07 October 2020,2020
Capacity building for whole genome sequencing of Mycobacterium tuberculosis and bioinformatics in high TB burden countries,"Emmanuel Rivière, Tim H Heupink, Nabila Ismail, Anzaan Dippenaar, Charlene Clarke ...",03 October 2020,2020
A survey on deep learning in DNA/RNA motif mining,"Ying He, Zhen Shen, Qinhu Zhang, Siguo Wang, De-Shuang Huang",02 October 2020,2020
Synthetic observations from deep generative models and binary omics data with limited sample size,"Jens Nußberger, Frederic Boesel, Stefan Lenz, Harald Binder, Moritz Hess",02 October 2020,2020
Adverse events associated with potential drugs for COVID-19: a case study from real-world data,"Ying Jing, Lixia Diao, Leng Han",02 October 2020,2020
Systemic effects of missense mutations on SARS-CoV-2 spike glycoprotein stability and receptor-binding affinity,"Shaolei Teng, Adebiyi Sobitan, Raina Rhoades, Dongxiao Liu, Qiyi Tang",02 October 2020,2020
A review of digital cytometry methods: estimating the relative abundance of cell types in a bulk of cells,"Trang Le, Rachel A Aronow, Arkadz Kirshtein, Leili Shahriyari",01 October 2020,2020
A spectral clustering with self-weighted multiple kernel learning method for single-cell RNA-seq data,"Ren Qi, Jin Wu, Fei Guo, Lei Xu, Quan Zou",01 October 2020,2020
QSIdb: quorum sensing interference molecules,"Shengbo Wu, Chunjiang Liu, Jie Feng, Aidong Yang, Fei Guo ...",01 October 2020,2020
A review of computational strategies for denoising and imputation of single-cell transcriptomic data,"Lucrezia Patruno, Davide Maspero, Francesco Craighero, Fabrizio Angaroni, Marco Antoniotti ...",01 October 2020,2020
"Molecular characterization, biological function, tumor microenvironment association and clinical significance of m6A regulators in lung adenocarcinoma","Yin Li, Jie Gu, Fengkai Xu, Qiaoliang Zhu, Yiwei Chen ...",01 October 2020,2020
